"PASSENGERS","UNIQUE_CARRIER","UNIQUE_CARRIER_NAME","ORIGIN_AIRPORT_ID","ORIGIN","ORIGIN_CITY_NAME","DEST_AIRPORT_ID","DEST","DEST_CITY_NAME","AIRCRAFT_TYPE","MONTH",
0.00,"KE","Korean Air Lines Co. Ltd.",13930,"ORD","Chicago, IL",10397,"ATL","Atlanta, GA","819",12,
0.00,"KE","Korean Air Lines Co. Ltd.",13930,"ORD","Chicago, IL",10397,"ATL","Atlanta, GA","821",12,
0.00,"KE","Korean Air Lines Co. Ltd.",13930,"ORD","Chicago, IL",12892,"LAX","Los Angeles, CA","683",12,
0.00,"KE","Korean Air Lines Co. Ltd.",13930,"ORD","Chicago, IL",12892,"LAX","Los Angeles, CA","821",12,
0.00,"KE","Korean Air Lines Co. Ltd.",13930,"ORD","Chicago, IL",14747,"SEA","Seattle, WA","819",12,
0.00,"KE","Korean Air Lines Co. Ltd.",13930,"ORD","Chicago, IL",14747,"SEA","Seattle, WA","821",12,
0.00,"KE","Korean Air Lines Co. Ltd.",13930,"ORD","Chicago, IL",14747,"SEA","Seattle, WA","819",12,
0.00,"G3","VRG Linhas Aereas S A",15570,"VCV","Victorville, CA",13303,"MIA","Miami, FL","612",12,
0.00,"1SQ","Star Marianas Air Inc.",12016,"GUM","Guam, TT",14582,"ROP","Rota, TT","079",12,
0.00,"1SQ","Star Marianas Air Inc.",12016,"GUM","Guam, TT",14582,"ROP","Rota, TT","194",12,
0.00,"1SQ","Star Marianas Air Inc.",12016,"GUM","Guam, TT",14955,"SPN","Saipan, TT","079",12,
0.00,"1SQ","Star Marianas Air Inc.",12016,"GUM","Guam, TT",14955,"SPN","Saipan, TT","079",12,
0.00,"1SQ","Star Marianas Air Inc.",12016,"GUM","Guam, TT",15215,"TIQ","Tinian, TT","079",12,
0.00,"1SQ","Star Marianas Air Inc.",14582,"ROP","Rota, TT",12016,"GUM","Guam, TT","079",12,
0.00,"1SQ","Star Marianas Air Inc.",14582,"ROP","Rota, TT",12016,"GUM","Guam, TT","194",12,
0.00,"1SQ","Star Marianas Air Inc.",14582,"ROP","Rota, TT",14955,"SPN","Saipan, TT","079",12,
0.00,"1SQ","Star Marianas Air Inc.",14582,"ROP","Rota, TT",14955,"SPN","Saipan, TT","194",12,
0.00,"1SQ","Star Marianas Air Inc.",14582,"ROP","Rota, TT",15215,"TIQ","Tinian, TT","194",12,
0.00,"1SQ","Star Marianas Air Inc.",14955,"SPN","Saipan, TT",12016,"GUM","Guam, TT","079",12,
0.00,"1SQ","Star Marianas Air Inc.",14955,"SPN","Saipan, TT",14582,"ROP","Rota, TT","194",12,
0.00,"1SQ","Star Marianas Air Inc.",15215,"TIQ","Tinian, TT",14582,"ROP","Rota, TT","194",12,
0.00,"5X","United Parcel Service",10140,"ABQ","Albuquerque, NM",11298,"DFW","Dallas/Fort Worth, TX","622",12,
0.00,"5X","United Parcel Service",10140,"ABQ","Albuquerque, NM",11540,"ELP","El Paso, TX","622",12,
0.00,"5X","United Parcel Service",10140,"ABQ","Albuquerque, NM",11540,"ELP","El Paso, TX","626",12,
0.00,"5X","United Parcel Service",10140,"ABQ","Albuquerque, NM",11540,"ELP","El Paso, TX","691",12,
0.00,"5X","United Parcel Service",10140,"ABQ","Albuquerque, NM",13891,"ONT","Ontario, CA","622",12,
0.00,"5X","United Parcel Service",10140,"ABQ","Albuquerque, NM",13891,"ONT","Ontario, CA","626",12,
0.00,"5X","United Parcel Service",10140,"ABQ","Albuquerque, NM",13891,"ONT","Ontario, CA","691",12,
0.00,"5X","United Parcel Service",10140,"ABQ","Albuquerque, NM",14107,"PHX","Phoenix, AZ","622",12,
0.00,"5X","United Parcel Service",10140,"ABQ","Albuquerque, NM",14107,"PHX","Phoenix, AZ","626",12,
0.00,"5X","United Parcel Service",10140,"ABQ","Albuquerque, NM",14107,"PHX","Phoenix, AZ","691",12,
0.00,"5X","United Parcel Service",10140,"ABQ","Albuquerque, NM",14691,"SBD","San Bernardino, CA","622",12,
0.00,"5X","United Parcel Service",10140,"ABQ","Albuquerque, NM",14730,"SDF","Louisville, KY","622",12,
0.00,"5X","United Parcel Service",10140,"ABQ","Albuquerque, NM",14730,"SDF","Louisville, KY","691",12,
0.00,"5X","United Parcel Service",10146,"ABY","Albany, GA",11057,"CLT","Charlotte, NC","622",12,
0.00,"5X","United Parcel Service",10146,"ABY","Albany, GA",13303,"MIA","Miami, FL","622",12,
0.00,"5X","United Parcel Service",10146,"ABY","Albany, GA",13495,"MSY","New Orleans, LA","691",12,
0.00,"5X","United Parcel Service",10146,"ABY","Albany, GA",14027,"PBI","West Palm Beach/Palm Beach, FL","622",12,
0.00,"5X","United Parcel Service",10146,"ABY","Albany, GA",14193,"PNS","Pensacola, FL","622",12,
0.00,"5X","United Parcel Service",10146,"ABY","Albany, GA",14193,"PNS","Pensacola, FL","691",12,
0.00,"5X","United Parcel Service",10146,"ABY","Albany, GA",14730,"SDF","Louisville, KY","622",12,
0.00,"5X","United Parcel Service",10146,"ABY","Albany, GA",14730,"SDF","Louisville, KY","691",12,
0.00,"5X","United Parcel Service",10146,"ABY","Albany, GA",15304,"TPA","Tampa, FL","622",12,
0.00,"5X","United Parcel Service",10257,"ALB","Albany, NY",13296,"MHT","Manchester, NH","626",12,
0.00,"5X","United Parcel Service",10257,"ALB","Albany, NY",13931,"ORF","Norfolk, VA","622",12,
0.00,"5X","United Parcel Service",10257,"ALB","Albany, NY",14100,"PHL","Philadelphia, PA","622",12,
0.00,"5X","United Parcel Service",10257,"ALB","Albany, NY",14307,"PVD","Providence, RI","622",12,
0.00,"5X","United Parcel Service",10257,"ALB","Albany, NY",14730,"SDF","Louisville, KY","622",12,
0.00,"5X","United Parcel Service",10257,"ALB","Albany, NY",14730,"SDF","Louisville, KY","626",12,
0.00,"5X","United Parcel Service",10257,"ALB","Albany, NY",15096,"SYR","Syracuse, NY","622",12,
0.00,"5X","United Parcel Service",10299,"ANC","Anchorage, AK",13891,"ONT","Ontario, CA","819",12,
0.00,"5X","United Parcel Service",10299,"ANC","Anchorage, AK",13891,"ONT","Ontario, CA","821",12,
0.00,"5X","United Parcel Service",10299,"ANC","Anchorage, AK",14730,"SDF","Louisville, KY","626",12,
0.00,"5X","United Parcel Service",10299,"ANC","Anchorage, AK",14730,"SDF","Louisville, KY","740",12,
0.00,"5X","United Parcel Service",10299,"ANC","Anchorage, AK",14730,"SDF","Louisville, KY","819",12,
0.00,"5X","United Parcel Service",10299,"ANC","Anchorage, AK",14730,"SDF","Louisville, KY","821",12,
0.00,"5X","United Parcel Service",10397,"ATL","Atlanta, GA",11298,"DFW","Dallas/Fort Worth, TX","626",12,
0.00,"5X","United Parcel Service",10397,"ATL","Atlanta, GA",11298,"DFW","Dallas/Fort Worth, TX","691",12,
0.00,"5X","United Parcel Service",10397,"ATL","Atlanta, GA",13204,"MCO","Orlando, FL","626",12,
0.00,"5X","United Parcel Service",10397,"ATL","Atlanta, GA",14100,"PHL","Philadelphia, PA","626",12,
0.00,"5X","United Parcel Service",10397,"ATL","Atlanta, GA",14730,"SDF","Louisville, KY","622",12,
0.00,"5X","United Parcel Service",10397,"ATL","Atlanta, GA",14730,"SDF","Louisville, KY","626",12,
0.00,"5X","United Parcel Service",10397,"ATL","Atlanta, GA",14730,"SDF","Louisville, KY","691",12,
0.00,"5X","United Parcel Service",10397,"ATL","Atlanta, GA",14730,"SDF","Louisville, KY","740",12,
0.00,"5X","United Parcel Service",10423,"AUS","Austin, TX",10397,"ATL","Atlanta, GA","691",12,
0.00,"5X","United Parcel Service",10423,"AUS","Austin, TX",11540,"ELP","El Paso, TX","622",12,
0.00,"5X","United Parcel Service",10423,"AUS","Austin, TX",12266,"IAH","Houston, TX","691",12,
0.00,"5X","United Parcel Service",10423,"AUS","Austin, TX",14107,"PHX","Phoenix, AZ","622",12,
0.00,"5X","United Parcel Service",10423,"AUS","Austin, TX",14730,"SDF","Louisville, KY","622",12,
0.00,"5X","United Parcel Service",10423,"AUS","Austin, TX",14730,"SDF","Louisville, KY","626",12,
0.00,"5X","United Parcel Service",10423,"AUS","Austin, TX",14730,"SDF","Louisville, KY","691",12,
0.00,"5X","United Parcel Service",10529,"BDL","Hartford, CT",10257,"ALB","Albany, NY","622",12,
0.00,"5X","United Parcel Service",10529,"BDL","Hartford, CT",10721,"BOS","Boston, MA","622",12,
0.00,"5X","United Parcel Service",10529,"BDL","Hartford, CT",10721,"BOS","Boston, MA","626",12,
0.00,"5X","United Parcel Service",10529,"BDL","Hartford, CT",11618,"EWR","Newark, NJ","626",12,
0.00,"5X","United Parcel Service",10529,"BDL","Hartford, CT",12478,"JFK","New York, NY","622",12,
0.00,"5X","United Parcel Service",10529,"BDL","Hartford, CT",12478,"JFK","New York, NY","626",12,
0.00,"5X","United Parcel Service",10529,"BDL","Hartford, CT",13891,"ONT","Ontario, CA","622",12,
0.00,"5X","United Parcel Service",10529,"BDL","Hartford, CT",13891,"ONT","Ontario, CA","626",12,
0.00,"5X","United Parcel Service",10529,"BDL","Hartford, CT",14057,"PDX","Portland, OR","622",12,
0.00,"5X","United Parcel Service",10529,"BDL","Hartford, CT",14100,"PHL","Philadelphia, PA","622",12,
0.00,"5X","United Parcel Service",10529,"BDL","Hartford, CT",14100,"PHL","Philadelphia, PA","626",12,
0.00,"5X","United Parcel Service",10529,"BDL","Hartford, CT",14100,"PHL","Philadelphia, PA","691",12,
0.00,"5X","United Parcel Service",10529,"BDL","Hartford, CT",14307,"PVD","Providence, RI","622",12,
0.00,"5X","United Parcel Service",10529,"BDL","Hartford, CT",14512,"RFD","Rockford, IL","622",12,
0.00,"5X","United Parcel Service",10529,"BDL","Hartford, CT",14512,"RFD","Rockford, IL","626",12,
0.00,"5X","United Parcel Service",10529,"BDL","Hartford, CT",14512,"RFD","Rockford, IL","691",12,
0.00,"5X","United Parcel Service",10529,"BDL","Hartford, CT",14730,"SDF","Louisville, KY","622",12,
0.00,"5X","United Parcel Service",10529,"BDL","Hartford, CT",14730,"SDF","Louisville, KY","626",12,
0.00,"5X","United Parcel Service",10529,"BDL","Hartford, CT",14730,"SDF","Louisville, KY","691",12,
0.00,"5X","United Parcel Service",10529,"BDL","Hartford, CT",14730,"SDF","Louisville, KY","740",12,
0.00,"5X","United Parcel Service",10559,"BFI","Seattle, WA",10620,"BIL","Billings, MT","626",12,
0.00,"5X","United Parcel Service",10559,"BFI","Seattle, WA",10713,"BOI","Boise, ID","622",12,
0.00,"5X","United Parcel Service",10559,"BFI","Seattle, WA",10713,"BOI","Boise, ID","626",12,
0.00,"5X","United Parcel Service",10559,"BFI","Seattle, WA",11298,"DFW","Dallas/Fort Worth, TX","626",12,
0.00,"5X","United Parcel Service",10559,"BFI","Seattle, WA",11884,"GEG","Spokane, WA","622",12,
0.00,"5X","United Parcel Service",10559,"BFI","Seattle, WA",13295,"MHR","Sacramento, CA","622",12,
0.00,"5X","United Parcel Service",10559,"BFI","Seattle, WA",13796,"OAK","Oakland, CA","622",12,
0.00,"5X","United Parcel Service",10559,"BFI","Seattle, WA",13891,"ONT","Ontario, CA","622",12,
0.00,"5X","United Parcel Service",10559,"BFI","Seattle, WA",13891,"ONT","Ontario, CA","626",12,
0.00,"5X","United Parcel Service",10559,"BFI","Seattle, WA",13891,"ONT","Ontario, CA","740",12,
0.00,"5X","United Parcel Service",10559,"BFI","Seattle, WA",14057,"PDX","Portland, OR","622",12,
0.00,"5X","United Parcel Service",10559,"BFI","Seattle, WA",14057,"PDX","Portland, OR","626",12,
0.00,"5X","United Parcel Service",10559,"BFI","Seattle, WA",14057,"PDX","Portland, OR","691",12,
0.00,"5X","United Parcel Service",10559,"BFI","Seattle, WA",14100,"PHL","Philadelphia, PA","622",12,
0.00,"5X","United Parcel Service",10559,"BFI","Seattle, WA",14100,"PHL","Philadelphia, PA","626",12,
0.00,"5X","United Parcel Service",10559,"BFI","Seattle, WA",14512,"RFD","Rockford, IL","622",12,
0.00,"5X","United Parcel Service",10559,"BFI","Seattle, WA",14512,"RFD","Rockford, IL","626",12,
0.00,"5X","United Parcel Service",10559,"BFI","Seattle, WA",14730,"SDF","Louisville, KY","622",12,
0.00,"5X","United Parcel Service",10559,"BFI","Seattle, WA",14730,"SDF","Louisville, KY","626",12,
0.00,"5X","United Parcel Service",10559,"BFI","Seattle, WA",14730,"SDF","Louisville, KY","691",12,
0.00,"5X","United Parcel Service",10559,"BFI","Seattle, WA",14730,"SDF","Louisville, KY","740",12,
0.00,"5X","United Parcel Service",10581,"BGR","Bangor, ME",14730,"SDF","Louisville, KY","691",12,
0.00,"5X","United Parcel Service",10599,"BHM","Birmingham, AL",12448,"JAN","Jackson/Vicksburg, MS","622",12,
0.00,"5X","United Parcel Service",10599,"BHM","Birmingham, AL",13303,"MIA","Miami, FL","622",12,
0.00,"5X","United Parcel Service",10599,"BHM","Birmingham, AL",14193,"PNS","Pensacola, FL","691",12,
0.00,"5X","United Parcel Service",10599,"BHM","Birmingham, AL",14730,"SDF","Louisville, KY","626",12,
0.00,"5X","United Parcel Service",10599,"BHM","Birmingham, AL",14730,"SDF","Louisville, KY","691",12,
0.00,"5X","United Parcel Service",10620,"BIL","Billings, MT",10559,"BFI","Seattle, WA","622",12,
0.00,"5X","United Parcel Service",10620,"BIL","Billings, MT",10713,"BOI","Boise, ID","691",12,
0.00,"5X","United Parcel Service",10620,"BIL","Billings, MT",11292,"DEN","Denver, CO","691",12,
0.00,"5X","United Parcel Service",10620,"BIL","Billings, MT",11637,"FAR","Fargo, ND","626",12,
0.00,"5X","United Parcel Service",10620,"BIL","Billings, MT",13891,"ONT","Ontario, CA","626",12,
0.00,"5X","United Parcel Service",10620,"BIL","Billings, MT",13891,"ONT","Ontario, CA","691",12,
0.00,"5X","United Parcel Service",10620,"BIL","Billings, MT",14512,"RFD","Rockford, IL","691",12,
0.00,"5X","United Parcel Service",10620,"BIL","Billings, MT",14570,"RNO","Reno, NV","691",12,
0.00,"5X","United Parcel Service",10620,"BIL","Billings, MT",14730,"SDF","Louisville, KY","626",12,
0.00,"5X","United Parcel Service",10620,"BIL","Billings, MT",14730,"SDF","Louisville, KY","691",12,
0.00,"5X","United Parcel Service",10713,"BOI","Boise, ID",11884,"GEG","Spokane, WA","691",12,
0.00,"5X","United Parcel Service",10713,"BOI","Boise, ID",13891,"ONT","Ontario, CA","691",12,
0.00,"5X","United Parcel Service",10713,"BOI","Boise, ID",14107,"PHX","Phoenix, AZ","691",12,
0.00,"5X","United Parcel Service",10713,"BOI","Boise, ID",14570,"RNO","Reno, NV","691",12,
0.00,"5X","United Parcel Service",10713,"BOI","Boise, ID",14730,"SDF","Louisville, KY","622",12,
0.00,"5X","United Parcel Service",10713,"BOI","Boise, ID",14730,"SDF","Louisville, KY","626",12,
0.00,"5X","United Parcel Service",10713,"BOI","Boise, ID",14730,"SDF","Louisville, KY","691",12,
0.00,"5X","United Parcel Service",10713,"BOI","Boise, ID",14869,"SLC","Salt Lake City, UT","626",12,
0.00,"5X","United Parcel Service",10713,"BOI","Boise, ID",14869,"SLC","Salt Lake City, UT","691",12,
0.00,"5X","United Parcel Service",10713,"BOI","Boise, ID",15016,"STL","St. Louis, MO","691",12,
0.00,"5X","United Parcel Service",10721,"BOS","Boston, MA",10529,"BDL","Hartford, CT","626",12,
0.00,"5X","United Parcel Service",10721,"BOS","Boston, MA",11298,"DFW","Dallas/Fort Worth, TX","626",12,
0.00,"5X","United Parcel Service",10721,"BOS","Boston, MA",11298,"DFW","Dallas/Fort Worth, TX","691",12,
0.00,"5X","United Parcel Service",10721,"BOS","Boston, MA",11618,"EWR","Newark, NJ","691",12,
0.00,"5X","United Parcel Service",10721,"BOS","Boston, MA",14100,"PHL","Philadelphia, PA","626",12,
0.00,"5X","United Parcel Service",10721,"BOS","Boston, MA",14100,"PHL","Philadelphia, PA","691",12,
0.00,"5X","United Parcel Service",10721,"BOS","Boston, MA",14730,"SDF","Louisville, KY","622",12,
0.00,"5X","United Parcel Service",10721,"BOS","Boston, MA",14730,"SDF","Louisville, KY","626",12,
0.00,"5X","United Parcel Service",10721,"BOS","Boston, MA",14730,"SDF","Louisville, KY","691",12,
0.00,"5X","United Parcel Service",10792,"BUF","Buffalo, NY",10529,"BDL","Hartford, CT","622",12,
0.00,"5X","United Parcel Service",10792,"BUF","Buffalo, NY",14100,"PHL","Philadelphia, PA","622",12,
0.00,"5X","United Parcel Service",10792,"BUF","Buffalo, NY",14730,"SDF","Louisville, KY","622",12,
0.00,"5X","United Parcel Service",10792,"BUF","Buffalo, NY",14730,"SDF","Louisville, KY","626",12,
0.00,"5X","United Parcel Service",10792,"BUF","Buffalo, NY",14730,"SDF","Louisville, KY","691",12,
0.00,"5X","United Parcel Service",10792,"BUF","Buffalo, NY",15096,"SYR","Syracuse, NY","622",12,
0.00,"5X","United Parcel Service",10800,"BUR","Burbank, CA",13891,"ONT","Ontario, CA","691",12,
0.00,"5X","United Parcel Service",10800,"BUR","Burbank, CA",14512,"RFD","Rockford, IL","691",12,
0.00,"5X","United Parcel Service",10800,"BUR","Burbank, CA",14730,"SDF","Louisville, KY","622",12,
0.00,"5X","United Parcel Service",10800,"BUR","Burbank, CA",14730,"SDF","Louisville, KY","691",12,
0.00,"5X","United Parcel Service",10821,"BWI","Baltimore, MD",12478,"JFK","New York, NY","622",12,
0.00,"5X","United Parcel Service",10821,"BWI","Baltimore, MD",13230,"MDT","Harrisburg, PA","691",12,
0.00,"5X","United Parcel Service",10821,"BWI","Baltimore, MD",14100,"PHL","Philadelphia, PA","622",12,
0.00,"5X","United Parcel Service",10821,"BWI","Baltimore, MD",14100,"PHL","Philadelphia, PA","626",12,
0.00,"5X","United Parcel Service",10821,"BWI","Baltimore, MD",14730,"SDF","Louisville, KY","622",12,
0.00,"5X","United Parcel Service",10821,"BWI","Baltimore, MD",14730,"SDF","Louisville, KY","626",12,
0.00,"5X","United Parcel Service",10821,"BWI","Baltimore, MD",14730,"SDF","Louisville, KY","691",12,
0.00,"5X","United Parcel Service",10821,"BWI","Baltimore, MD",14730,"SDF","Louisville, KY","740",12,
0.00,"5X","United Parcel Service",10868,"CAE","Columbia, SC",11298,"DFW","Dallas/Fort Worth, TX","622",12,
0.00,"5X","United Parcel Service",10868,"CAE","Columbia, SC",11298,"DFW","Dallas/Fort Worth, TX","626",12,
0.00,"5X","United Parcel Service",10868,"CAE","Columbia, SC",11298,"DFW","Dallas/Fort Worth, TX","740",12,
0.00,"5X","United Parcel Service",10868,"CAE","Columbia, SC",11884,"GEG","Spokane, WA","622",12,
0.00,"5X","United Parcel Service",10868,"CAE","Columbia, SC",13204,"MCO","Orlando, FL","622",12,
0.00,"5X","United Parcel Service",10868,"CAE","Columbia, SC",13204,"MCO","Orlando, FL","626",12,
0.00,"5X","United Parcel Service",10868,"CAE","Columbia, SC",13204,"MCO","Orlando, FL","691",12,
0.00,"5X","United Parcel Service",10868,"CAE","Columbia, SC",13295,"MHR","Sacramento, CA","622",12,
0.00,"5X","United Parcel Service",10868,"CAE","Columbia, SC",13295,"MHR","Sacramento, CA","626",12,
0.00,"5X","United Parcel Service",10868,"CAE","Columbia, SC",13295,"MHR","Sacramento, CA","691",12,
0.00,"5X","United Parcel Service",10868,"CAE","Columbia, SC",13796,"OAK","Oakland, CA","622",12,
0.00,"5X","United Parcel Service",10868,"CAE","Columbia, SC",13891,"ONT","Ontario, CA","622",12,
0.00,"5X","United Parcel Service",10868,"CAE","Columbia, SC",13891,"ONT","Ontario, CA","626",12,
0.00,"5X","United Parcel Service",10868,"CAE","Columbia, SC",13891,"ONT","Ontario, CA","691",12,
0.00,"5X","United Parcel Service",10868,"CAE","Columbia, SC",14057,"PDX","Portland, OR","622",12,
0.00,"5X","United Parcel Service",10868,"CAE","Columbia, SC",14100,"PHL","Philadelphia, PA","622",12,
0.00,"5X","United Parcel Service",10868,"CAE","Columbia, SC",14100,"PHL","Philadelphia, PA","626",12,
0.00,"5X","United Parcel Service",10868,"CAE","Columbia, SC",14100,"PHL","Philadelphia, PA","691",12,
0.00,"5X","United Parcel Service",10868,"CAE","Columbia, SC",14122,"PIT","Pittsburgh, PA","626",12,
0.00,"5X","United Parcel Service",10868,"CAE","Columbia, SC",14730,"SDF","Louisville, KY","622",12,
0.00,"5X","United Parcel Service",10868,"CAE","Columbia, SC",14730,"SDF","Louisville, KY","626",12,
0.00,"5X","United Parcel Service",10868,"CAE","Columbia, SC",14730,"SDF","Louisville, KY","691",12,
0.00,"5X","United Parcel Service",10868,"CAE","Columbia, SC",14730,"SDF","Louisville, KY","740",12,
0.00,"5X","United Parcel Service",11003,"CID","Cedar Rapids/Iowa City, IA",10713,"BOI","Boise, ID","691",12,
0.00,"5X","United Parcel Service",11003,"CID","Cedar Rapids/Iowa City, IA",11423,"DSM","Des Moines, IA","626",12,
0.00,"5X","United Parcel Service",11003,"CID","Cedar Rapids/Iowa City, IA",13871,"OMA","Omaha, NE","622",12,
0.00,"5X","United Parcel Service",11003,"CID","Cedar Rapids/Iowa City, IA",13871,"OMA","Omaha, NE","691",12,
0.00,"5X","United Parcel Service",11003,"CID","Cedar Rapids/Iowa City, IA",14730,"SDF","Louisville, KY","622",12,
0.00,"5X","United Parcel Service",11003,"CID","Cedar Rapids/Iowa City, IA",14730,"SDF","Louisville, KY","626",12,
0.00,"5X","United Parcel Service",11042,"CLE","Cleveland, OH",13891,"ONT","Ontario, CA","691",12,
0.00,"5X","United Parcel Service",11042,"CLE","Cleveland, OH",14100,"PHL","Philadelphia, PA","622",12,
0.00,"5X","United Parcel Service",11042,"CLE","Cleveland, OH",14100,"PHL","Philadelphia, PA","626",12,
0.00,"5X","United Parcel Service",11042,"CLE","Cleveland, OH",14512,"RFD","Rockford, IL","691",12,
0.00,"5X","United Parcel Service",11042,"CLE","Cleveland, OH",14730,"SDF","Louisville, KY","622",12,
0.00,"5X","United Parcel Service",11042,"CLE","Cleveland, OH",14730,"SDF","Louisville, KY","740",12,
0.00,"5X","United Parcel Service",11057,"CLT","Charlotte, NC",12451,"JAX","Jacksonville, FL","622",12,
0.00,"5X","United Parcel Service",11057,"CLT","Charlotte, NC",13303,"MIA","Miami, FL","622",12,
0.00,"5X","United Parcel Service",11057,"CLT","Charlotte, NC",14100,"PHL","Philadelphia, PA","622",12,
0.00,"5X","United Parcel Service",11057,"CLT","Charlotte, NC",14574,"ROA","Roanoke, VA","622",12,
0.00,"5X","United Parcel Service",11057,"CLT","Charlotte, NC",14730,"SDF","Louisville, KY","622",12,
0.00,"5X","United Parcel Service",11057,"CLT","Charlotte, NC",14730,"SDF","Louisville, KY","626",12,
0.00,"5X","United Parcel Service",11057,"CLT","Charlotte, NC",14730,"SDF","Louisville, KY","691",12,
0.00,"5X","United Parcel Service",11057,"CLT","Charlotte, NC",14730,"SDF","Louisville, KY","740",12,
0.00,"5X","United Parcel Service",11292,"DEN","Denver, CO",10620,"BIL","Billings, MT","626",12,
0.00,"5X","United Parcel Service",11292,"DEN","Denver, CO",10620,"BIL","Billings, MT","691",12,
0.00,"5X","United Parcel Service",11292,"DEN","Denver, CO",10800,"BUR","Burbank, CA","691",12,
0.00,"5X","United Parcel Service",11292,"DEN","Denver, CO",11298,"DFW","Dallas/Fort Worth, TX","622",12,
0.00,"5X","United Parcel Service",11292,"DEN","Denver, CO",11298,"DFW","Dallas/Fort Worth, TX","691",12,
0.00,"5X","United Parcel Service",11292,"DEN","Denver, CO",13796,"OAK","Oakland, CA","622",12,
0.00,"5X","United Parcel Service",11292,"DEN","Denver, CO",13891,"ONT","Ontario, CA","691",12,
0.00,"5X","United Parcel Service",11292,"DEN","Denver, CO",13891,"ONT","Ontario, CA","740",12,
0.00,"5X","United Parcel Service",11292,"DEN","Denver, CO",14057,"PDX","Portland, OR","740",12,
0.00,"5X","United Parcel Service",11292,"DEN","Denver, CO",14100,"PHL","Philadelphia, PA","622",12,
0.00,"5X","United Parcel Service",11292,"DEN","Denver, CO",14107,"PHX","Phoenix, AZ","626",12,
0.00,"5X","United Parcel Service",11292,"DEN","Denver, CO",14512,"RFD","Rockford, IL","691",12,
0.00,"5X","United Parcel Service",11292,"DEN","Denver, CO",14570,"RNO","Reno, NV","622",12,
0.00,"5X","United Parcel Service",11292,"DEN","Denver, CO",14570,"RNO","Reno, NV","691",12,
0.00,"5X","United Parcel Service",11292,"DEN","Denver, CO",14683,"SAT","San Antonio, TX","622",12,
0.00,"5X","United Parcel Service",11292,"DEN","Denver, CO",14730,"SDF","Louisville, KY","622",12,
0.00,"5X","United Parcel Service",11292,"DEN","Denver, CO",14730,"SDF","Louisville, KY","626",12,
0.00,"5X","United Parcel Service",11292,"DEN","Denver, CO",14730,"SDF","Louisville, KY","691",12,
0.00,"5X","United Parcel Service",11292,"DEN","Denver, CO",14730,"SDF","Louisville, KY","740",12,
0.00,"5X","United Parcel Service",11292,"DEN","Denver, CO",14730,"SDF","Louisville, KY","819",12,
0.00,"5X","United Parcel Service",11292,"DEN","Denver, CO",14869,"SLC","Salt Lake City, UT","622",12,
0.00,"5X","United Parcel Service",11298,"DFW","Dallas/Fort Worth, TX",10140,"ABQ","Albuquerque, NM","622",12,
0.00,"5X","United Parcel Service",11298,"DFW","Dallas/Fort Worth, TX",10140,"ABQ","Albuquerque, NM","691",12,
0.00,"5X","United Parcel Service",11298,"DFW","Dallas/Fort Worth, TX",10397,"ATL","Atlanta, GA","626",12,
0.00,"5X","United Parcel Service",11298,"DFW","Dallas/Fort Worth, TX",10397,"ATL","Atlanta, GA","691",12,
0.00,"5X","United Parcel Service",11298,"DFW","Dallas/Fort Worth, TX",10529,"BDL","Hartford, CT","622",12,
0.00,"5X","United Parcel Service",11298,"DFW","Dallas/Fort Worth, TX",10559,"BFI","Seattle, WA","622",12,
0.00,"5X","United Parcel Service",11298,"DFW","Dallas/Fort Worth, TX",10559,"BFI","Seattle, WA","626",12,
0.00,"5X","United Parcel Service",11298,"DFW","Dallas/Fort Worth, TX",11292,"DEN","Denver, CO","622",12,
0.00,"5X","United Parcel Service",11298,"DFW","Dallas/Fort Worth, TX",11292,"DEN","Denver, CO","691",12,
0.00,"5X","United Parcel Service",11298,"DFW","Dallas/Fort Worth, TX",11540,"ELP","El Paso, TX","622",12,
0.00,"5X","United Parcel Service",11298,"DFW","Dallas/Fort Worth, TX",11618,"EWR","Newark, NJ","691",12,
0.00,"5X","United Parcel Service",11298,"DFW","Dallas/Fort Worth, TX",11618,"EWR","Newark, NJ","740",12,
0.00,"5X","United Parcel Service",11298,"DFW","Dallas/Fort Worth, TX",12266,"IAH","Houston, TX","622",12,
0.00,"5X","United Parcel Service",11298,"DFW","Dallas/Fort Worth, TX",12266,"IAH","Houston, TX","626",12,
0.00,"5X","United Parcel Service",11298,"DFW","Dallas/Fort Worth, TX",12266,"IAH","Houston, TX","691",12,
0.00,"5X","United Parcel Service",11298,"DFW","Dallas/Fort Worth, TX",12451,"JAX","Jacksonville, FL","622",12,
0.00,"5X","United Parcel Service",11298,"DFW","Dallas/Fort Worth, TX",12892,"LAX","Los Angeles, CA","622",12,
0.00,"5X","United Parcel Service",11298,"DFW","Dallas/Fort Worth, TX",12896,"LBB","Lubbock, TX","622",12,
0.00,"5X","United Parcel Service",11298,"DFW","Dallas/Fort Worth, TX",12896,"LBB","Lubbock, TX","626",12,
0.00,"5X","United Parcel Service",11298,"DFW","Dallas/Fort Worth, TX",12896,"LBB","Lubbock, TX","691",12,
0.00,"5X","United Parcel Service",11298,"DFW","Dallas/Fort Worth, TX",12992,"LIT","Little Rock, AR","622",12,
0.00,"5X","United Parcel Service",11298,"DFW","Dallas/Fort Worth, TX",13204,"MCO","Orlando, FL","622",12,
