PASSENGERS,UNIQUE_CARRIER,UNIQUE_CARRIER_NAME,ORIGIN_AIRPORT_ID,ORIGIN,ORIGIN_CITY_NAME,DEST_AIRPORT_ID,DEST,DEST_CITY_NAME,AIRCRAFT_TYPE,MONTH,
0.00,H6,Hageland Aviation Service,14987,SRV,Stony River, AK,11028,CKD,Crooked Creek, AK,035,8,
0.00,H6,Hageland Aviation Service,15049,SVA,Savoonga, AK,11845,GAM,Gambell, AK,194,8,
0.00,H6,Hageland Aviation Service,15049,SVA,Savoonga, AK,13873,OME,Nome, AK,405,8,
0.00,H6,Hageland Aviation Service,15049,SVA,Savoonga, AK,13873,OME,Nome, AK,405,8,
0.00,H6,Hageland Aviation Service,15049,SVA,Savoonga, AK,13970,OTZ,Kotzebue, AK,405,8,
0.00,H6,Hageland Aviation Service,15085,SXP,Sheldon Point, AK,10416,AUK,Alakanuk, AK,035,8,
0.00,H6,Hageland Aviation Service,15085,SXP,Sheldon Point, AK,10551,BET,Bethel, AK,416,8,
0.00,H6,Hageland Aviation Service,15085,SXP,Sheldon Point, AK,13434,MOU,Mountain Village, AK,035,8,
0.00,H6,Hageland Aviation Service,15085,SXP,Sheldon Point, AK,14234,PQS,Pilot Station, AK,416,8,
0.00,H6,Hageland Aviation Service,15086,SXQ,Soldotna, AK,10299,ANC,Anchorage, AK,405,8,
0.00,H6,Hageland Aviation Service,15086,SXQ,Soldotna, AK,10299,ANC,Anchorage, AK,405,8,
0.00,H6,Hageland Aviation Service,15257,TLT,Tuluksak, AK,10304,ANI,Aniak, AK,416,8,
0.00,H6,Hageland Aviation Service,15282,TNK,Tununak, AK,12807,KSM,St. Mary's, AK,035,8,
0.00,H6,Hageland Aviation Service,15282,TNK,Tununak, AK,14130,PKA,Napaskiak, AK,035,8,
0.00,H6,Hageland Aviation Service,15478,UNK,Unalakleet, AK,10299,ANC,Anchorage, AK,405,8,
0.00,H6,Hageland Aviation Service,15478,UNK,Unalakleet, AK,10299,ANC,Anchorage, AK,405,8,
0.00,H6,Hageland Aviation Service,15478,UNK,Unalakleet, AK,11555,ENA,Kenai, AK,405,8,
0.00,H6,Hageland Aviation Service,15478,UNK,Unalakleet, AK,11630,FAI,Fairbanks, AK,405,8,
0.00,H6,Hageland Aviation Service,15478,UNK,Unalakleet, AK,12807,KSM,St. Mary's, AK,035,8,
0.00,H6,Hageland Aviation Service,15478,UNK,Unalakleet, AK,14856,SKK,Shaktoolik, AK,405,8,
0.00,H6,Hageland Aviation Service,15478,UNK,Unalakleet, AK,14895,SMK,St. Michael, AK,405,8,
0.00,H6,Hageland Aviation Service,15478,UNK,Unalakleet, AK,14895,SMK,St. Michael, AK,405,8,
0.00,H6,Hageland Aviation Service,15478,UNK,Unalakleet, AK,15554,VAK,Chevak, AK,416,8,
0.00,H6,Hageland Aviation Service,15478,UNK,Unalakleet, AK,15794,WMO,White Mountain, AK,194,8,
0.00,H6,Hageland Aviation Service,15554,VAK,Chevak, AK,12195,HPB,Hooper Bay, AK,035,8,
0.00,H6,Hageland Aviation Service,15554,VAK,Chevak, AK,12807,KSM,St. Mary's, AK,416,8,
0.00,H6,Hageland Aviation Service,15554,VAK,Chevak, AK,12807,KSM,St. Mary's, AK,416,8,
0.00,H6,Hageland Aviation Service,15709,WAA,Wales, AK,13873,OME,Nome, AK,405,8,
0.00,H6,Hageland Aviation Service,15709,WAA,Wales, AK,13873,OME,Nome, AK,194,8,
0.00,H6,Hageland Aviation Service,15709,WAA,Wales, AK,14805,SHH,Shishmaref, AK,416,8,
0.00,H6,Hageland Aviation Service,15721,WBB,Stebbins, AK,12807,KSM,St. Mary's, AK,035,8,
0.00,H6,Hageland Aviation Service,15794,WMO,White Mountain, AK,15478,UNK,Unalakleet, AK,194,8,
0.00,H6,Hageland Aviation Service,15798,WNA,Napakiak, AK,15862,WTL,Tuntutuliak, AK,035,8,
0.00,H6,Hageland Aviation Service,15861,WTK,Noatak, AK,14125,PIZ,Point Lay, AK,194,8,
0.00,H6,Hageland Aviation Service,15862,WTL,Tuntutuliak, AK,12831,KUK,Kasigluk, AK,035,8,
0.00,K3,Venture Travel LLC d/b/a Taquan Air Service,10961,CGA,Craig, AK,12252,HYG,Hydaburg, AK,040,8,
0.00,K3,Venture Travel LLC d/b/a Taquan Air Service,11367,DOF,Dora Bay, AK,10961,CGA,Craig, AK,040,8,
0.00,K3,Venture Travel LLC d/b/a Taquan Air Service,11367,DOF,Dora Bay, AK,12252,HYG,Hydaburg, AK,040,8,
0.00,K3,Venture Travel LLC d/b/a Taquan Air Service,11367,DOF,Dora Bay, AK,15741,WFB,Ketchikan, AK,040,8,
0.00,K3,Venture Travel LLC d/b/a Taquan Air Service,11484,EDA,Edna Bay, AK,10961,CGA,Craig, AK,042,8,
0.00,K3,Venture Travel LLC d/b/a Taquan Air Service,11484,EDA,Edna Bay, AK,12633,KCC,Coffman Cove, AK,042,8,
0.00,K3,Venture Travel LLC d/b/a Taquan Air Service,11484,EDA,Edna Bay, AK,14229,PPV,Port Protection, AK,040,8,
0.00,K3,Venture Travel LLC d/b/a Taquan Air Service,12252,HYG,Hydaburg, AK,10961,CGA,Craig, AK,040,8,
0.00,K3,Venture Travel LLC d/b/a Taquan Air Service,12252,HYG,Hydaburg, AK,12253,HYL,Hollis, AK,040,8,
0.00,K3,Venture Travel LLC d/b/a Taquan Air Service,12252,HYG,Hydaburg, AK,15741,WFB,Ketchikan, AK,040,8,
0.00,K3,Venture Travel LLC d/b/a Taquan Air Service,12253,HYL,Hollis, AK,12252,HYG,Hydaburg, AK,040,8,
0.00,K3,Venture Travel LLC d/b/a Taquan Air Service,12253,HYL,Hollis, AK,12815,KTB,Thorne Bay, AK,042,8,
0.00,K3,Venture Travel LLC d/b/a Taquan Air Service,12253,HYL,Hollis, AK,12847,KWF,Waterfall, AK,040,8,
0.00,K3,Venture Travel LLC d/b/a Taquan Air Service,12633,KCC,Coffman Cove, AK,11484,EDA,Edna Bay, AK,040,8,
0.00,K3,Venture Travel LLC d/b/a Taquan Air Service,12633,KCC,Coffman Cove, AK,12815,KTB,Thorne Bay, AK,040,8,
0.00,K3,Venture Travel LLC d/b/a Taquan Air Service,12633,KCC,Coffman Cove, AK,15885,WWP,Whale Pass, AK,042,8,
0.00,K3,Venture Travel LLC d/b/a Taquan Air Service,12773,KPB,Point Baker, AK,12633,KCC,Coffman Cove, AK,040,8,
0.00,K3,Venture Travel LLC d/b/a Taquan Air Service,12773,KPB,Point Baker, AK,14229,PPV,Port Protection, AK,040,8,
0.00,K3,Venture Travel LLC d/b/a Taquan Air Service,12815,KTB,Thorne Bay, AK,12252,HYG,Hydaburg, AK,040,8,
0.00,K3,Venture Travel LLC d/b/a Taquan Air Service,12815,KTB,Thorne Bay, AK,12253,HYL,Hollis, AK,042,8,
0.00,K3,Venture Travel LLC d/b/a Taquan Air Service,12815,KTB,Thorne Bay, AK,15741,WFB,Ketchikan, AK,042,8,
0.00,K3,Venture Travel LLC d/b/a Taquan Air Service,12847,KWF,Waterfall, AK,15741,WFB,Ketchikan, AK,042,8,
0.00,K3,Venture Travel LLC d/b/a Taquan Air Service,13693,NKI,Naukiti, AK,11484,EDA,Edna Bay, AK,040,8,
0.00,K3,Venture Travel LLC d/b/a Taquan Air Service,13693,NKI,Naukiti, AK,11484,EDA,Edna Bay, AK,042,8,
0.00,K3,Venture Travel LLC d/b/a Taquan Air Service,13693,NKI,Naukiti, AK,15885,WWP,Whale Pass, AK,040,8,
0.00,K3,Venture Travel LLC d/b/a Taquan Air Service,14229,PPV,Port Protection, AK,11484,EDA,Edna Bay, AK,042,8,
0.00,K3,Venture Travel LLC d/b/a Taquan Air Service,14229,PPV,Port Protection, AK,12633,KCC,Coffman Cove, AK,040,8,
0.00,K3,Venture Travel LLC d/b/a Taquan Air Service,15741,WFB,Ketchikan, AK,11484,EDA,Edna Bay, AK,042,8,
0.00,K3,Venture Travel LLC d/b/a Taquan Air Service,15741,WFB,Ketchikan, AK,12252,HYG,Hydaburg, AK,042,8,
0.00,K3,Venture Travel LLC d/b/a Taquan Air Service,15741,WFB,Ketchikan, AK,12253,HYL,Hollis, AK,040,8,
0.00,K3,Venture Travel LLC d/b/a Taquan Air Service,15741,WFB,Ketchikan, AK,12253,HYL,Hollis, AK,042,8,
0.00,K3,Venture Travel LLC d/b/a Taquan Air Service,15741,WFB,Ketchikan, AK,12773,KPB,Point Baker, AK,040,8,
0.00,K3,Venture Travel LLC d/b/a Taquan Air Service,15741,WFB,Ketchikan, AK,12847,KWF,Waterfall, AK,042,8,
0.00,K3,Venture Travel LLC d/b/a Taquan Air Service,15741,WFB,Ketchikan, AK,13504,MTM,Metlakatla, AK,040,8,
0.00,K3,Venture Travel LLC d/b/a Taquan Air Service,15741,WFB,Ketchikan, AK,13693,NKI,Naukiti, AK,040,8,
0.00,K3,Venture Travel LLC d/b/a Taquan Air Service,15741,WFB,Ketchikan, AK,13693,NKI,Naukiti, AK,042,8,
0.00,K3,Venture Travel LLC d/b/a Taquan Air Service,15741,WFB,Ketchikan, AK,16340,ZXH,Chomondely Sound, AK,042,8,
