PASSENGERS,UNIQUE_CARRIER,UNIQUE_CARRIER_NAME,ORIGIN_AIRPORT_ID,ORIGIN,ORIGIN_CITY_NAME,DEST_AIRPORT_ID,DEST,DEST_CITY_NAME,AIRCRAFT_TYPE,MONTH,
52.00,Z3,Bidzy Ta Hot Aana Inc. d/b/a Tanana Air Service,11336,DLG,Dillingham, AK,12671,KGK,Koliganek, AK,035,7,
52.00,H6,Hageland Aviation Service,15721,WBB,Stebbins, AK,15478,UNK,Unalakleet, AK,194,7,
52.00,J5,Kalinin Aviation LLC d/b/a Alaska Seaplanes,12171,HNH,Hoonah, AK,12523,JNU,Juneau, AK,040,7,
52.00,SY,Sun Country Airlines d/b/a MN Airlines,13487,MSP,Minneapolis, MN,14689,SBA,Santa Barbara, CA,614,7,
52.00,MQ,Envoy Air,11003,CID,Cedar Rapids/Iowa City, IA,10136,ABI,Abilene, TX,673,7,
52.00,MQ,Envoy Air,13930,ORD,Chicago, IL,14783,SGF,Springfield, MO,673,7,
52.00,MQ,Envoy Air,14960,SPS,Wichita Falls, TX,11298,DFW,Dallas/Fort Worth, TX,673,7,
52.00,MQ,Envoy Air,15919,XNA,Fayetteville, AR,14960,SPS,Wichita Falls, TX,673,7,
52.00,YX,Republic Airline,11292,DEN,Denver, CO,14683,SAT,San Antonio, TX,677,7,
52.00,YX,Republic Airline,11433,DTW,Detroit, MI,14122,PIT,Pittsburgh, PA,677,7,
52.00,YX,Republic Airline,12264,IAD,Washington, DC,11618,EWR,Newark, NJ,677,7,
52.00,YX,Republic Airline,13244,MEM,Memphis, TN,14492,RDU,Raleigh/Durham, NC,677,7,
52.00,YX,Republic Airline,14492,RDU,Raleigh/Durham, NC,12264,IAD,Washington, DC,677,7,
52.00,UA,United Air Lines Inc.,13930,ORD,Chicago, IL,15370,TUL,Tulsa, OK,612,7,
52.00,OH,PSA Airlines Inc.,11057,CLT,Charlotte, NC,11986,GRR,Grand Rapids, MI,631,7,
52.00,OH,PSA Airlines Inc.,13342,MKE,Milwaukee, WI,15323,TRI,Bristol/Johnson City/Kingsport, TN,631,7,
52.00,OH,PSA Airlines Inc.,13851,OKC,Oklahoma City, OK,11057,CLT,Charlotte, NC,631,7,
52.00,GV,Grant Aviation,11336,DLG,Dillingham, AK,12737,KMO,Manokotak, AK,416,7,
52.00,H6,Hageland Aviation Service,13768,NUL,Nulato, AK,11844,GAL,Galena, AK,405,7,
52.00,H6,Hageland Aviation Service,14805,SHH,Shishmaref, AK,13873,OME,Nome, AK,194,7,
52.00,OO,SkyWest Airlines Inc.,10431,AVL,Asheville, NC,13930,ORD,Chicago, IL,631,7,
52.00,OO,SkyWest Airlines Inc.,11076,CMX,Hancock/Houghton, MI,13930,ORD,Chicago, IL,631,7,
52.00,OO,SkyWest Airlines Inc.,12892,LAX,Los Angeles, CA,12889,LAS,Las Vegas, NV,673,7,
52.00,OO,SkyWest Airlines Inc.,12945,LEX,Lexington, KY,13930,ORD,Chicago, IL,629,7,
52.00,OO,SkyWest Airlines Inc.,13930,ORD,Chicago, IL,10792,BUF,Buffalo, NY,631,7,
52.00,OO,SkyWest Airlines Inc.,13930,ORD,Chicago, IL,11076,CMX,Hancock/Houghton, MI,631,7,
52.00,OO,SkyWest Airlines Inc.,14869,SLC,Salt Lake City, UT,10779,BTM,Butte, MT,631,7,
52.00,YV,Mesa Airlines Inc.,12266,IAH,Houston, TX,11003,CID,Cedar Rapids/Iowa City, IA,673,7,
52.00,CP,Compass Airlines,13796,OAK,Oakland, CA,14869,SLC,Salt Lake City, UT,673,7,
52.00,DL,Delta Air Lines Inc.,11193,CVG,Cincinnati, OH,14122,PIT,Pittsburgh, PA,622,7,
52.00,DL,Delta Air Lines Inc.,12191,HOU,Houston, TX,13796,OAK,Oakland, CA,622,7,
53.00,G4,Allegiant Air,10185,AEX,Alexandria, LA,14853,SKF,San Antonio, TX,698,7,
53.00,8E,Bering Air Inc.,13873,OME,Nome, AK,15049,SVA,Savoonga, AK,406,7,
53.00,KS,Peninsula Airways Inc.,10299,ANC,Anchorage, AK,10170,ADQ,Kodiak, AK,432,7,
53.00,YR,Grand Canyon Airlines Inc. d/b/a Grand Canyon Airlines d/b/a Scenic Airlines,11399,DQS,Whitmore, AZ,11869,GCN,Grand Canyon, AZ,416,7,
53.00,YR,Grand Canyon Airlines Inc. d/b/a Grand Canyon Airlines d/b/a Scenic Airlines,11399,DQS,Whitmore, AZ,11869,GCN,Grand Canyon, AZ,485,7,
53.00,LF,CFM Inc d/b/a Contour Airlines d/b/a One Jet Shuttle,15304,TPA,Tampa, FL,11057,CLT,Charlotte, NC,674,7,
53.00,UA,United Air Lines Inc.,12266,IAH,Houston, TX,12892,LAX,Los Angeles, CA,888,7,
53.00,UA,United Air Lines Inc.,12889,LAS,Las Vegas, NV,12266,IAH,Houston, TX,698,7,
53.00,J5,Kalinin Aviation LLC d/b/a Alaska Seaplanes,12523,JNU,Juneau, AK,11545,ELV,Elfin Cove, AK,416,7,
53.00,K3,Venture Travel LLC d/b/a Taquan Air Service,12253,HYL,Hollis, AK,15741,WFB,Ketchikan, AK,042,7,
53.00,SY,Sun Country Airlines d/b/a MN Airlines,11973,GPT,Gulfport/Biloxi, MS,15412,TYS,Knoxville, TN,612,7,
53.00,SY,Sun Country Airlines d/b/a MN Airlines,14893,SMF,Sacramento, CA,10590,IFP,Bullhead City, AZ,614,7,
53.00,X9,Omni Air International LLC,12016,GUM,Guam, TT,11298,DFW,Dallas/Fort Worth, TX,627,7,
53.00,4B,Boutique Air,15569,VCT,Victoria, TX,11298,DFW,Dallas/Fort Worth, TX,479,7,
53.00,YX,Republic Airline,11057,CLT,Charlotte, NC,10994,CHS,Charleston, SC,673,7,
53.00,YX,Republic Airline,13303,MIA,Miami, FL,11057,CLT,Charlotte, NC,673,7,
53.00,UA,United Air Lines Inc.,13930,ORD,Chicago, IL,14524,RIC,Richmond, VA,698,7,
53.00,WN,Southwest Airlines Co.,10529,BDL,Hartford, CT,13296,MHT,Manchester, NH,612,7,
53.00,AS,Alaska Airlines Inc.,10299,ANC,Anchorage, AK,10245,AKN,King Salmon, AK,634,7,
53.00,DL,Delta Air Lines Inc.,10559,BFI,Seattle, WA,11298,DFW,Dallas/Fort Worth, TX,622,7,
53.00,2O,Island Air Service,10245,AKN,King Salmon, AK,10170,ADQ,Kodiak, AK,131,7,
53.00,7H,Corvus Airlines Inc d/b/a Era Aviation d/b/a Ravn Alaska,15293,TOG,Togiak, AK,10299,ANC,Anchorage, AK,483,7,
53.00,OH,PSA Airlines Inc.,11278,DCA,Washington, DC,13277,MGM,Montgomery, AL,631,7,
53.00,OH,PSA Airlines Inc.,13139,LYH,Lynchburg, VA,11057,CLT,Charlotte, NC,638,7,
53.00,OH,PSA Airlines Inc.,13277,MGM,Montgomery, AL,11278,DCA,Washington, DC,638,7,
53.00,OH,PSA Airlines Inc.,13485,MSN,Madison, WI,14100,PHL,Philadelphia, PA,638,7,
53.00,8V,Wright Air Service,15124,TAL,Tanana, AK,12214,HSL,Huslia, AK,416,7,
53.00,GV,Grant Aviation,16567,7AK,Akun, AK,11445,DUT,Unalaska, AK,194,7,
53.00,H6,Hageland Aviation Service,12708,KKH,Kongiganak, AK,10551,BET,Bethel, AK,035,7,
53.00,H6,Hageland Aviation Service,13873,OME,Nome, AK,15049,SVA,Savoonga, AK,405,7,
53.00,H6,Hageland Aviation Service,14804,SHG,Shungnak, AK,13806,OBU,Kobuk, AK,416,7,
53.00,OO,SkyWest Airlines Inc.,11898,GFK,Grand Forks, ND,13487,MSP,Minneapolis, MN,638,7,
53.00,OO,SkyWest Airlines Inc.,12889,LAS,Las Vegas, NV,12892,LAX,Los Angeles, CA,673,7,
53.00,OO,SkyWest Airlines Inc.,13487,MSP,Minneapolis, MN,13367,MLI,Moline, IL,631,7,
53.00,OO,SkyWest Airlines Inc.,13796,OAK,Oakland, CA,13198,MCI,Kansas City, MO,673,7,
53.00,OO,SkyWest Airlines Inc.,13930,ORD,Chicago, IL,11292,DEN,Denver, CO,631,7,
53.00,OO,SkyWest Airlines Inc.,14108,PIA,Peoria, IL,13930,ORD,Chicago, IL,631,7,
53.00,OO,SkyWest Airlines Inc.,14122,PIT,Pittsburgh, PA,11042,CLE,Cleveland, OH,631,7,
53.00,OO,SkyWest Airlines Inc.,14633,RST,Rochester, MN,14108,PIA,Peoria, IL,631,7,
53.00,DL,Delta Air Lines Inc.,12451,JAX,Jacksonville, FL,14100,PHL,Philadelphia, PA,622,7,
54.00,8E,Bering Air Inc.,11643,FBK,Fairbanks, AK,11833,FYU,Fort Yukon, AK,415,7,
54.00,8E,Bering Air Inc.,15725,WBQ,Beaver, AK,11643,FBK,Fairbanks, AK,405,7,
54.00,UA,United Air Lines Inc.,12892,LAX,Los Angeles, CA,10721,BOS,Boston, MA,623,7,
54.00,SY,Sun Country Airlines d/b/a MN Airlines,10590,IFP,Bullhead City, AZ,11471,EAU,Eau Claire, WI,614,7,
54.00,X4,Air Excursions LLC,11997,GST,Gustavus, AK,12523,JNU,Juneau, AK,416,7,
54.00,G7,GoJet Airlines LLC d/b/a United Express,11292,DEN,Denver, CO,14683,SAT,San Antonio, TX,631,7,
54.00,MQ,Envoy Air,11042,CLE,Cleveland, OH,13930,ORD,Chicago, IL,631,7,
54.00,MQ,Envoy Air,13930,ORD,Chicago, IL,13931,ORF,Norfolk, VA,631,7,
54.00,MQ,Envoy Air,13931,ORF,Norfolk, VA,13930,ORD,Chicago, IL,631,7,
54.00,YX,Republic Airline,12266,IAH,Houston, TX,13198,MCI,Kansas City, MO,673,7,
54.00,YX,Republic Airline,12266,IAH,Houston, TX,15919,XNA,Fayetteville, AR,673,7,
54.00,YX,Republic Airline,13198,MCI,Kansas City, MO,11066,CMH,Columbus, OH,677,7,
54.00,YX,Republic Airline,13487,MSP,Minneapolis, MN,11066,CMH,Columbus, OH,673,7,
54.00,K2,Paklook Air Inc d/b/a/ Airlift Alaska d/b/a/ Yute Commuter Service,10551,BET,Bethel, AK,12709,KKI,Akiachak, AK,079,7,
54.00,WN,Southwest Airlines Co.,13204,MCO,Orlando, FL,13032,LNS,Lancaster, PA,612,7,
54.00,9E,Endeavor Air Inc.,13367,MLI,Moline, IL,10397,ATL,Atlanta, GA,631,7,
54.00,AS,Alaska Airlines Inc.,10721,BOS,Boston, MA,11618,EWR,Newark, NJ,888,7,
54.00,AS,Alaska Airlines Inc.,10754,BRW,Barrow, AK,10299,ANC,Anchorage, AK,614,7,
54.00,8V,Wright Air Service,11630,FAI,Fairbanks, AK,10349,ARC,Arctic Village, AK,416,7,
54.00,H6,Hageland Aviation Service,10551,BET,Bethel, AK,12708,KKH,Kongiganak, AK,035,7,
54.00,H6,Hageland Aviation Service,10551,BET,Bethel, AK,12779,KPN,Kipnuk, AK,035,7,
54.00,H6,Hageland Aviation Service,10551,BET,Bethel, AK,14627,RSH,Russian Mission, AK,035,7,
54.00,H6,Hageland Aviation Service,11492,EEK,Eek, AK,10551,BET,Bethel, AK,035,7,
54.00,H6,Hageland Aviation Service,12268,IAN,Kiana, AK,13970,OTZ,Kotzebue, AK,416,7,
54.00,H6,Hageland Aviation Service,14234,PQS,Pilot Station, AK,13434,MOU,Mountain Village, AK,416,7,
54.00,OH,PSA Airlines Inc.,14492,RDU,Raleigh/Durham, NC,11995,GSO,Greensboro/High Point, NC,638,7,
54.00,OO,SkyWest Airlines Inc.,11921,GJT,Grand Junction, CO,13502,MTJ,Montrose/Delta, CO,629,7,
54.00,OO,SkyWest Airlines Inc.,12953,LGA,New York, NY,14576,ROC,Rochester, NY,673,7,
54.00,OO,SkyWest Airlines Inc.,13367,MLI,Moline, IL,13487,MSP,Minneapolis, MN,638,7,
54.00,OO,SkyWest Airlines Inc.,13487,MSP,Minneapolis, MN,13029,LNK,Lincoln, NE,638,7,
54.00,OO,SkyWest Airlines Inc.,13931,ORF,Norfolk, VA,11433,DTW,Detroit, MI,631,7,
54.00,OO,SkyWest Airlines Inc.,15412,TYS,Knoxville, TN,12339,IND,Indianapolis, IN,673,7,
54.00,DL,Delta Air Lines Inc.,13303,MIA,Miami, FL,13487,MSP,Minneapolis, MN,622,7,
54.00,DL,Delta Air Lines Inc.,14100,PHL,Philadelphia, PA,12191,HOU,Houston, TX,622,7,
55.00,8E,Bering Air Inc.,11007,CIK,Chalkyitsik, AK,11643,FBK,Fairbanks, AK,415,7,
55.00,K3,Venture Travel LLC d/b/a Taquan Air Service,15741,WFB,Ketchikan, AK,13504,MTM,Metlakatla, AK,040,7,
55.00,SY,Sun Country Airlines d/b/a MN Airlines,13487,MSP,Minneapolis, MN,13577,MYR,Myrtle Beach, SC,614,7,
55.00,YX,Republic Airline,11433,DTW,Detroit, MI,11298,DFW,Dallas/Fort Worth, TX,677,7,
55.00,YX,Republic Airline,12953,LGA,New York, NY,10792,BUF,Buffalo, NY,677,7,
55.00,UA,United Air Lines Inc.,13930,ORD,Chicago, IL,15016,STL,St. Louis, MO,694,7,
55.00,9E,Endeavor Air Inc.,12266,IAH,Houston, TX,11298,DFW,Dallas/Fort Worth, TX,638,7,
55.00,9E,Endeavor Air Inc.,15304,TPA,Tampa, FL,14492,RDU,Raleigh/Durham, NC,638,7,
55.00,AS,Alaska Airlines Inc.,10721,BOS,Boston, MA,12478,JFK,New York, NY,721,7,
55.00,DL,Delta Air Lines Inc.,10397,ATL,Atlanta, GA,14027,PBI,West Palm Beach/Palm Beach, FL,608,7,
55.00,2O,Island Air Service,10243,AKK,Akhiok, AK,10170,ADQ,Kodiak, AK,079,7,
55.00,OH,PSA Airlines Inc.,13230,MDT,Harrisburg, PA,11278,DCA,Washington, DC,631,7,
55.00,OH,PSA Airlines Inc.,13296,MHT,Manchester, NH,13230,MDT,Harrisburg, PA,631,7,
55.00,GV,Grant Aviation,12769,KOT,Kotlik, AK,11550,EMK,Emmonak, AK,026,7,
55.00,H6,Hageland Aviation Service,10304,ANI,Aniak, AK,12087,HCR,Holy Cross, AK,416,7,
55.00,H6,Hageland Aviation Service,14474,RBY,Ruby, AK,11630,FAI,Fairbanks, AK,194,7,
55.00,OO,SkyWest Airlines Inc.,10693,BNA,Nashville, TN,15412,TYS,Knoxville, TN,673,7,
55.00,OO,SkyWest Airlines Inc.,10868,CAE,Columbia, SC,14524,RIC,Richmond, VA,673,7,
55.00,OO,SkyWest Airlines Inc.,11292,DEN,Denver, CO,11637,FAR,Fargo, ND,673,7,
55.00,OO,SkyWest Airlines Inc.,11413,DRO,Durango, CO,14696,SBN,South Bend, IN,673,7,
55.00,OO,SkyWest Airlines Inc.,11823,FWA,Fort Wayne, IN,14960,SPS,Wichita Falls, TX,631,7,
55.00,OO,SkyWest Airlines Inc.,12892,LAX,Los Angeles, CA,14893,SMF,Sacramento, CA,673,7,
55.00,OO,SkyWest Airlines Inc.,14524,RIC,Richmond, VA,11823,FWA,Fort Wayne, IN,631,7,
55.00,OO,SkyWest Airlines Inc.,14960,SPS,Wichita Falls, TX,11298,DFW,Dallas/Fort Worth, TX,631,7,
55.00,OO,SkyWest Airlines Inc.,15412,TYS,Knoxville, TN,12953,LGA,New York, NY,673,7,
55.00,DL,Delta Air Lines Inc.,12264,IAD,Washington, DC,10540,BED,Bedford, MA,622,7,
56.00,WN,Southwest Airlines Co.,13891,ONT,Ontario, CA,14679,SAN,San Diego, CA,612,7,
56.00,WN,Southwest Airlines Co.,14570,RNO,Reno, NV,13891,ONT,Ontario, CA,612,7,
56.00,8E,Bering Air Inc.,11845,GAM,Gambell, AK,13873,OME,Nome, AK,406,7,
56.00,8E,Bering Air Inc.,15478,UNK,Unalakleet, AK,14856,SKK,Shaktoolik, AK,415,7,
56.00,HBQ,Harris Air Services,12523,JNU,Juneau, AK,14828,SIT,Sitka, AK,194,7,
56.00,DL,Delta Air Lines Inc.,14679,SAN,San Diego, CA,14771,SFO,San Francisco, CA,622,7,
56.00,UA,United Air Lines Inc.,11042,CLE,Cleveland, OH,11618,EWR,Newark, NJ,634,7,
56.00,J5,Kalinin Aviation LLC d/b/a Alaska Seaplanes,15231,TKE,Tenakee, AK,12523,JNU,Juneau, AK,040,7,
56.00,4B,Boutique Air,11298,DFW,Dallas/Fort Worth, TX,15569,VCT,Victoria, TX,479,7,
56.00,G4,Allegiant Air,12954,LGB,Long Beach, CA,14853,SKF,San Antonio, TX,698,7,
56.00,MQ,Envoy Air,11067,CMI,Champaign/Urbana, IL,11298,DFW,Dallas/Fort Worth, TX,675,7,
56.00,MQ,Envoy Air,13061,LRD,Laredo, TX,11298,DFW,Dallas/Fort Worth, TX,675,7,
56.00,MQ,Envoy Air,13198,MCI,Kansas City, MO,13930,ORD,Chicago, IL,673,7,
56.00,MQ,Envoy Air,15412,TYS,Knoxville, TN,13930,ORD,Chicago, IL,631,7,
56.00,NK,Spirit Air Lines,11042,CLE,Cleveland, OH,13495,MSY,New Orleans, LA,694,7,
56.00,YX,Republic Airline,10397,ATL,Atlanta, GA,15096,SYR,Syracuse, NY,673,7,
56.00,YX,Republic Airline,12953,LGA,New York, NY,11057,CLT,Charlotte, NC,677,7,
56.00,YX,Republic Airline,13487,MSP,Minneapolis, MN,13931,ORF,Norfolk, VA,673,7,
56.00,YX,Republic Airline,14730,SDF,Louisville, KY,14122,PIT,Pittsburgh, PA,673,7,
56.00,YX,Republic Airline,15096,SYR,Syracuse, NY,12953,LGA,New York, NY,673,7,
56.00,9E,Endeavor Air Inc.,14492,RDU,Raleigh/Durham, NC,15304,TPA,Tampa, FL,638,7,
56.00,OH,PSA Airlines Inc.,13296,MHT,Manchester, NH,11278,DCA,Washington, DC,638,7,
56.00,8V,Wright Air Service,11630,FAI,Fairbanks, AK,13768,NUL,Nulato, AK,416,7,
56.00,GV,Grant Aviation,11227,CYF,Chefornak, AK,13894,OOK,Toksook, AK,026,7,
56.00,H6,Hageland Aviation Service,10551,BET,Bethel, AK,13710,NME,Nightmute, AK,416,7,
56.00,H6,Hageland Aviation Service,12844,KVL,Kivalina, AK,15861,WTK,Noatak, AK,416,7,
56.00,OH,PSA Airlines Inc.,14492,RDU,Raleigh/Durham, NC,11278,DCA,Washington, DC,638,7,
56.00,OO,SkyWest Airlines Inc.,10208,AGS,Augusta, GA,14814,SHV,Shreveport, LA,631,7,
56.00,OO,SkyWest Airlines Inc.,10713,BOI,Boise, ID,13871,OMA,Omaha, NE,631,7,
56.00,OO,SkyWest Airlines Inc.,10785,BTV,Burlington, VT,14696,SBN,South Bend, IN,631,7,
56.00,OO,SkyWest Airlines Inc.,11292,DEN,Denver, CO,11267,DAY,Dayton, OH,673,7,
56.00,OO,SkyWest Airlines Inc.,11977,GRB,Green Bay, WI,13930,ORD,Chicago, IL,673,7,
56.00,OO,SkyWest Airlines Inc.,12953,LGA,New York, NY,11977,GRB,Green Bay, WI,673,7,
56.00,OO,SkyWest Airlines Inc.,13232,MDW,Chicago, IL,13487,MSP,Minneapolis, MN,638,7,
56.00,OO,SkyWest Airlines Inc.,14869,SLC,Salt Lake City, UT,10918,CDC,Cedar City, UT,638,7,
56.00,DL,Delta Air Lines Inc.,14122,PIT,Pittsburgh, PA,11123,CPS,St. Louis, MO,622,7,
57.00,YR,Grand Canyon Airlines Inc. d/b/a Grand Canyon Airlines d/b/a Scenic Airlines,14081,PGA,Page, AZ,15532,UXR,Monument Valley, UT,416,7,
57.00,YR,Grand Canyon Airlines Inc. d/b/a Grand Canyon Airlines d/b/a Scenic Airlines,15532,UXR,Monument Valley, UT,14081,PGA,Page, AZ,416,7,
57.00,UA,United Air Lines Inc.,12892,LAX,Los Angeles, CA,12266,IAH,Houston, TX,888,7,
57.00,J5,Kalinin Aviation LLC d/b/a Alaska Seaplanes,11545,ELV,Elfin Cove, AK,12523,JNU,Juneau, AK,416,7,
57.00,SY,Sun Country Airlines d/b/a MN Airlines,11898,GFK,Grand Forks, ND,10590,IFP,Bullhead City, AZ,614,7,
57.00,SY,Sun Country Airlines d/b/a MN Airlines,15412,TYS,Knoxville, TN,11973,GPT,Gulfport/Biloxi, MS,612,7,
57.00,MQ,Envoy Air,11193,CVG,Cincinnati, OH,12945,LEX,Lexington, KY,631,7,
57.00,MQ,Envoy Air,11624,EYW,Key West, FL,15304,TPA,Tampa, FL,673,7,
57.00,MQ,Envoy Air,13930,ORD,Chicago, IL,11298,DFW,Dallas/Fort Worth, TX,673,7,
57.00,MQ,Envoy Air,15304,TPA,Tampa, FL,11298,DFW,Dallas/Fort Worth, TX,673,7,
57.00,OH,PSA Airlines Inc.,11042,CLE,Cleveland, OH,11433,DTW,Detroit, MI,638,7,
57.00,OH,PSA Airlines Inc.,11057,CLT,Charlotte, NC,10529,BDL,Hartford, CT,631,7,
57.00,YX,Republic Airline,10721,BOS,Boston, MA,14986,SRQ,Sarasota/Bradenton, FL,677,7,
57.00,YX,Republic Airline,10994,CHS,Charleston, SC,13930,ORD,Chicago, IL,673,7,
57.00,YX,Republic Airline,12953,LGA,New York, NY,14685,SAV,Savannah, GA,673,7,
57.00,YX,Republic Airline,14685,SAV,Savannah, GA,12953,LGA,New York, NY,673,7,
57.00,UA,United Air Lines Inc.,13796,OAK,Oakland, CA,13341,MKC,Kansas City, MO,694,7,
57.00,4W,Warbelow,11630,FAI,Fairbanks, AK,15725,WBQ,Beaver, AK,194,7,
57.00,OH,PSA Airlines Inc.,14100,PHL,Philadelphia, PA,10581,BGR,Bangor, ME,631,7,
57.00,8V,Wright Air Service,11833,FYU,Fort Yukon, AK,11007,CIK,Chalkyitsik, AK,416,7,
57.00,H6,Hageland Aviation Service,10396,ATK,Atqasuk, AK,10754,BRW,Barrow, AK,405,7,
57.00,H6,Hageland Aviation Service,12851,KWK,Kwigillingok, AK,10551,BET,Bethel, AK,035,7,
57.00,H6,Hageland Aviation Service,12853,KWN,Quinhagak, AK,11492,EEK,Eek, AK,416,7,
57.00,OH,PSA Airlines Inc.,15919,XNA,Fayetteville, AR,11996,GSP,Greer, SC,638,7,
57.00,OO,SkyWest Airlines Inc.,10397,ATL,Atlanta, GA,11641,FAY,Fayetteville, NC,631,7,
57.00,OO,SkyWest Airlines Inc.,11292,DEN,Denver, CO,10849,BZN,Bozeman, MT,631,7,
57.00,OO,SkyWest Airlines Inc.,12197,HPN,White Plains, NY,11433,DTW,Detroit, MI,631,7,
57.00,OO,SkyWest Airlines Inc.,12217,HSV,Huntsville, AL,11433,DTW,Detroit, MI,631,7,
57.00,OO,SkyWest Airlines Inc.,13487,MSP,Minneapolis, MN,14869,SLC,Salt Lake City, UT,638,7,
57.00,OO,SkyWest Airlines Inc.,13930,ORD,Chicago, IL,14696,SBN,South Bend, IN,631,7,
57.00,OO,SkyWest Airlines Inc.,14570,RNO,Reno, NV,16218,YUM,Yuma, AZ,631,7,
57.00,OO,SkyWest Airlines Inc.,14696,SBN,South Bend, IN,13232,MDW,Chicago, IL,631,7,
57.00,9X,Southern Airways Express dba Mokulele Airlines,13244,MEM,Memphis, TN,11421,DSI,Destin, FL,416,7,
57.00,DL,Delta Air Lines Inc.,11123,CPS,St. Louis, MO,11193,CVG,Cincinnati, OH,622,7,
57.00,DL,Delta Air Lines Inc.,11193,CVG,Cincinnati, OH,13342,MKE,Milwaukee, WI,622,7,
57.00,DL,Delta Air Lines Inc.,14307,PVD,Providence, RI,12478,JFK,New York, NY,888,7,
57.00,DL,Delta Air Lines Inc.,14492,RDU,Raleigh/Durham, NC,13487,MSP,Minneapolis, MN,699,7,
58.00,8E,Bering Air Inc.,13873,OME,Nome, AK,13970,OTZ,Kotzebue, AK,415,7,
58.00,8E,Bering Air Inc.,13873,OME,Nome, AK,15245,TLA,Teller, AK,415,7,
58.00,DL,Delta Air Lines Inc.,14679,SAN,San Diego, CA,14100,PHL,Philadelphia, PA,622,7,
58.00,UA,United Air Lines Inc.,11042,CLE,Cleveland, OH,10397,ATL,Atlanta, GA,634,7,
58.00,UA,United Air Lines Inc.,11298,DFW,Dallas/Fort Worth, TX,14908,SNA,Santa Ana, CA,614,7,
58.00,UA,United Air Lines Inc.,12892,LAX,Los Angeles, CA,11618,EWR,Newark, NJ,889,7,
58.00,H6,Hageland Aviation Service,15478,UNK,Unalakleet, AK,14895,SMK,St. Michael, AK,194,7,
58.00,SY,Sun Country Airlines d/b/a MN Airlines,10590,IFP,Bullhead City, AZ,11898,GFK,Grand Forks, ND,614,7,
58.00,MQ,Envoy Air,11298,DFW,Dallas/Fort Worth, TX,10994,CHS,Charleston, SC,673,7,
58.00,MQ,Envoy Air,13930,ORD,Chicago, IL,13485,MSN,Madison, WI,673,7,
58.00,MQ,Envoy Air,13930,ORD,Chicago, IL,15370,TUL,Tulsa, OK,631,7,
58.00,OH,PSA Airlines Inc.,10599,BHM,Birmingham, AL,14100,PHL,Philadelphia, PA,638,7,
58.00,YX,Republic Airline,10994,CHS,Charleston, SC,13930,ORD,Chicago, IL,677,7,
58.00,YX,Republic Airline,11057,CLT,Charlotte, NC,12953,LGA,New York, NY,677,7,
58.00,YX,Republic Airline,11540,ELP,El Paso, TX,12266,IAH,Houston, TX,673,7,
58.00,YX,Republic Airline,11921,GJT,Grand Junction, CO,11292,DEN,Denver, CO,673,7,
58.00,YX,Republic Airline,12953,LGA,New York, NY,15919,XNA,Fayetteville, AR,677,7,
58.00,YX,Republic Airline,13541,MVY,Martha's Vineyard, MA,11278,DCA,Washington, DC,677,7,
58.00,YX,Republic Airline,14100,PHL,Philadelphia, PA,15016,STL,St. Louis, MO,677,7,
58.00,YX,Republic Airline,15096,SYR,Syracuse, NY,11618,EWR,Newark, NJ,677,7,
58.00,AA,American Airlines Inc.,11057,CLT,Charlotte, NC,14730,SDF,Louisville, KY,699,7,
58.00,UA,United Air Lines Inc.,13341,MKC,Kansas City, MO,11042,CLE,Cleveland, OH,888,7,
58.00,UA,United Air Lines Inc.,13341,MKC,Kansas City, MO,11193,CVG,Cincinnati, OH,614,7,
58.00,UA,United Air Lines Inc.,13341,MKC,Kansas City, MO,14112,PIE,St. Petersburg, FL,694,7,
58.00,UA,United Air Lines Inc.,15016,STL,St. Louis, MO,11042,CLE,Cleveland, OH,614,7,
58.00,WN,Southwest Airlines Co.,11259,DAL,Dallas, TX,13244,MEM,Memphis, TN,614,7,
58.00,KO,Alaska Central Express,10313,ANV,Anvik, AK,10299,ANC,Anchorage, AK,405,7,
58.00,9E,Endeavor Air Inc.,12945,LEX,Lexington, KY,10397,ATL,Atlanta, GA,629,7,
58.00,DL,Delta Air Lines Inc.,10397,ATL,Atlanta, GA,12264,IAD,Washington, DC,622,7,
58.00,7H,Corvus Airlines Inc d/b/a Era Aviation d/b/a Ravn Alaska,10299,ANC,Anchorage, AK,12184,HOM,Homer, AK,483,7,
58.00,7H,Corvus Airlines Inc d/b/a Era Aviation d/b/a Ravn Alaska,13873,OME,Nome, AK,10754,BRW,Barrow, AK,483,7,
58.00,OH,PSA Airlines Inc.,11433,DTW,Detroit, MI,11057,CLT,Charlotte, NC,631,7,
58.00,OH,PSA Airlines Inc.,11481,ECP,Panama City, FL,11699,FLO,Florence, SC,631,7,
58.00,8V,Wright Air Service,12214,HSL,Huslia, AK,15124,TAL,Tanana, AK,416,7,
58.00,GV,Grant Aviation,12851,KWK,Kwigillingok, AK,10551,BET,Bethel, AK,026,7,
58.00,H6,Hageland Aviation Service,12709,KKI,Akiachak, AK,10551,BET,Bethel, AK,035,7,
58.00,H6,Hageland Aviation Service,14102,PHO,Point Hope, AK,13970,OTZ,Kotzebue, AK,194,7,
58.00,OH,PSA Airlines Inc.,14321,PWM,Portland, ME,11278,DCA,Washington, DC,631,7,
58.00,OO,SkyWest Airlines Inc.,10469,AZO,Kalamazoo, MI,13487,MSP,Minneapolis, MN,631,7,
