PASSENGERS,UNIQUE_CARRIER,UNIQUE_CARRIER_NAME,ORIGIN_AIRPORT_ID,ORIGIN,ORIGIN_CITY_NAME,DEST_AIRPORT_ID,DEST,DEST_CITY_NAME,AIRCRAFT_TYPE,MONTH,
0.00,H6,Hageland Aviation Service,15721,WBB,Stebbins, AK,12807,KSM,St. Mary's, AK,035,3,
0.00,H6,Hageland Aviation Service,15721,WBB,Stebbins, AK,12807,KSM,St. Mary's, AK,416,3,
0.00,H6,Hageland Aviation Service,15721,WBB,Stebbins, AK,13873,OME,Nome, AK,416,3,
0.00,H6,Hageland Aviation Service,15785,WLK,Selawik, AK,11411,DRG,Deering, AK,416,3,
0.00,H6,Hageland Aviation Service,15794,WMO,White Mountain, AK,11535,ELI,Elim, AK,194,3,
0.00,H6,Hageland Aviation Service,15794,WMO,White Mountain, AK,11941,GLV,Golovin, AK,416,3,
0.00,H6,Hageland Aviation Service,15798,WNA,Napakiak, AK,10405,ATT,Atmautluak, AK,035,3,
0.00,H6,Hageland Aviation Service,15861,WTK,Noatak, AK,13970,OTZ,Kotzebue, AK,416,3,
0.00,H6,Hageland Aviation Service,15862,WTL,Tuntutuliak, AK,10551,BET,Bethel, AK,416,3,
0.00,H6,Hageland Aviation Service,15862,WTL,Tuntutuliak, AK,13770,NUP,Nunapitchuk, AK,035,3,
0.00,AA,American Airlines Inc.,13930,ORD,Chicago, IL,15370,TUL,Tulsa, OK,698,3,
0.00,AA,American Airlines Inc.,15370,TUL,Tulsa, OK,11298,DFW,Dallas/Fort Worth, TX,699,3,
0.00,4B,Boutique Air,10721,BOS,Boston, MA,10257,ALB,Albany, NY,479,3,
0.00,4B,Boutique Air,11898,GFK,Grand Forks, ND,15381,TVF,Thief River Falls, MN,479,3,
0.00,WN,Southwest Airlines Co.,13495,MSY,New Orleans, LA,14107,PHX,Phoenix, AZ,838,3,
0.00,WN,Southwest Airlines Co.,13495,MSY,New Orleans, LA,14122,PIT,Pittsburgh, PA,614,3,
0.00,WN,Southwest Airlines Co.,13796,OAK,Oakland, CA,15016,STL,St. Louis, MO,838,3,
0.00,WN,Southwest Airlines Co.,13851,OKC,Oklahoma City, OK,10693,BNA,Nashville, TN,612,3,
0.00,WN,Southwest Airlines Co.,13891,ONT,Ontario, CA,14831,SJC,San Jose, CA,838,3,
0.00,WN,Southwest Airlines Co.,14122,PIT,Pittsburgh, PA,11259,DAL,Dallas, TX,614,3,
0.00,WN,Southwest Airlines Co.,14122,PIT,Pittsburgh, PA,14107,PHX,Phoenix, AZ,838,3,
0.00,WN,Southwest Airlines Co.,14492,RDU,Raleigh/Durham, NC,10397,ATL,Atlanta, GA,838,3,
0.00,WN,Southwest Airlines Co.,14570,RNO,Reno, NV,13232,MDW,Chicago, IL,838,3,
0.00,WN,Southwest Airlines Co.,14635,RSW,Fort Myers, FL,10821,BWI,Baltimore, MD,838,3,
0.00,WN,Southwest Airlines Co.,14679,SAN,San Diego, CA,13232,MDW,Chicago, IL,838,3,
0.00,WN,Southwest Airlines Co.,14683,SAT,San Antonio, TX,11540,ELP,El Paso, TX,838,3,
0.00,WN,Southwest Airlines Co.,14683,SAT,San Antonio, TX,13495,MSY,New Orleans, LA,838,3,
0.00,WN,Southwest Airlines Co.,14869,SLC,Salt Lake City, UT,12191,HOU,Houston, TX,838,3,
0.00,WN,Southwest Airlines Co.,14869,SLC,Salt Lake City, UT,13232,MDW,Chicago, IL,838,3,
0.00,WN,Southwest Airlines Co.,14893,SMF,Sacramento, CA,10423,AUS,Austin, TX,838,3,
0.00,WN,Southwest Airlines Co.,14893,SMF,Sacramento, CA,11259,DAL,Dallas, TX,838,3,
0.00,WN,Southwest Airlines Co.,15016,STL,St. Louis, MO,14747,SEA,Seattle, WA,838,3,
0.00,WN,Southwest Airlines Co.,15304,TPA,Tampa, FL,10423,AUS,Austin, TX,838,3,
0.00,WN,Southwest Airlines Co.,15304,TPA,Tampa, FL,10529,BDL,Hartford, CT,838,3,
0.00,EM,Empire Airlines Inc.,10140,ABQ,Albuquerque, NM,11413,DRO,Durango, CO,416,3,
0.00,EM,Empire Airlines Inc.,10140,ABQ,Albuquerque, NM,11711,FMN,Farmington, NM,416,3,
0.00,EM,Empire Airlines Inc.,10194,AFW,Dallas/Fort Worth, TX,12278,ICT,Wichita, KS,442,3,
0.00,EM,Empire Airlines Inc.,10194,AFW,Dallas/Fort Worth, TX,12896,LBB,Lubbock, TX,441,3,
0.00,EM,Empire Airlines Inc.,10194,AFW,Dallas/Fort Worth, TX,12896,LBB,Lubbock, TX,442,3,
0.00,EM,Empire Airlines Inc.,10194,AFW,Dallas/Fort Worth, TX,13158,MAF,Midland/Odessa, TX,441,3,
0.00,EM,Empire Airlines Inc.,10194,AFW,Dallas/Fort Worth, TX,13158,MAF,Midland/Odessa, TX,442,3,
0.00,EM,Empire Airlines Inc.,10194,AFW,Dallas/Fort Worth, TX,15370,TUL,Tulsa, OK,441,3,
0.00,EM,Empire Airlines Inc.,10194,AFW,Dallas/Fort Worth, TX,15370,TUL,Tulsa, OK,442,3,
0.00,EM,Empire Airlines Inc.,10299,ANC,Anchorage, AK,10299,ANC,Anchorage, AK,416,3,
0.00,EM,Empire Airlines Inc.,10299,ANC,Anchorage, AK,11555,ENA,Kenai, AK,416,3,
0.00,EM,Empire Airlines Inc.,10299,ANC,Anchorage, AK,11630,FAI,Fairbanks, AK,442,3,
0.00,EM,Empire Airlines Inc.,10299,ANC,Anchorage, AK,12184,HOM,Homer, AK,416,3,
0.00,EM,Empire Airlines Inc.,10666,BLI,Bellingham, WA,11762,FRD,Friday Harbor, WA,416,3,
0.00,EM,Empire Airlines Inc.,10666,BLI,Bellingham, WA,14747,SEA,Seattle, WA,416,3,
0.00,EM,Empire Airlines Inc.,11050,CLM,Port Angeles, WA,14747,SEA,Seattle, WA,416,3,
0.00,EM,Empire Airlines Inc.,11198,CVO,Corvallis, OR,14057,PDX,Portland, OR,416,3,
0.00,EM,Empire Airlines Inc.,11413,DRO,Durango, CO,10140,ABQ,Albuquerque, NM,416,3,
0.00,EM,Empire Airlines Inc.,11470,EAT,Wenatchee, WA,11884,GEG,Spokane, WA,416,3,
0.00,EM,Empire Airlines Inc.,11470,EAT,Wenatchee, WA,16101,YKM,Yakima, WA,416,3,
0.00,EM,Empire Airlines Inc.,11555,ENA,Kenai, AK,10299,ANC,Anchorage, AK,416,3,
0.00,EM,Empire Airlines Inc.,11588,ESD,Eastsound, WA,10666,BLI,Bellingham, WA,416,3,
0.00,EM,Empire Airlines Inc.,11588,ESD,Eastsound, WA,11762,FRD,Friday Harbor, WA,416,3,
0.00,EM,Empire Airlines Inc.,11603,EUG,Eugene, OR,14057,PDX,Portland, OR,416,3,
0.00,EM,Empire Airlines Inc.,11630,FAI,Fairbanks, AK,10299,ANC,Anchorage, AK,442,3,
0.00,EM,Empire Airlines Inc.,11695,FLG,Flagstaff, AZ,12132,HII,Lake Havasu City, AZ,416,3,
0.00,EM,Empire Airlines Inc.,11695,FLG,Flagstaff, AZ,13785,NYL,Yuma, AZ,416,3,
0.00,EM,Empire Airlines Inc.,11695,FLG,Flagstaff, AZ,14107,PHX,Phoenix, AZ,416,3,
0.00,EM,Empire Airlines Inc.,11711,FMN,Farmington, NM,10140,ABQ,Albuquerque, NM,416,3,
0.00,EM,Empire Airlines Inc.,11711,FMN,Farmington, NM,11413,DRO,Durango, CO,416,3,
0.00,EM,Empire Airlines Inc.,11711,FMN,Farmington, NM,12018,GUP,Gallup, NM,416,3,
0.00,EM,Empire Airlines Inc.,11762,FRD,Friday Harbor, WA,10666,BLI,Bellingham, WA,416,3,
0.00,EM,Empire Airlines Inc.,11762,FRD,Friday Harbor, WA,11588,ESD,Eastsound, WA,416,3,
0.00,EM,Empire Airlines Inc.,11775,FSD,Sioux Falls, SD,14457,RAP,Rapid City, SD,441,3,
0.00,EM,Empire Airlines Inc.,11884,GEG,Spokane, WA,11470,EAT,Wenatchee, WA,416,3,
0.00,EM,Empire Airlines Inc.,11884,GEG,Spokane, WA,12956,LGD,La Grande, OR,416,3,
0.00,EM,Empire Airlines Inc.,11884,GEG,Spokane, WA,13127,LWS,Lewiston, ID,416,3,
0.00,EM,Empire Airlines Inc.,11884,GEG,Spokane, WA,13546,MWH,Moses Lake, WA,416,3,
0.00,EM,Empire Airlines Inc.,11884,GEG,Spokane, WA,14054,PDT,Pendleton, OR,416,3,
0.00,EM,Empire Airlines Inc.,11884,GEG,Spokane, WA,14252,PSC,Pasco/Kennewick/Richland, WA,416,3,
0.00,EM,Empire Airlines Inc.,11884,GEG,Spokane, WA,16101,YKM,Yakima, WA,416,3,
0.00,EM,Empire Airlines Inc.,11884,GEG,Spokane, WA,16101,YKM,Yakima, WA,441,3,
0.00,EM,Empire Airlines Inc.,12003,GTF,Great Falls, MT,13486,MSO,Missoula, MT,441,3,
0.00,EM,Empire Airlines Inc.,12018,GUP,Gallup, NM,10140,ABQ,Albuquerque, NM,416,3,
0.00,EM,Empire Airlines Inc.,12018,GUP,Gallup, NM,11711,FMN,Farmington, NM,416,3,
0.00,EM,Empire Airlines Inc.,12132,HII,Lake Havasu City, AZ,13785,NYL,Yuma, AZ,416,3,
0.00,EM,Empire Airlines Inc.,12132,HII,Lake Havasu City, AZ,14107,PHX,Phoenix, AZ,416,3,
0.00,EM,Empire Airlines Inc.,12173,HNL,Honolulu, HI,12402,ITO,Hilo, HI,442,3,
0.00,EM,Empire Airlines Inc.,12173,HNL,Honolulu, HI,12982,LIH,Lihue, HI,442,3,
0.00,EM,Empire Airlines Inc.,12184,HOM,Homer, AK,10299,ANC,Anchorage, AK,416,3,
0.00,EM,Empire Airlines Inc.,12278,ICT,Wichita, KS,10194,AFW,Dallas/Fort Worth, TX,442,3,
0.00,EM,Empire Airlines Inc.,12280,IDA,Idaho Falls, ID,14869,SLC,Salt Lake City, UT,441,3,
0.00,EM,Empire Airlines Inc.,12402,ITO,Hilo, HI,12173,HNL,Honolulu, HI,442,3,
0.00,EM,Empire Airlines Inc.,12896,LBB,Lubbock, TX,10194,AFW,Dallas/Fort Worth, TX,442,3,
0.00,EM,Empire Airlines Inc.,12896,LBB,Lubbock, TX,13158,MAF,Midland/Odessa, TX,442,3,
0.00,EM,Empire Airlines Inc.,12956,LGD,La Grande, OR,14054,PDT,Pendleton, OR,416,3,
0.00,EM,Empire Airlines Inc.,12982,LIH,Lihue, HI,12173,HNL,Honolulu, HI,442,3,
0.00,EM,Empire Airlines Inc.,13024,LMT,Klamath Falls, OR,14057,PDX,Portland, OR,416,3,
0.00,EM,Empire Airlines Inc.,13024,LMT,Klamath Falls, OR,14489,RDM,Bend/Redmond, OR,416,3,
0.00,EM,Empire Airlines Inc.,13127,LWS,Lewiston, ID,11884,GEG,Spokane, WA,416,3,
0.00,EM,Empire Airlines Inc.,13158,MAF,Midland/Odessa, TX,12896,LBB,Lubbock, TX,442,3,
0.00,EM,Empire Airlines Inc.,13264,MFR,Medford, OR,13024,LMT,Klamath Falls, OR,416,3,
0.00,EM,Empire Airlines Inc.,13264,MFR,Medford, OR,13264,MFR,Medford, OR,416,3,
0.00,EM,Empire Airlines Inc.,13264,MFR,Medford, OR,14057,PDX,Portland, OR,416,3,
0.00,EM,Empire Airlines Inc.,13264,MFR,Medford, OR,14057,PDX,Portland, OR,441,3,
0.00,EM,Empire Airlines Inc.,13486,MSO,Missoula, MT,12003,GTF,Great Falls, MT,441,3,
0.00,EM,Empire Airlines Inc.,13540,MVW,Burlington/Mount Vernon, WA,14747,SEA,Seattle, WA,416,3,
0.00,EM,Empire Airlines Inc.,13546,MWH,Moses Lake, WA,11470,EAT,Wenatchee, WA,416,3,
0.00,EM,Empire Airlines Inc.,13546,MWH,Moses Lake, WA,11884,GEG,Spokane, WA,416,3,
0.00,EM,Empire Airlines Inc.,13785,NYL,Yuma, AZ,13785,NYL,Yuma, AZ,416,3,
0.00,EM,Empire Airlines Inc.,13785,NYL,Yuma, AZ,14107,PHX,Phoenix, AZ,416,3,
0.00,EM,Empire Airlines Inc.,13890,ONP,Newport, OR,11198,CVO,Corvallis, OR,416,3,
0.00,EM,Empire Airlines Inc.,13890,ONP,Newport, OR,11603,EUG,Eugene, OR,416,3,
0.00,EM,Empire Airlines Inc.,13891,ONT,Ontario, CA,14689,SBA,Santa Barbara, CA,441,3,
0.00,EM,Empire Airlines Inc.,13964,OTH,North Bend/Coos Bay, OR,11603,EUG,Eugene, OR,416,3,
0.00,EM,Empire Airlines Inc.,13964,OTH,North Bend/Coos Bay, OR,13264,MFR,Medford, OR,416,3,
0.00,EM,Empire Airlines Inc.,13964,OTH,North Bend/Coos Bay, OR,14467,RBG,Roseburg, OR,416,3,
0.00,EM,Empire Airlines Inc.,13964,OTH,North Bend/Coos Bay, OR,14871,SLE,Salem, OR,416,3,
0.00,EM,Empire Airlines Inc.,14054,PDT,Pendleton, OR,11884,GEG,Spokane, WA,416,3,
0.00,EM,Empire Airlines Inc.,14054,PDT,Pendleton, OR,12956,LGD,La Grande, OR,416,3,
0.00,EM,Empire Airlines Inc.,14057,PDX,Portland, OR,13024,LMT,Klamath Falls, OR,416,3,
0.00,EM,Empire Airlines Inc.,14057,PDX,Portland, OR,13264,MFR,Medford, OR,416,3,
0.00,EM,Empire Airlines Inc.,14057,PDX,Portland, OR,13264,MFR,Medford, OR,441,3,
0.00,EM,Empire Airlines Inc.,14057,PDX,Portland, OR,13890,ONP,Newport, OR,416,3,
0.00,EM,Empire Airlines Inc.,14057,PDX,Portland, OR,13964,OTH,North Bend/Coos Bay, OR,416,3,
0.00,EM,Empire Airlines Inc.,14057,PDX,Portland, OR,14057,PDX,Portland, OR,416,3,
0.00,EM,Empire Airlines Inc.,14057,PDX,Portland, OR,14467,RBG,Roseburg, OR,416,3,
0.00,EM,Empire Airlines Inc.,14057,PDX,Portland, OR,14489,RDM,Bend/Redmond, OR,416,3,
0.00,EM,Empire Airlines Inc.,14107,PHX,Phoenix, AZ,11695,FLG,Flagstaff, AZ,416,3,
0.00,EM,Empire Airlines Inc.,14107,PHX,Phoenix, AZ,12132,HII,Lake Havasu City, AZ,416,3,
0.00,EM,Empire Airlines Inc.,14107,PHX,Phoenix, AZ,13785,NYL,Yuma, AZ,416,3,
0.00,EM,Empire Airlines Inc.,14252,PSC,Pasco/Kennewick/Richland, WA,11884,GEG,Spokane, WA,416,3,
0.00,EM,Empire Airlines Inc.,14252,PSC,Pasco/Kennewick/Richland, WA,11884,GEG,Spokane, WA,441,3,
0.00,EM,Empire Airlines Inc.,14457,RAP,Rapid City, SD,11775,FSD,Sioux Falls, SD,441,3,
0.00,EM,Empire Airlines Inc.,14467,RBG,Roseburg, OR,11603,EUG,Eugene, OR,416,3,
0.00,EM,Empire Airlines Inc.,14467,RBG,Roseburg, OR,13264,MFR,Medford, OR,416,3,
0.00,EM,Empire Airlines Inc.,14467,RBG,Roseburg, OR,14057,PDX,Portland, OR,416,3,
0.00,EM,Empire Airlines Inc.,14489,RDM,Bend/Redmond, OR,11603,EUG,Eugene, OR,416,3,
0.00,EM,Empire Airlines Inc.,14489,RDM,Bend/Redmond, OR,14057,PDX,Portland, OR,416,3,
0.00,EM,Empire Airlines Inc.,14689,SBA,Santa Barbara, CA,13891,ONT,Ontario, CA,441,3,
0.00,EM,Empire Airlines Inc.,14747,SEA,Seattle, WA,10666,BLI,Bellingham, WA,416,3,
0.00,EM,Empire Airlines Inc.,14747,SEA,Seattle, WA,11050,CLM,Port Angeles, WA,416,3,
0.00,EM,Empire Airlines Inc.,14747,SEA,Seattle, WA,11588,ESD,Eastsound, WA,416,3,
0.00,EM,Empire Airlines Inc.,14747,SEA,Seattle, WA,13540,MVW,Burlington/Mount Vernon, WA,416,3,
0.00,EM,Empire Airlines Inc.,14869,SLC,Salt Lake City, UT,12280,IDA,Idaho Falls, ID,441,3,
0.00,EM,Empire Airlines Inc.,14871,SLE,Salem, OR,14057,PDX,Portland, OR,416,3,
0.00,EM,Empire Airlines Inc.,15370,TUL,Tulsa, OK,10194,AFW,Dallas/Fort Worth, TX,441,3,
0.00,EM,Empire Airlines Inc.,15370,TUL,Tulsa, OK,10194,AFW,Dallas/Fort Worth, TX,442,3,
0.00,EM,Empire Airlines Inc.,15370,TUL,Tulsa, OK,15370,TUL,Tulsa, OK,441,3,
0.00,EM,Empire Airlines Inc.,16101,YKM,Yakima, WA,11884,GEG,Spokane, WA,416,3,
0.00,EM,Empire Airlines Inc.,16101,YKM,Yakima, WA,11884,GEG,Spokane, WA,441,3,
0.00,EM,Empire Airlines Inc.,16101,YKM,Yakima, WA,14252,PSC,Pasco/Kennewick/Richland, WA,416,3,
0.00,GL,Miami Air International,10397,ATL,Atlanta, GA,10599,BHM,Birmingham, AL,614,3,
0.00,GL,Miami Air International,10397,ATL,Atlanta, GA,13204,MCO,Orlando, FL,614,3,
0.00,GL,Miami Air International,10397,ATL,Atlanta, GA,14122,PIT,Pittsburgh, PA,614,3,
0.00,GL,Miami Air International,10540,BED,Bedford, MA,13342,MKE,Milwaukee, WI,614,3,
0.00,GL,Miami Air International,10540,BED,Bedford, MA,15096,SYR,Syracuse, NY,614,3,
0.00,GL,Miami Air International,10599,BHM,Birmingham, AL,10821,BWI,Baltimore, MD,614,3,
0.00,GL,Miami Air International,10599,BHM,Birmingham, AL,11996,GSP,Greer, SC,614,3,
0.00,GL,Miami Air International,10599,BHM,Birmingham, AL,13303,MIA,Miami, FL,614,3,
0.00,GL,Miami Air International,10599,BHM,Birmingham, AL,14492,RDU,Raleigh/Durham, NC,614,3,
0.00,GL,Miami Air International,10615,BIF,El Paso, TX,12951,LFT,Lafayette, LA,614,3,
0.00,GL,Miami Air International,10693,BNA,Nashville, TN,12264,IAD,Washington, DC,614,3,
0.00,GL,Miami Air International,10721,BOS,Boston, MA,15249,TLH,Tallahassee, FL,614,3,
0.00,GL,Miami Air International,10868,CAE,Columbia, SC,12339,IND,Indianapolis, IN,614,3,
0.00,GL,Miami Air International,11057,CLT,Charlotte, NC,11267,DAY,Dayton, OH,614,3,
0.00,GL,Miami Air International,11066,CMH,Columbus, OH,13303,MIA,Miami, FL,614,3,
0.00,GL,Miami Air International,11259,DAL,Dallas, TX,10397,ATL,Atlanta, GA,614,3,
0.00,GL,Miami Air International,11259,DAL,Dallas, TX,13342,MKE,Milwaukee, WI,614,3,
0.00,GL,Miami Air International,11292,DEN,Denver, CO,11433,DTW,Detroit, MI,614,3,
0.00,GL,Miami Air International,11423,DSM,Des Moines, IA,11267,DAY,Dayton, OH,614,3,
0.00,GL,Miami Air International,11433,DTW,Detroit, MI,12451,JAX,Jacksonville, FL,614,3,
0.00,GL,Miami Air International,11433,DTW,Detroit, MI,13244,MEM,Memphis, TN,614,3,
0.00,GL,Miami Air International,11433,DTW,Detroit, MI,14122,PIT,Pittsburgh, PA,614,3,
0.00,GL,Miami Air International,11433,DTW,Detroit, MI,14679,SAN,San Diego, CA,614,3,
0.00,GL,Miami Air International,11603,EUG,Eugene, OR,14679,SAN,San Diego, CA,614,3,
0.00,GL,Miami Air International,11618,EWR,Newark, NJ,10540,BED,Bedford, MA,614,3,
0.00,GL,Miami Air International,11618,EWR,Newark, NJ,10581,BGR,Bangor, ME,614,3,
0.00,GL,Miami Air International,11618,EWR,Newark, NJ,11066,CMH,Columbus, OH,614,3,
0.00,GL,Miami Air International,11618,EWR,Newark, NJ,13303,MIA,Miami, FL,614,3,
0.00,GL,Miami Air International,11618,EWR,Newark, NJ,15304,TPA,Tampa, FL,614,3,
0.00,GL,Miami Air International,11648,FCA,Kalispell, MT,11292,DEN,Denver, CO,614,3,
0.00,GL,Miami Air International,11764,FRG,East Farmingdale, NY,14869,SLC,Salt Lake City, UT,614,3,
0.00,GL,Miami Air International,11953,GNV,Gainesville, FL,13244,MEM,Memphis, TN,614,3,
0.00,GL,Miami Air International,11953,GNV,Gainesville, FL,13303,MIA,Miami, FL,614,3,
0.00,GL,Miami Air International,11996,GSP,Greer, SC,11618,EWR,Newark, NJ,614,3,
0.00,GL,Miami Air International,11996,GSP,Greer, SC,13230,MDT,Harrisburg, PA,614,3,
0.00,GL,Miami Air International,12094,HDN,Hayden, CO,14683,SAT,San Antonio, TX,614,3,
0.00,GL,Miami Air International,12191,HOU,Houston, TX,14683,SAT,San Antonio, TX,614,3,
0.00,GL,Miami Air International,12191,HOU,Houston, TX,15249,TLH,Tallahassee, FL,614,3,
0.00,GL,Miami Air International,12216,HST,Homestead, FL,13303,MIA,Miami, FL,614,3,
0.00,GL,Miami Air International,12264,IAD,Washington, DC,13851,OKC,Oklahoma City, OK,614,3,
0.00,GL,Miami Air International,12266,IAH,Houston, TX,11259,DAL,Dallas, TX,614,3,
0.00,GL,Miami Air International,12339,IND,Indianapolis, IN,11540,ELP,El Paso, TX,614,3,
0.00,GL,Miami Air International,12339,IND,Indianapolis, IN,13303,MIA,Miami, FL,614,3,
0.00,GL,Miami Air International,12339,IND,Indianapolis, IN,14683,SAT,San Antonio, TX,614,3,
0.00,GL,Miami Air International,12448,JAN,Jackson/Vicksburg, MS,11540,ELP,El Paso, TX,614,3,
0.00,GL,Miami Air International,12448,JAN,Jackson/Vicksburg, MS,15016,STL,St. Louis, MO,614,3,
0.00,GL,Miami Air International,12451,JAX,Jacksonville, FL,11267,DAY,Dayton, OH,614,3,
0.00,GL,Miami Air International,12451,JAX,Jacksonville, FL,13891,ONT,Ontario, CA,614,3,
0.00,GL,Miami Air International,12451,JAX,Jacksonville, FL,14761,SFB,Sanford, FL,614,3,
0.00,GL,Miami Air International,12878,LAF,Lafayette, IN,14869,SLC,Salt Lake City, UT,614,3,
0.00,GL,Miami Air International,12954,LGB,Long Beach, CA,14679,SAN,San Diego, CA,614,3,
0.00,GL,Miami Air International,13029,LNK,Lincoln, NE,13303,MIA,Miami, FL,614,3,
0.00,GL,Miami Air International,13204,MCO,Orlando, FL,10599,BHM,Birmingham, AL,614,3,
0.00,GL,Miami Air International,13230,MDT,Harrisburg, PA,14112,PIE,St. Petersburg, FL,614,3,
0.00,GL,Miami Air International,13232,MDW,Chicago, IL,13930,ORD,Chicago, IL,614,3,
0.00,GL,Miami Air International,13244,MEM,Memphis, TN,11423,DSM,Des Moines, IA,614,3,
0.00,GL,Miami Air International,13244,MEM,Memphis, TN,11433,DTW,Detroit, MI,614,3,
0.00,GL,Miami Air International,13244,MEM,Memphis, TN,14107,PHX,Phoenix, AZ,614,3,
0.00,GL,Miami Air International,13290,MHK,Manhattan/Ft. Riley, KS,10599,BHM,Birmingham, AL,614,3,
0.00,GL,Miami Air International,13290,MHK,Manhattan/Ft. Riley, KS,12896,LBB,Lubbock, TX,614,3,
0.00,GL,Miami Air International,13303,MIA,Miami, FL,10397,ATL,Atlanta, GA,614,3,
0.00,GL,Miami Air International,13303,MIA,Miami, FL,11067,CMI,Champaign/Urbana, IL,614,3,
0.00,GL,Miami Air International,13303,MIA,Miami, FL,11259,DAL,Dallas, TX,614,3,
0.00,GL,Miami Air International,13303,MIA,Miami, FL,11953,GNV,Gainesville, FL,614,3,
0.00,GL,Miami Air International,13303,MIA,Miami, FL,12451,JAX,Jacksonville, FL,614,3,
0.00,GL,Miami Air International,13303,MIA,Miami, FL,13230,MDT,Harrisburg, PA,614,3,
0.00,GL,Miami Air International,13303,MIA,Miami, FL,13244,MEM,Memphis, TN,614,3,
0.00,GL,Miami Air International,13303,MIA,Miami, FL,13342,MKE,Milwaukee, WI,614,3,
0.00,GL,Miami Air International,13303,MIA,Miami, FL,14492,RDU,Raleigh/Durham, NC,614,3,
0.00,GL,Miami Air International,13342,MKE,Milwaukee, WI,10693,BNA,Nashville, TN,614,3,
0.00,GL,Miami Air International,13342,MKE,Milwaukee, WI,11423,DSM,Des Moines, IA,614,3,
0.00,GL,Miami Air International,13342,MKE,Milwaukee, WI,14122,PIT,Pittsburgh, PA,614,3,
0.00,GL,Miami Air International,13485,MSN,Madison, WI,11618,EWR,Newark, NJ,614,3,
0.00,GL,Miami Air International,13495,MSY,New Orleans, LA,11298,DFW,Dallas/Fort Worth, TX,614,3,
0.00,GL,Miami Air International,13671,NHK,Patuxent River, MD,14683,SAT,San Antonio, TX,614,3,
0.00,GL,Miami Air International,13736,NQX,Key West, FL,12264,IAD,Washington, DC,614,3,
0.00,GL,Miami Air International,13851,OKC,Oklahoma City, OK,14730,SDF,Louisville, KY,614,3,
0.00,GL,Miami Air International,13891,ONT,Ontario, CA,12954,LGB,Long Beach, CA,614,3,
0.00,GL,Miami Air International,13930,ORD,Chicago, IL,11267,DAY,Dayton, OH,614,3,
0.00,GL,Miami Air International,14027,PBI,West Palm Beach/Palm Beach, FL,13303,MIA,Miami, FL,614,3,
0.00,GL,Miami Air International,14100,PHL,Philadelphia, PA,11267,DAY,Dayton, OH,614,3,
0.00,GL,Miami Air International,14122,PIT,Pittsburgh, PA,11618,EWR,Newark, NJ,614,3,
0.00,GL,Miami Air International,14197,POB,Fayetteville, NC,11003,CID,Cedar Rapids/Iowa City, IA,614,3,
0.00,GL,Miami Air International,14307,PVD,Providence, RI,11618,EWR,Newark, NJ,614,3,
0.00,GL,Miami Air International,14307,PVD,Providence, RI,12339,IND,Indianapolis, IN,614,3,
0.00,GL,Miami Air International,14307,PVD,Providence, RI,13230,MDT,Harrisburg, PA,614,3,
0.00,GL,Miami Air International,14492,RDU,Raleigh/Durham, NC,10721,BOS,Boston, MA,614,3,
0.00,GL,Miami Air International,14492,RDU,Raleigh/Durham, NC,11618,EWR,Newark, NJ,614,3,
0.00,GL,Miami Air International,14492,RDU,Raleigh/Durham, NC,12451,JAX,Jacksonville, FL,614,3,
0.00,GL,Miami Air International,14492,RDU,Raleigh/Durham, NC,15304,TPA,Tampa, FL,614,3,
0.00,GL,Miami Air International,14533,RIV,Riverside, CA,14869,SLC,Salt Lake City, UT,614,3,
0.00,GL,Miami Air International,14635,RSW,Fort Myers, FL,13303,MIA,Miami, FL,614,3,
0.00,GL,Miami Air International,14679,SAN,San Diego, CA,12094,HDN,Hayden, CO,614,3,
0.00,GL,Miami Air International,14679,SAN,San Diego, CA,12878,LAF,Lafayette, IN,614,3,
0.00,GL,Miami Air International,14683,SAT,San Antonio, TX,11267,DAY,Dayton, OH,614,3,
0.00,GL,Miami Air International,14683,SAT,San Antonio, TX,12266,IAH,Houston, TX,614,3,
0.00,GL,Miami Air International,14683,SAT,San Antonio, TX,14679,SAN,San Diego, CA,614,3,
0.00,GL,Miami Air International,14761,SFB,Sanford, FL,12451,JAX,Jacksonville, FL,614,3,
0.00,GL,Miami Air International,14831,SJC,San Jose, CA,11884,GEG,Spokane, WA,614,3,
0.00,GL,Miami Air International,14869,SLC,Salt Lake City, UT,10397,ATL,Atlanta, GA,614,3,
0.00,GL,Miami Air International,14869,SLC,Salt Lake City, UT,10423,AUS,Austin, TX,614,3,
0.00,GL,Miami Air International,14869,SLC,Salt Lake City, UT,13495,MSY,New Orleans, LA,614,3,
0.00,GL,Miami Air International,14869,SLC,Salt Lake City, UT,14107,PHX,Phoenix, AZ,614,3,
0.00,GL,Miami Air International,15016,STL,St. Louis, MO,11057,CLT,Charlotte, NC,614,3,
0.00,GL,Miami Air International,15016,STL,St. Louis, MO,11123,CPS,St. Louis, MO,614,3,
0.00,GL,Miami Air International,15096,SYR,Syracuse, NY,11618,EWR,Newark, NJ,614,3,
0.00,GL,Miami Air International,15249,TLH,Tallahassee, FL,10792,BUF,Buffalo, NY,614,3,
0.00,GL,Miami Air International,15249,TLH,Tallahassee, FL,13303,MIA,Miami, FL,614,3,
0.00,GL,Miami Air International,15304,TPA,Tampa, FL,10693,BNA,Nashville, TN,614,3,
0.00,GL,Miami Air International,15304,TPA,Tampa, FL,11618,EWR,Newark, NJ,614,3,
