Each row contains mmyy, dd, s (susceptible), e (exposed), i (infected), and r (removed) population for a particular metro area
New York-Newark-Jersey City NY-NJ-PA MSA
01-20, 1, 19216182, 0, 0, 0
01-20, 1, 19218079, 0, 0, 0
01-20, 2, 19218063, 16, 0, 0
01-20, 2, 19219960, 16, 0, 0
01-20, 3, 19219946, 25, 5, 0
01-20, 3, 19221843, 25, 5, 0
01-20, 4, 19221835, 25, 13, 0
01-20, 4, 19223729, 26, 15, 0
01-20, 5, 19223714, 31, 25, 0
01-20, 5, 19225611, 30, 26, 0
01-20, 6, 19225585, 40, 40, 2
01-20, 6, 19227480, 42, 40, 2
01-20, 7, 19227460, 43, 59, 2
01-20, 7, 19229357, 44, 58, 2
01-20, 8, 19229337, 48, 69, 7
01-20, 8, 19231229, 50, 71, 8
01-20, 9, 19231211, 46, 92, 9
01-20, 9, 19233107, 46, 92, 10
01-20, 10, 19233095, 40, 109, 11
01-20, 10, 19234991, 40, 109, 12
01-20, 11, 19234973, 46, 120, 13
01-20, 11, 19236870, 46, 120, 13
01-20, 12, 19236851, 45, 136, 17
01-20, 12, 19238745, 45, 138, 18
01-20, 13, 19238726, 50, 147, 23
01-20, 13, 19240624, 50, 148, 21
01-20, 14, 19240608, 47, 163, 25
01-20, 14, 19242506, 47, 164, 23
01-20, 15, 19242485, 46, 183, 26
01-20, 15, 19244382, 47, 181, 27
01-20, 16, 19244368, 49, 187, 33
01-20, 16, 19246265, 49, 186, 34
01-20, 17, 19246241, 49, 198, 46
01-20, 17, 19248137, 49, 198, 47
01-20, 18, 19248112, 53, 213, 53
01-20, 18, 19250013, 53, 209, 53
01-20, 19, 19249992, 57, 212, 67
01-20, 19, 19251889, 58, 211, 67
01-20, 20, 19251874, 46, 232, 73
01-20, 20, 19253770, 46, 232, 74
01-20, 21, 19253748, 46, 245, 83
01-20, 21, 19255645, 46, 244, 84
01-20, 22, 19255626, 44, 250, 99
01-20, 22, 19257519, 45, 253, 99
01-20, 23, 19257498, 50, 261, 107
01-20, 23, 19259392, 50, 265, 106
01-20, 24, 19259364, 58, 273, 118
01-20, 24, 19261258, 59, 274, 119
01-20, 25, 19261231, 60, 295, 124
01-20, 25, 19263127, 60, 295, 125
01-20, 26, 19263093, 74, 306, 134
01-20, 26, 19264986, 75, 308, 135
01-20, 27, 19264956, 72, 325, 151
01-20, 27, 19266850, 73, 326, 152
01-20, 28, 19266817, 74, 346, 164
01-20, 28, 19268713, 75, 345, 165
01-20, 29, 19268675, 83, 362, 178
01-20, 29, 19270571, 84, 361, 179
01-20, 30, 19270527, 96, 383, 189
01-20, 30, 19272424, 96, 382, 190
01-20, 31, 19272385, 96, 410, 201
01-20, 31, 19274281, 96, 409, 203
02-19, 1, 19274243, 95, 434, 217
02-19, 1, 19271088, 95, 433, 220
02-19, 2, 19271041, 102, 459, 234
02-19, 2, 19267884, 102, 459, 238
02-19, 3, 19267837, 110, 480, 256
02-19, 3, 19264674, 110, 485, 261
02-19, 4, 19264616, 131, 507, 276
02-19, 4, 19261456, 133, 511, 277
02-19, 5, 19261417, 122, 544, 294
02-19, 5, 19258252, 124, 546, 302
02-19, 6, 19258209, 120, 569, 326
02-19, 6, 19255046, 121, 572, 332
02-19, 7, 19254992, 117, 615, 347
02-19, 7, 19251833, 117, 616, 352
02-19, 8, 19251777, 123, 645, 373
02-19, 8, 19248615, 124, 647, 379
02-19, 9, 19248552, 136, 680, 397
02-19, 9, 19245391, 136, 682, 403
02-19, 10, 19245329, 151, 694, 438
02-19, 10, 19242168, 151, 696, 444
02-19, 11, 19242095, 166, 734, 464
02-19, 11, 19238942, 167, 730, 467
02-19, 12, 19238866, 176, 766, 498
02-19, 12, 19235714, 177, 760, 502
02-19, 13, 19235617, 201, 813, 522
02-19, 13, 19232459, 202, 813, 526
02-19, 14, 19232391, 184, 871, 554
02-19, 14, 19229228, 186, 874, 559
02-19, 15, 19229155, 193, 912, 587
02-19, 15, 19225992, 195, 914, 593
02-19, 16, 19225893, 215, 962, 624
02-19, 16, 19222733, 216, 962, 630
02-19, 17, 19222641, 235, 1005, 660
02-19, 17, 19219481, 235, 1008, 664
02-19, 18, 19219391, 234, 1059, 704
02-19, 18, 19216235, 233, 1062, 705
02-19, 19, 19216114, 266, 1124, 731
02-19, 19, 19212956, 267, 1127, 732
02-19, 20, 19212841, 270, 1201, 770
02-19, 20, 19209684, 273, 1202, 770
02-19, 21, 19209571, 291, 1253, 814
02-19, 21, 19206409, 294, 1253, 820
02-19, 22, 19206298, 287, 1322, 869
02-19, 22, 19203141, 287, 1323, 872
02-19, 23, 19203002, 325, 1370, 926
