Each row contains mmyy, dd, s (susceptible), e (exposed), i (infected), and r (removed) population for a particular metro area
New York-Newark-Jersey City NY-NJ-PA MSA
01-20, 1, 19216182, 0, 0, 0
01-20, 1, 19218079, 0, 0, 0
01-20, 2, 19218060, 19, 0, 0
01-20, 2, 19219957, 19, 0, 0
01-20, 3, 19219938, 31, 7, 0
01-20, 3, 19221834, 32, 7, 0
01-20, 4, 19221827, 21, 24, 1
01-20, 4, 19223724, 21, 24, 1
01-20, 5, 19223709, 29, 30, 2
01-20, 5, 19225606, 29, 30, 2
01-20, 6, 19225584, 37, 44, 2
01-20, 6, 19227478, 39, 45, 2
01-20, 7, 19227461, 43, 55, 5
01-20, 7, 19229355, 44, 57, 5
01-20, 8, 19229330, 50, 76, 5
01-20, 8, 19231227, 50, 76, 5
01-20, 9, 19231206, 46, 97, 9
01-20, 9, 19233102, 46, 98, 9
01-20, 10, 19233082, 50, 108, 15
01-20, 10, 19234979, 50, 108, 15
01-20, 11, 19234958, 55, 119, 20
01-20, 11, 19236856, 55, 118, 20
01-20, 12, 19236833, 55, 138, 23
01-20, 12, 19238731, 55, 137, 23
01-20, 13, 19238711, 56, 152, 27
01-20, 13, 19240605, 57, 152, 29
01-20, 14, 19240592, 49, 168, 34
01-20, 14, 19242488, 49, 169, 34
01-20, 15, 19242468, 47, 177, 48
01-20, 15, 19244365, 47, 177, 48
01-20, 16, 19244343, 46, 193, 55
01-20, 16, 19246238, 46, 195, 55
01-20, 17, 19246221, 52, 197, 64
01-20, 17, 19248115, 53, 200, 63
01-20, 18, 19248094, 53, 220, 64
01-20, 18, 19249993, 54, 217, 64
01-20, 19, 19249975, 57, 224, 72
01-20, 19, 19251872, 57, 225, 71
01-20, 20, 19251846, 59, 235, 85
01-20, 20, 19253739, 59, 239, 85
01-20, 21, 19253715, 61, 252, 94
01-20, 21, 19255610, 61, 253, 95
01-20, 22, 19255581, 64, 268, 106
01-20, 22, 19257478, 64, 269, 105
01-20, 23, 19257441, 80, 280, 115
01-20, 23, 19259337, 81, 281, 114
01-20, 24, 19259310, 72, 301, 130
01-20, 24, 19261207, 72, 301, 130
01-20, 25, 19261178, 71, 324, 137
01-20, 25, 19263077, 71, 322, 137
01-20, 26, 19263043, 82, 332, 150
01-20, 26, 19264942, 82, 329, 151
01-20, 27, 19264903, 84, 359, 158
01-20, 27, 19266797, 84, 362, 158
01-20, 28, 19266757, 87, 386, 171
01-20, 28, 19268656, 87, 385, 170
01-20, 29, 19268613, 93, 416, 176
01-20, 29, 19270509, 93, 416, 177
01-20, 30, 19270453, 107, 440, 195
01-20, 30, 19272352, 107, 439, 194
01-20, 31, 19272315, 98, 468, 211
01-20, 31, 19274213, 98, 468, 210
02-19, 1, 19274156, 116, 492, 225
02-19, 1, 19271004, 117, 488, 227
02-19, 2, 19270961, 111, 520, 244
02-19, 2, 19267803, 111, 523, 246
02-19, 3, 19267764, 114, 539, 266
02-19, 3, 19264613, 114, 535, 268
02-19, 4, 19264567, 107, 565, 291
02-19, 4, 19261419, 107, 560, 291
02-19, 5, 19261360, 123, 580, 314
02-19, 5, 19258204, 125, 579, 316
02-19, 6, 19258146, 130, 606, 342
02-19, 6, 19254997, 130, 602, 342
02-19, 7, 19254947, 133, 626, 365
02-19, 7, 19251796, 133, 625, 364
02-19, 8, 19251729, 155, 649, 385
02-19, 8, 19248573, 156, 651, 385
02-19, 9, 19248508, 161, 698, 398
02-19, 9, 19245351, 162, 699, 400
02-19, 10, 19245291, 160, 744, 417
02-19, 10, 19242139, 160, 745, 415
02-19, 11, 19242063, 168, 786, 442
02-19, 11, 19238911, 168, 785, 442
02-19, 12, 19238833, 171, 821, 481
02-19, 12, 19235682, 171, 821, 479
02-19, 13, 19235587, 199, 867, 500
02-19, 13, 19232422, 202, 871, 505
02-19, 14, 19232334, 206, 925, 535
02-19, 14, 19229179, 206, 924, 538
02-19, 15, 19229087, 220, 973, 567
02-19, 15, 19225927, 221, 975, 571
02-19, 16, 19225837, 227, 1026, 604
02-19, 16, 19222684, 227, 1022, 608
02-19, 17, 19222572, 257, 1062, 650
02-19, 17, 19219416, 259, 1063, 650
02-19, 18, 19219307, 262, 1143, 676
02-19, 18, 19216147, 263, 1148, 677
02-19, 19, 19216047, 261, 1203, 724
02-19, 19, 19212887, 261, 1211, 723
02-19, 20, 19212772, 274, 1266, 770
02-19, 20, 19209614, 274, 1270, 771
02-19, 21, 19209490, 284, 1338, 817
02-19, 21, 19206337, 283, 1341, 815
02-19, 22, 19206191, 320, 1413, 852
02-19, 22, 19203038, 318, 1417, 850
02-19, 23, 19202889, 332, 1503, 899
