Each row contains mmyy, dd, s (susceptible), e (exposed), i (infected), and r (removed) population for a particular metro area
New York-Newark-Jersey City NY-NJ-PA MSA
01-20, 1, 19216182, 0, 0, 0
01-20, 1, 19218079, 0, 0, 0
01-20, 2, 19218060, 19, 0, 0
01-20, 2, 19219957, 19, 0, 0
01-20, 3, 19219943, 25, 8, 0
01-20, 3, 19221840, 25, 8, 0
01-20, 4, 19221818, 36, 19, 0
01-20, 4, 19223717, 34, 19, 0
01-20, 5, 19223693, 47, 30, 0
01-20, 5, 19225591, 46, 30, 0
01-20, 6, 19225570, 52, 45, 0
01-20, 6, 19227465, 52, 47, 0
01-20, 7, 19227443, 53, 67, 1
01-20, 7, 19229341, 53, 66, 1
01-20, 8, 19229317, 60, 80, 4
01-20, 8, 19231216, 60, 78, 4
01-20, 9, 19231196, 61, 97, 4
01-20, 9, 19233093, 61, 97, 4
01-20, 10, 19233076, 49, 123, 7
01-20, 10, 19234971, 49, 125, 7
01-20, 11, 19234951, 52, 139, 10
01-20, 11, 19236848, 52, 139, 10
01-20, 12, 19236831, 42, 164, 12
01-20, 12, 19238729, 43, 162, 12
01-20, 13, 19238703, 54, 169, 20
01-20, 13, 19240598, 55, 170, 20
01-20, 14, 19240572, 62, 184, 25
01-20, 14, 19242470, 62, 183, 25
01-20, 15, 19242454, 53, 205, 28
01-20, 15, 19244350, 53, 205, 29
01-20, 16, 19244330, 51, 220, 36
01-20, 16, 19246227, 51, 220, 36
01-20, 17, 19246192, 68, 227, 47
01-20, 17, 19248088, 69, 227, 47
01-20, 18, 19248065, 57, 258, 51
01-20, 18, 19249965, 57, 255, 51
01-20, 19, 19249941, 58, 261, 68
01-20, 19, 19251838, 58, 261, 68
01-20, 20, 19251807, 68, 275, 75
01-20, 20, 19253702, 69, 276, 75
01-20, 21, 19253673, 69, 288, 92
01-20, 21, 19255569, 69, 289, 92
01-20, 22, 19255537, 79, 305, 98
01-20, 22, 19257437, 79, 302, 98
01-20, 23, 19257417, 66, 325, 108
01-20, 23, 19259317, 66, 322, 108
01-20, 24, 19259292, 59, 342, 120
01-20, 24, 19261192, 59, 339, 120
01-20, 25, 19261154, 70, 361, 125
01-20, 25, 19263051, 70, 361, 125
01-20, 26, 19263006, 91, 369, 141
01-20, 26, 19264899, 93, 371, 141
01-20, 27, 19264874, 77, 395, 158
01-20, 27, 19266769, 78, 395, 159
01-20, 28, 19266733, 89, 400, 179
01-20, 28, 19268627, 91, 400, 180
01-20, 29, 19268591, 90, 427, 190
01-20, 29, 19270484, 92, 428, 191
01-20, 30, 19270441, 100, 451, 203
01-20, 30, 19272337, 101, 451, 203
01-20, 31, 19272295, 110, 466, 221
01-20, 31, 19274190, 111, 467, 221
02-19, 1, 19274141, 120, 490, 238
02-19, 1, 19270987, 122, 489, 238
02-19, 2, 19270944, 110, 534, 248
02-19, 2, 19267793, 111, 533, 246
02-19, 3, 19267744, 116, 558, 265
02-19, 3, 19264594, 117, 556, 263
02-19, 4, 19264527, 139, 572, 292
02-19, 4, 19261370, 142, 574, 291
02-19, 5, 19261310, 144, 608, 315
02-19, 5, 19258158, 144, 609, 313
02-19, 6, 19258107, 130, 656, 331
02-19, 6, 19254944, 132, 663, 332
02-19, 7, 19254882, 142, 696, 351
02-19, 7, 19251717, 144, 704, 353
02-19, 8, 19251644, 173, 729, 372
02-19, 8, 19248480, 177, 736, 372
02-19, 9, 19248409, 181, 783, 392
02-19, 9, 19245253, 181, 788, 390
02-19, 10, 19245183, 182, 830, 417
02-19, 10, 19242022, 187, 834, 416
02-19, 11, 19241934, 195, 887, 443
02-19, 11, 19238785, 195, 890, 436
02-19, 12, 19238688, 210, 944, 464
02-19, 12, 19235533, 213, 943, 464
02-19, 13, 19235449, 207, 1004, 493
02-19, 13, 19232301, 207, 1001, 491
02-19, 14, 19232211, 214, 1051, 524
02-19, 14, 19229057, 217, 1053, 520
02-19, 15, 19228931, 254, 1105, 557
02-19, 15, 19225777, 257, 1107, 553
02-19, 16, 19225672, 267, 1152, 603
02-19, 16, 19222514, 271, 1156, 600
02-19, 17, 19222400, 274, 1228, 639
02-19, 17, 19219248, 274, 1230, 636
02-19, 18, 19219143, 270, 1296, 679
02-19, 18, 19215993, 272, 1294, 676
02-19, 19, 19215855, 298, 1354, 728
02-19, 19, 19212703, 298, 1355, 726
02-19, 20, 19212575, 314, 1426, 767
02-19, 20, 19209420, 314, 1430, 765
02-19, 21, 19209281, 327, 1513, 808
02-19, 21, 19206120, 327, 1521, 808
02-19, 22, 19205983, 334, 1587, 872
02-19, 22, 19202824, 338, 1589, 872
