Each row contains mmyy, dd, s (susceptible), e (exposed), i (infected), and r (removed) population for a particular metro area
New York-Newark-Jersey City NY-NJ-PA MSA
01-20, 1, 19216182, 0, 0, 0
01-20, 1, 19218079, 0, 0, 0
01-20, 2, 19218065, 14, 0, 0
01-20, 2, 19219962, 14, 0, 0
01-20, 3, 19219944, 26, 6, 0
01-20, 3, 19221841, 26, 6, 0
01-20, 4, 19221821, 34, 17, 1
01-20, 4, 19223718, 34, 17, 1
01-20, 5, 19223706, 30, 31, 3
01-20, 5, 19225604, 30, 30, 3
01-20, 6, 19225580, 42, 40, 5
01-20, 6, 19227477, 43, 39, 5
01-20, 7, 19227462, 40, 56, 6
01-20, 7, 19229363, 39, 53, 6
01-20, 8, 19229341, 51, 61, 8
01-20, 8, 19231237, 52, 61, 8
01-20, 9, 19231222, 46, 80, 10
01-20, 9, 19233117, 47, 81, 10
01-20, 10, 19233099, 46, 98, 12
01-20, 10, 19234996, 46, 98, 12
01-20, 11, 19234977, 50, 109, 16
01-20, 11, 19236873, 51, 109, 16
01-20, 12, 19236857, 50, 125, 17
01-20, 12, 19238754, 50, 125, 17
01-20, 13, 19238731, 56, 140, 19
01-20, 13, 19240624, 57, 142, 20
01-20, 14, 19240612, 39, 164, 28
01-20, 14, 19242509, 39, 164, 28
01-20, 15, 19242487, 44, 175, 34
01-20, 15, 19244383, 44, 176, 34
01-20, 16, 19244365, 45, 185, 42
01-20, 16, 19246258, 47, 187, 42
01-20, 17, 19246237, 54, 195, 48
01-20, 17, 19248132, 53, 197, 49
01-20, 18, 19248114, 47, 213, 57
01-20, 18, 19250009, 48, 213, 58
01-20, 19, 19249985, 56, 221, 66
01-20, 19, 19251881, 56, 221, 67
01-20, 20, 19251852, 63, 238, 72
01-20, 20, 19253749, 63, 237, 73
01-20, 21, 19253731, 62, 249, 80
01-20, 21, 19255629, 60, 249, 81
01-20, 22, 19255599, 61, 263, 96
01-20, 22, 19257495, 59, 265, 97
01-20, 23, 19257469, 54, 287, 106
01-20, 23, 19259363, 55, 288, 107
01-20, 24, 19259340, 50, 309, 114
01-20, 24, 19261235, 51, 309, 115
01-20, 25, 19261212, 57, 315, 126
01-20, 25, 19263106, 57, 316, 128
01-20, 26, 19263078, 60, 329, 140
01-20, 26, 19264971, 61, 331, 141
01-20, 27, 19264939, 69, 344, 152
01-20, 27, 19266836, 69, 344, 152
01-20, 28, 19266796, 81, 359, 165
01-20, 28, 19268699, 78, 356, 165
01-20, 29, 19268668, 72, 381, 177
01-20, 29, 19270566, 73, 383, 173
01-20, 30, 19270539, 74, 394, 188
01-20, 30, 19272433, 75, 397, 187
01-20, 31, 19272391, 89, 416, 196
01-20, 31, 19274287, 91, 416, 195
02-19, 1, 19274241, 104, 433, 211
02-19, 1, 19271087, 104, 434, 211
02-19, 2, 19271040, 117, 454, 225
02-19, 2, 19267885, 118, 455, 225
02-19, 3, 19267836, 132, 473, 242
02-19, 3, 19264686, 131, 473, 240
02-19, 4, 19264633, 137, 499, 261
02-19, 4, 19261483, 136, 500, 258
02-19, 5, 19261432, 139, 528, 278
02-19, 5, 19258282, 136, 528, 278
02-19, 6, 19258230, 132, 568, 294
02-19, 6, 19255073, 132, 572, 294
02-19, 7, 19255021, 132, 600, 318
02-19, 7, 19251869, 129, 600, 320
02-19, 8, 19251816, 131, 632, 339
02-19, 8, 19248662, 129, 633, 341
02-19, 9, 19248597, 147, 653, 368
02-19, 9, 19245442, 146, 655, 369
02-19, 10, 19245370, 154, 698, 390
02-19, 10, 19242212, 157, 702, 388
02-19, 11, 19242158, 150, 738, 413
02-19, 11, 19239003, 151, 740, 412
02-19, 12, 19238936, 161, 776, 433
02-19, 12, 19235780, 163, 780, 430
02-19, 13, 19235704, 169, 820, 460
02-19, 13, 19232554, 168, 822, 456
02-19, 14, 19232484, 166, 866, 484
02-19, 14, 19229329, 165, 871, 482
02-19, 15, 19229237, 202, 900, 508
02-19, 15, 19226078, 203, 904, 509
02-19, 16, 19225995, 192, 972, 535
02-19, 16, 19222837, 193, 976, 535
02-19, 17, 19222735, 230, 1010, 566
02-19, 17, 19219567, 235, 1018, 568
02-19, 18, 19219449, 262, 1079, 598
02-19, 18, 19216293, 263, 1084, 595
02-19, 19, 19216176, 274, 1150, 635
02-19, 19, 19213026, 274, 1150, 632
02-19, 20, 19212894, 308, 1212, 668
02-19, 20, 19209735, 312, 1212, 670
02-19, 21, 19209614, 302, 1286, 727
02-19, 21, 19206459, 302, 1288, 727
02-19, 22, 19206336, 304, 1381, 755
02-19, 22, 19203174, 308, 1383, 758
02-19, 23, 19203022, 346, 1448, 807
