Each row contains mmyy, dd, s (susceptible), e (exposed), i (infected), and r (removed) population for a particular metro area
02-19, 23, 19199873, 339, 1373, 885
02-19, 24, 19199737, 332, 1470, 931
02-19, 24, 19196589, 327, 1467, 934
02-19, 25, 19196467, 323, 1543, 984
02-19, 25, 19193300, 331, 1545, 988
02-19, 26, 19193138, 364, 1621, 1041
02-19, 26, 19189958, 370, 1638, 1045
02-19, 27, 19189764, 423, 1728, 1096
02-19, 27, 19186606, 424, 1736, 1092
02-19, 28, 19186448, 407, 1846, 1157
02-19, 28, 19183287, 409, 1850, 1159
02-19, 29, 19183088, 448, 1919, 1250
02-19, 29, 19179915, 456, 1928, 1253
03-19, 1, 19179709, 492, 2037, 1314
03-19, 1, 19180942, 492, 2038, 1312
03-19, 2, 19180843, 391, 2172, 1378
03-19, 2, 19182067, 396, 2175, 1378
03-19, 3, 19181962, 340, 2269, 1445
03-19, 3, 19183194, 342, 2267, 1445
03-19, 4, 19183081, 318, 2333, 1516
03-19, 4, 19184315, 318, 2329, 1518
03-19, 5, 19184202, 297, 2390, 1591
03-19, 5, 19185423, 299, 2399, 1591
03-19, 6, 19185307, 268, 2469, 1668
03-19, 6, 19186547, 271, 2460, 1666
03-19, 7, 19186416, 302, 2450, 1776
03-19, 7, 19187647, 306, 2447, 1776
03-19, 8, 19187525, 303, 2476, 1872
03-19, 8, 19188761, 306, 2472, 1869
03-19, 9, 19188637, 308, 2500, 1963
03-19, 9, 19189867, 309, 2503, 1961
03-19, 10, 19189762, 287, 2553, 2038
03-19, 10, 19190988, 294, 2553, 2037
03-19, 11, 19190875, 285, 2598, 2114
03-19, 11, 19192109, 285, 2597, 2113
03-19, 12, 19191987, 284, 2625, 2208
03-19, 12, 19193212, 287, 2633, 2204
03-19, 13, 19193071, 304, 2656, 2305
03-19, 13, 19194297, 307, 2662, 2302
03-19, 14, 19194155, 317, 2707, 2389
03-19, 14, 19195391, 320, 2700, 2389
03-19, 15, 19195254, 316, 2736, 2494
03-19, 15, 19196491, 314, 2734, 2493
03-19, 16, 19196353, 332, 2761, 2586
03-19, 16, 19197579, 335, 2767, 2583
03-19, 17, 19197444, 325, 2810, 2685
03-19, 17, 19198669, 325, 2816, 2686
03-19, 18, 19198540, 317, 2873, 2766
03-19, 18, 19199768, 318, 2876, 2766
03-19, 19, 19199606, 366, 2866, 2890
03-19, 19, 19200843, 368, 2862, 2887
03-19, 20, 19200690, 365, 2915, 2990
03-19, 20, 19201929, 365, 2914, 2984
03-19, 21, 19201799, 377, 2926, 3090
03-19, 21, 19203027, 379, 2925, 3093
03-19, 22, 19202888, 389, 2939, 3208
03-19, 22, 19204121, 390, 2937, 3208
03-19, 23, 19203978, 389, 2963, 3326
03-19, 23, 19205202, 391, 2964, 3331
03-19, 24, 19205065, 382, 3013, 3428
03-19, 24, 19206294, 384, 3011, 3431
03-19, 25, 19206152, 377, 3055, 3536
03-19, 25, 19207380, 377, 3057, 3538
03-19, 26, 19207239, 372, 3094, 3647
03-19, 26, 19208467, 372, 3093, 3652
03-19, 27, 19208326, 364, 3127, 3767
03-19, 27, 19209547, 364, 3129, 3776
03-19, 28, 19209391, 370, 3170, 3885
03-19, 28, 19210607, 373, 3175, 3893
03-19, 29, 19210461, 375, 3224, 3988
03-19, 29, 19211676, 379, 3224, 4001
03-19, 30, 19211513, 392, 3265, 4110
03-19, 30, 19212749, 392, 3261, 4110
03-19, 31, 19212567, 411, 3320, 4214
03-19, 31, 19213793, 415, 3319, 4217
04-19, 1, 19213620, 430, 3358, 4336
04-19, 1, 19215644, 434, 3365, 4343
04-19, 2, 19215568, 342, 3412, 4464
04-19, 2, 19217608, 341, 3415, 4464
04-19, 3, 19217547, 283, 3413, 4585
04-19, 3, 19219575, 283, 3422, 4590
04-19, 4, 19219499, 261, 3401, 4709
04-19, 4, 19221548, 264, 3398, 4702
04-19, 5, 19221482, 218, 3366, 4846
04-19, 5, 19223528, 218, 3363, 4845
04-19, 6, 19223466, 170, 3360, 4958
04-19, 6, 19225511, 175, 3358, 4952
04-19, 7, 19225430, 180, 3312, 5074
04-19, 7, 19227476, 182, 3309, 5071
04-19, 8, 19227426, 151, 3274, 5187
04-19, 8, 19229463, 156, 3272, 5189
04-19, 9, 19229406, 149, 3225, 5300
04-19, 9, 19231450, 151, 3226, 5295
04-19, 10, 19231392, 142, 3171, 5417
04-19, 10, 19233422, 144, 3178, 5420
04-19, 11, 19233350, 159, 3123, 5532
04-19, 11, 19235389, 160, 3123, 5534
04-19, 12, 19235334, 147, 3091, 5634
04-19, 12, 19237373, 149, 3094, 5632
04-19, 13, 19237319, 143, 3062, 5724
04-19, 13, 19239354, 146, 3065, 5725
04-19, 14, 19239283, 170, 3015, 5822
04-19, 14, 19241320, 173, 3015, 5824
04-19, 15, 19241259, 158, 2980, 5935
04-19, 15, 19243293, 161, 2987, 5933
04-19, 16, 19243231, 157, 2951, 6035
04-19, 16, 19245267, 160, 2956, 6033
04-19, 17, 19245207, 169, 2900, 6140
04-19, 17, 19247245, 169, 2903, 6141
04-19, 18, 19247181, 168, 2876, 6233
04-19, 18, 19249218, 169, 2879, 6234
04-19, 19, 19249160, 161, 2861, 6318
04-19, 19, 19251203, 162, 2858, 6319
04-19, 20, 19251140, 157, 2804, 6441
04-19, 20, 19253174, 158, 2805, 6447
04-19, 21, 19253112, 153, 2778, 6541
04-19, 21, 19255155, 154, 2776, 6541
04-19, 22, 19255102, 148, 2736, 6640
04-19, 22, 19257146, 148, 2736, 6638
04-19, 23, 19257086, 152, 2704, 6726
04-19, 23, 19259131, 152, 2704, 6723
04-19, 24, 19259070, 151, 2659, 6830
04-19, 24, 19261100, 155, 2665, 6832
04-19, 25, 19261053, 133, 2640, 6926
04-19, 25, 19263089, 134, 2646, 6925
04-19, 26, 19263040, 129, 2595, 7030
04-19, 26, 19265074, 131, 2599, 7032
04-19, 27, 19265018, 136, 2560, 7122
04-19, 27, 19267050, 138, 2559, 7131
04-19, 28, 19267000, 140, 2509, 7229
04-19, 28, 19269028, 145, 2508, 7239
04-19, 29, 19268984, 139, 2479, 7318
04-19, 29, 19271019, 139, 2478, 7326
04-19, 30, 19270968, 137, 2446, 7411
04-19, 30, 19272999, 140, 2448, 7417
05-19, 1, 19272951, 132, 2425, 7496
05-19, 1, 19276794, 133, 2425, 7492
05-19, 2, 19276752, 122, 2398, 7572
05-19, 2, 19280576, 125, 2402, 7581
05-19, 3, 19280538, 107, 2367, 7672
05-19, 3, 19284373, 111, 2370, 7670
05-19, 4, 19284307, 124, 2331, 7762
05-19, 4, 19288122, 128, 2342, 7772
05-19, 5, 19288079, 125, 2300, 7860
05-19, 5, 19291893, 126, 2308, 7877
05-19, 6, 19291841, 131, 2274, 7958
05-19, 6, 19295683, 132, 2276, 7953
05-19, 7, 19295643, 112, 2244, 8045
05-19, 7, 19299489, 112, 2250, 8033
05-19, 8, 19299445, 107, 2227, 8105
05-19, 8, 19303270, 108, 2232, 8114
05-19, 9, 19303221, 117, 2201, 8185
05-19, 9, 19307047, 118, 2206, 8193
05-19, 10, 19306996, 125, 2172, 8271
05-19, 10, 19310835, 125, 2176, 8268
05-19, 11, 19310792, 122, 2152, 8338
05-19, 11, 19314605, 125, 2157, 8357
05-19, 12, 19314550, 127, 2142, 8425
05-19, 12, 19318382, 130, 2147, 8425
05-19, 13, 19318325, 134, 2135, 8490
05-19, 13, 19322162, 137, 2142, 8483
05-19, 14, 19322116, 134, 2126, 8548
05-19, 14, 19325949, 134, 2129, 8552
05-19, 15, 19325909, 113, 2133, 8609
05-19, 15, 19329744, 114, 2130, 8616
05-19, 16, 19329707, 102, 2107, 8688
05-19, 16, 19333532, 106, 2110, 8696
05-19, 17, 19333481, 110, 2086, 8767
05-19, 17, 19337311, 113, 2088, 8772
05-19, 18, 19337280, 92, 2080, 8832
05-19, 18, 19341107, 97, 2083, 8837
05-19, 19, 19341068, 92, 2061, 8903
05-19, 19, 19344893, 95, 2070, 8906
05-19, 20, 19344859, 103, 2036, 8966
05-19, 20, 19348677, 108, 2038, 8981
05-19, 21, 19348627, 112, 2020, 9045
05-19, 21, 19352454, 113, 2029, 9048
05-19, 22, 19352418, 101, 2001, 9124
05-19, 22, 19356234, 109, 2013, 9128
05-19, 23, 19356202, 91, 1993, 9198
05-19, 23, 19360037, 91, 1995, 9201
05-19, 24, 19360001, 89, 1959, 9275
05-19, 24, 19363830, 93, 1963, 9278
05-19, 25, 19363791, 99, 1931, 9343
05-19, 25, 19367620, 101, 1929, 9354
05-19, 26, 19367578, 95, 1896, 9435
05-19, 26, 19371401, 97, 1899, 9447
05-19, 27, 19371356, 107, 1867, 9514
05-19, 27, 19375178, 107, 1869, 9530
05-19, 28, 19375146, 96, 1852, 9590
05-19, 28, 19378968, 98, 1854, 9604
05-19, 29, 19378932, 87, 1827, 9678
05-19, 29, 19382745, 93, 1837, 9689
05-19, 30, 19382723, 74, 1804, 9763
05-19, 30, 19386532, 77, 1818, 9777
05-19, 31, 19386494, 89, 1776, 9845
05-19, 31, 19390323, 91, 1780, 9850
06-19, 1, 19390284, 89, 1763, 9908
06-19, 1, 19402919, 91, 1763, 9908
06-19, 2, 19402734, 246, 1734, 9967
06-19, 2, 19415349, 249, 1742, 9978
06-19, 3, 19415176, 326, 1766, 10050
06-19, 3, 19427809, 325, 1766, 10055
06-19, 4, 19427612, 398, 1823, 10122
06-19, 4, 19440226, 398, 1831, 10137
06-19, 5, 19440019, 442, 1926, 10205
06-19, 5, 19452638, 444, 1930, 10217
06-19, 6, 19452441, 469, 2039, 10280
06-19, 6, 19465053, 471, 2045, 10297
06-19, 7, 19464841, 488, 2177, 10360
06-19, 7, 19477455, 489, 2184, 10375
06-19, 8, 19477226, 523, 2321, 10433
06-19, 8, 19489859, 526, 2323, 10432
06-19, 9, 19489631, 552, 2444, 10513
06-19, 9, 19502239, 557, 2451, 10530
06-19, 10, 19501993, 579, 2586, 10619
06-19, 10, 19514611, 582, 2587, 10634
06-19, 11, 19514353, 616, 2711, 10734
06-19, 11, 19526999, 622, 2709, 10721
06-19, 12, 19526737, 650, 2855, 10809
06-19, 12, 19539365, 649, 2854, 10820
06-19, 13, 19539083, 669, 3021, 10915
06-19, 13, 19551696, 678, 3023, 10928
06-19, 14, 19551396, 723, 3169, 11037
06-19, 14, 19564014, 734, 3171, 11043
06-19, 15, 19563703, 784, 3316, 11159
06-19, 15, 19576320, 795, 3320, 11164
06-19, 16, 19575995, 795, 3529, 11280
06-19, 16, 19588607, 799, 3537, 11293
06-19, 17, 19588249, 850, 3718, 11419
06-19, 17, 19600871, 853, 3714, 11435
06-19, 18, 19600496, 871, 3940, 11566
06-19, 18, 19613123, 875, 3935, 11577
06-19, 19, 19612731, 927, 4130, 11722
06-19, 19, 19625340, 935, 4137, 11735
06-19, 20, 19624915, 984, 4366, 11882
06-19, 20, 19637525, 990, 4366, 11903
06-19, 21, 19637092, 1022, 4629, 12041
06-19, 21, 19649706, 1026, 4632, 12057
06-19, 22, 19649279, 1034, 4912, 12196
06-19, 22, 19661888, 1037, 4914, 12219
06-19, 23, 19661371, 1124, 5183, 12380
06-19, 23, 19673952, 1129, 5179, 12435
06-19, 24, 19673391, 1246, 5430, 12628
06-19, 24, 19685992, 1249, 5436, 12655
06-19, 25, 19685408, 1365, 5707, 12852
06-19, 25, 19698001, 1371, 5727, 12870
06-19, 26, 19697420, 1405, 6073, 13071
06-19, 26, 19710023, 1418, 6084, 13081
06-19, 27, 19709411, 1507, 6399, 13289
06-19, 27, 19722027, 1508, 6412, 13296
06-19, 28, 19721377, 1551, 6778, 13537
06-19, 28, 19733980, 1554, 6794, 13552
06-19, 29, 19733312, 1586, 7178, 13804
06-19, 29, 19745935, 1586, 7180, 13816
06-19, 30, 19745200, 1690, 7550, 14077
06-19, 30, 19757768, 1704, 7567, 14115
07-19, 1, 19757008, 1810, 7919, 14417
07-19, 1, 19773766, 1827, 7926, 14424
07-19, 2, 19772579, 2298, 8364, 14702
07-19, 2, 19789333, 2307, 8376, 14716
07-19, 3, 19788035, 2663, 8989, 15045
07-19, 3, 19804773, 2673, 8986, 15089
07-19, 4, 19803376, 3057, 9666, 15422
07-19, 4, 19820127, 3055, 9679, 15449
07-19, 5, 19818675, 3274, 10568, 15793
07-19, 5, 19835422, 3277, 10574, 15826
07-19, 6, 19833877, 3515, 11507, 16200
07-19, 6, 19850624, 3517, 11521, 16226
07-19, 7, 19848928, 3832, 12489, 16639
07-19, 7, 19865661, 3842, 12498, 16676
07-19, 8, 19863832, 4155, 13568, 17122
07-19, 8, 19880550, 4174, 13582, 17160
07-19, 9, 19878486, 4657, 14692, 17631
07-19, 9, 19895202, 4666, 14721, 17666
07-19, 10, 19892981, 5011, 16064, 18199
07-19, 10, 19909687, 5026, 16109, 18222
07-19, 11, 19907242, 5579, 17454, 18769
07-19, 11, 19923952, 5605, 17468, 18808
07-19, 12, 19921341, 6021, 19086, 19385
07-19, 12, 19938070, 6036, 19119, 19397
07-19, 13, 19935180, 6593, 20759, 20090
07-19, 13, 19951908, 6612, 20760, 20131
07-19, 14, 19948852, 7074, 22618, 20867
07-19, 14, 19965554, 7099, 22664, 20883
07-19, 15, 19962219, 7537, 24726, 21718
07-19, 15, 19978899, 7567, 24761, 21762
07-19, 16, 19975096, 8441, 26771, 22681
07-19, 16, 19991790, 8460, 26808, 22720
07-19, 17, 19987652, 9335, 29140, 23651
07-19, 17, 20004326, 9357, 29167, 23717
07-19, 18, 20000003, 9983, 31881, 24700
07-19, 18, 20016655, 10011, 31928, 24762
07-19, 19, 20011907, 10842, 34722, 25885
07-19, 19, 20028565, 10866, 34791, 25923
07-19, 20, 20023393, 11761, 37842, 27149
07-19, 20, 20040089, 11778, 37880, 27187
07-19, 21, 20034410, 12758, 41255, 28511
07-19, 21, 20051022, 12797, 41348, 28556
07-19, 22, 20044901, 13958, 44791, 30073
07-19, 22, 20061541, 13997, 44889, 30085
07-19, 23, 20054792, 15243, 48821, 31656
07-19, 23, 20071454, 15265, 48885, 31697
07-19, 24, 20064215, 16554, 53106, 33426
07-19, 24, 20080767, 16615, 53235, 33473
07-19, 25, 20072809, 17993, 57963, 35325
07-19, 25, 20089350, 18033, 58116, 35380
07-19, 26, 20080554, 19755, 63161, 37409
07-19, 26, 20097195, 19781, 63234, 37458
07-19, 27, 20087848, 21443, 68751, 39626
07-19, 27, 20104391, 21507, 68850, 39709
07-19, 28, 20094107, 23327, 74873, 42150
07-19, 28, 20110638, 23405, 74968, 42235
07-19, 29, 20099411, 25272, 81715, 44848
07-19, 29, 20115974, 25306, 81844, 44911
07-19, 30, 20103575, 27826, 88854, 47780
07-19, 30, 20120138, 27894, 88959, 47833
07-19, 31, 20106923, 30212, 96788, 50901
07-19, 31, 20123415, 30293, 96942, 50963
08-19, 1, 20109051, 32800, 105553, 54209
08-19, 1, 20123058, 32923, 105682, 54276
08-19, 2, 20107187, 35927, 114739, 58086
08-19, 2, 20121231, 36005, 114879, 58150
08-19, 3, 20103970, 39097, 124921, 62277
08-19, 3, 20117851, 39190, 125174, 62376
08-19, 4, 20099192, 42470, 136121, 66808
08-19, 4, 20113127, 42550, 136304, 66936
08-19, 5, 20092713, 46243, 148084, 71877
08-19, 5, 20106698, 46327, 148292, 71926
08-19, 6, 20084378, 50494, 161151, 77220
08-19, 6, 20098358, 50587, 161343, 77281
08-19, 7, 20074289, 54876, 175496, 82908
08-19, 7, 20088206, 55006, 175703, 82980
08-19, 8, 20061592, 59970, 191100, 89233
08-19, 8, 20075434, 60136, 191338, 89313
08-19, 9, 20046727, 65030, 208521, 95943
08-19, 9, 20060362, 65227, 208811, 96147
08-19, 10, 20028953, 71094, 226915, 103585
08-19, 10, 20042685, 71252, 227211, 103725
08-19, 11, 20008604, 77223, 247491, 111555
08-19, 11, 20022400, 77339, 247802, 111658
08-19, 12, 19985727, 83704, 269421, 120347
08-19, 12, 19999345, 83896, 269719, 120565
08-19, 13, 19958778, 91550, 293133, 130064
08-19, 13, 19972170, 91809, 293567, 130305
08-19, 14, 19928078, 99832, 319400, 140541
08-19, 14, 19941593, 100062, 319752, 140770
08-19, 15, 19893412, 108727, 348109, 151929
08-19, 15, 19906735, 109045, 348575, 152148
08-19, 16, 19854728, 118177, 379089, 164509
08-19, 16, 19868210, 118437, 379491, 164691
08-19, 17, 19811524, 128516, 412787, 178002
08-19, 17, 19824831, 128805, 413328, 178191
08-19, 18, 19762738, 140267, 449401, 192749
08-19, 18, 19775944, 140606, 449972, 192959
08-19, 19, 19708641, 152769, 489383, 208688
08-19, 19, 19721674, 153077, 490082, 208974
08-19, 20, 19648072, 166053, 533437, 226245
08-19, 20, 19660953, 166473, 534157, 226550
08-19, 21, 19581473, 180581, 580746, 245333
08-19, 21, 19594174, 181039, 581492, 245754
08-19, 22, 19506789, 197261, 632266, 266143
08-19, 22, 19519580, 197656, 633096, 266453
08-19, 23, 19425344, 214211, 688343, 288887
08-19, 23, 19438035, 214646, 689155, 289275
08-19, 24, 19335031, 233368, 749237, 313475
08-19, 24, 19347119, 234009, 750296, 314013
08-19, 25, 19234892, 254236, 815809, 340500
08-19, 25, 19246987, 254833, 816936, 341007
08-19, 26, 19124236, 277305, 888637, 369585
08-19, 26, 19136235, 277997, 889789, 370068
08-19, 27, 19002829, 302400, 967716, 401144
08-19, 27, 19014723, 303089, 968976, 401627
08-19, 28, 18869741, 328722, 1054304, 435648
Los Angeles-Long Beach-Anaheim CA MSA
01-20, 1, 13214799, 0, 0, 0
01-20, 1, 13213794, 0, 0, 0
01-20, 2, 13213783, 11, 0, 0
01-20, 2, 13212778, 10, 1, 0
01-20, 3, 13212767, 19, 3, 0
01-20, 3, 13211762, 18, 4, 0
01-20, 4, 13211748, 27, 9, 0
01-20, 4, 13210743, 26, 9, 1
01-20, 5, 13210728, 29, 20, 2
01-20, 5, 13209724, 28, 20, 2
01-20, 6, 13209710, 32, 30, 2
01-20, 6, 13208705, 34, 28, 2
01-20, 7, 13208689, 42, 35, 3
01-20, 7, 13207685, 41, 35, 3
01-20, 8, 13207671, 44, 45, 4
01-20, 8, 13206667, 44, 45, 3
01-20, 9, 13206658, 27, 70, 4
01-20, 9, 13205655, 26, 69, 4
01-20, 10, 13205637, 35, 75, 7
01-20, 10, 13204632, 35, 76, 6
01-20, 11, 13204621, 31, 89, 8
01-20, 11, 13203614, 32, 91, 7
01-20, 12, 13203600, 35, 98, 11
01-20, 12, 13202599, 33, 97, 10
01-20, 13, 13202590, 27, 107, 15
01-20, 13, 13201584, 29, 107, 14
01-20, 14, 13201567, 34, 114, 19
01-20, 14, 13200566, 33, 113, 17
01-20, 15, 13200552, 34, 123, 20
01-20, 15, 13199548, 32, 125, 19
01-20, 16, 13199537, 36, 129, 22
01-20, 16, 13198530, 38, 130, 21
01-20, 17, 13198513, 44, 138, 24
01-20, 17, 13197510, 43, 139, 22
01-20, 18, 13197496, 35, 160, 23
01-20, 18, 13196491, 37, 159, 22
01-20, 19, 13196477, 35, 171, 26
01-20, 19, 13195471, 36, 172, 25
01-20, 20, 13195455, 32, 186, 31
01-20, 20, 13194449, 32, 188, 30
01-20, 21, 13194430, 41, 195, 33
01-20, 21, 13193425, 44, 192, 33
01-20, 22, 13193396, 59, 200, 39
01-20, 22, 13192392, 58, 201, 38
01-20, 23, 13192378, 50, 217, 44
01-20, 23, 13191375, 49, 217, 43
01-20, 24, 13191356, 44, 236, 48
01-20, 24, 13190348, 45, 239, 47
01-20, 25, 13190325, 49, 248, 57
01-20, 25, 13189320, 50, 247, 57
01-20, 26, 13189300, 55, 260, 59
01-20, 26, 13188297, 55, 258, 59
01-20, 27, 13188262, 75, 265, 67
01-20, 27, 13187261, 76, 260, 67
01-20, 28, 13187235, 72, 281, 76
01-20, 28, 13186233, 72, 280, 74
01-20, 29, 13186208, 75, 291, 85
01-20, 29, 13185203, 76, 291, 84
01-20, 30, 13185173, 71, 314, 96
01-20, 30, 13184174, 71, 309, 95
01-20, 31, 13184137, 72, 336, 104
01-20, 31, 13183135, 73, 336, 100
02-19, 1, 13183109, 65, 354, 116
02-19, 1, 13185803, 65, 359, 115
02-19, 2, 13185767, 69, 376, 130
02-19, 2, 13188465, 66, 379, 130
02-19, 3, 13188432, 73, 394, 141
02-19, 3, 13191132, 74, 391, 141
02-19, 4, 13191100, 73, 403, 162
02-19, 4, 13193787, 78, 407, 164
02-19, 5, 13193739, 99, 422, 176
02-19, 5, 13196436, 100, 421, 177
02-19, 6, 13196402, 104, 439, 189
02-19, 6, 13199094, 107, 440, 191
02-19, 7, 13199056, 99, 472, 205
02-19, 7, 13201753, 100, 473, 204
02-19, 8, 13201709, 102, 500, 219
02-19, 8, 13204408, 103, 500, 217
02-19, 9, 13204365, 105, 520, 238
02-19, 9, 13207059, 110, 521, 236
02-19, 10, 13207017, 111, 542, 256
02-19, 10, 13209712, 113, 544, 255
02-19, 11, 13209637, 144, 565, 278
02-19, 11, 13212334, 145, 567, 276
02-19, 12, 13212282, 143, 601, 296
02-19, 12, 13214977, 145, 600, 298
02-19, 13, 13214915, 151, 638, 316
02-19, 13, 13217622, 150, 632, 314
02-19, 14, 13217551, 162, 670, 335
02-19, 14, 13220256, 163, 662, 335
02-19, 15, 13220186, 177, 701, 352
02-19, 15, 13222886, 180, 699, 349
02-19, 16, 13222810, 188, 751, 365
02-19, 16, 13225515, 192, 740, 365
02-19, 17, 13225448, 180, 790, 394
02-19, 17, 13228152, 180, 787, 391
02-19, 18, 13228055, 198, 836, 421
02-19, 18, 13230757, 196, 834, 421
02-19, 19, 13230672, 196, 890, 450
02-19, 19, 13233357, 199, 897, 453
02-19, 20, 13233262, 228, 942, 474
02-19, 20, 13235960, 226, 942, 476
02-19, 21, 13235877, 207, 1015, 505
02-19, 21, 13238569, 207, 1017, 509
02-19, 22, 13238472, 211, 1077, 542
02-19, 22, 13241167, 212, 1077, 544
02-19, 23, 13241032, 262, 1124, 582
02-19, 23, 13243720, 266, 1125, 587
02-19, 24, 13243601, 296, 1170, 631
02-19, 24, 13246301, 291, 1173, 631
02-19, 25, 13246166, 301, 1258, 671
02-19, 25, 13248860, 303, 1257, 674
02-19, 26, 13248732, 325, 1322, 715
02-19, 26, 13251412, 327, 1332, 721
02-19, 27, 13251276, 327, 1411, 778
02-19, 27, 13253955, 335, 1420, 780
02-19, 28, 13253801, 365, 1494, 830
02-19, 28, 13256472, 372, 1505, 839
02-19, 29, 13256334, 362, 1598, 894
02-19, 29, 13259007, 369, 1603, 907
03-19, 1, 13258847, 383, 1692, 964
03-19, 1, 13259251, 382, 1696, 966
03-19, 2, 13259154, 322, 1803, 1016
03-19, 2, 13259560, 322, 1803, 1019
03-19, 3, 13259469, 278, 1879, 1078
03-19, 3, 13259867, 279, 1885, 1082
03-19, 4, 13259771, 265, 1931, 1146
03-19, 4, 13260175, 265, 1934, 1148
03-19, 5, 13260086, 255, 1952, 1229
03-19, 5, 13260496, 256, 1950, 1229
03-19, 6, 13260400, 261, 1972, 1298
03-19, 6, 13260806, 262, 1973, 1299
03-19, 7, 13260699, 254, 2017, 1370
03-19, 7, 13261112, 255, 2013, 1369
