Each row contains mmyy, dd, s (susceptible), e (exposed), i (infected), and r (removed) population for a particular metro area
New York-Newark-Jersey City NY-NJ-PA MSA
01-20, 1, 19216182, 0, 0, 0
01-20, 1, 19218079, 0, 0, 0
01-20, 2, 19218061, 18, 0, 0
01-20, 2, 19219958, 18, 0, 0
01-20, 3, 19219939, 29, 8, 0
01-20, 3, 19221836, 29, 8, 0
01-20, 4, 19221815, 37, 20, 1
01-20, 4, 19223712, 37, 20, 1
01-20, 5, 19223697, 35, 37, 1
01-20, 5, 19225594, 35, 37, 1
01-20, 6, 19225578, 39, 47, 3
01-20, 6, 19227475, 39, 47, 3
01-20, 7, 19227454, 45, 60, 5
01-20, 7, 19229352, 44, 60, 5
01-20, 8, 19229328, 42, 84, 7
01-20, 8, 19231226, 42, 83, 7
01-20, 9, 19231203, 44, 100, 11
01-20, 9, 19233102, 43, 99, 11
01-20, 10, 19233073, 57, 109, 16
01-20, 10, 19234971, 55, 109, 17
01-20, 11, 19234955, 49, 127, 21
01-20, 11, 19236852, 48, 128, 21
01-20, 12, 19236837, 47, 140, 25
01-20, 12, 19238735, 46, 141, 24
01-20, 13, 19238717, 45, 153, 31
01-20, 13, 19240614, 44, 155, 30
01-20, 14, 19240590, 46, 165, 42
01-20, 14, 19242490, 45, 164, 41
01-20, 15, 19242465, 53, 176, 46
01-20, 15, 19244361, 54, 177, 45
01-20, 16, 19244338, 53, 192, 54
01-20, 16, 19246237, 53, 191, 53
01-20, 17, 19246218, 51, 206, 59
01-20, 17, 19248116, 49, 208, 58
01-20, 18, 19248104, 40, 219, 68
01-20, 18, 19250002, 40, 218, 68
01-20, 19, 19249983, 39, 230, 76
01-20, 19, 19251880, 38, 232, 75
01-20, 20, 19251861, 38, 243, 83
01-20, 20, 19253762, 37, 241, 82
01-20, 21, 19253740, 43, 243, 96
01-20, 21, 19255635, 44, 244, 96
01-20, 22, 19255611, 53, 250, 105
01-20, 22, 19257507, 52, 251, 106
01-20, 23, 19257482, 60, 257, 117
01-20, 23, 19259382, 59, 256, 116
01-20, 24, 19259360, 54, 277, 122
01-20, 24, 19261260, 53, 276, 121
01-20, 25, 19261226, 70, 282, 132
01-20, 25, 19263124, 70, 283, 130
01-20, 26, 19263091, 77, 306, 133
01-20, 26, 19264990, 76, 306, 132
01-20, 27, 19264962, 73, 323, 146
01-20, 27, 19266860, 72, 323, 146
01-20, 28, 19266826, 80, 335, 160
01-20, 28, 19268724, 79, 335, 160
01-20, 29, 19268693, 80, 354, 171
01-20, 29, 19270589, 79, 354, 173
01-20, 30, 19270561, 72, 383, 179
01-20, 30, 19272457, 70, 384, 181
01-20, 31, 19272424, 77, 395, 196
01-20, 31, 19274317, 78, 398, 196
02-19, 1, 19274281, 89, 408, 211
02-19, 1, 19271130, 91, 407, 208
02-19, 2, 19271089, 99, 423, 225
02-19, 2, 19267932, 100, 423, 228
02-19, 3, 19267894, 92, 456, 241
02-19, 3, 19264741, 93, 454, 242
02-19, 4, 19264695, 102, 480, 253
02-19, 4, 19261544, 102, 479, 252
02-19, 5, 19261496, 106, 506, 269
02-19, 5, 19258342, 106, 505, 271
02-19, 6, 19258296, 106, 529, 293
02-19, 6, 19255149, 106, 524, 292
02-19, 7, 19255094, 123, 544, 310
02-19, 7, 19251943, 124, 542, 309
02-19, 8, 19251881, 139, 568, 330
02-19, 8, 19248723, 140, 570, 332
02-19, 9, 19248665, 138, 608, 354
02-19, 9, 19245509, 140, 609, 354
02-19, 10, 19245462, 130, 639, 381
02-19, 10, 19242305, 130, 641, 383
02-19, 11, 19242236, 149, 661, 413
02-19, 11, 19239078, 150, 663, 415
02-19, 12, 19239021, 151, 693, 441
02-19, 12, 19235857, 153, 698, 445
02-19, 13, 19235784, 170, 737, 462
02-19, 13, 19232618, 170, 744, 468
02-19, 14, 19232543, 174, 787, 496
02-19, 14, 19229386, 173, 791, 497
02-19, 15, 19229328, 156, 836, 527
02-19, 15, 19226172, 156, 839, 527
02-19, 16, 19226076, 190, 881, 547
02-19, 16, 19222919, 191, 883, 548
02-19, 17, 19222833, 198, 932, 578
02-19, 17, 19219682, 199, 929, 578
02-19, 18, 19219585, 230, 961, 612
02-19, 18, 19216427, 233, 960, 615
02-19, 19, 19216342, 223, 1031, 639
02-19, 19, 19213183, 224, 1033, 642
02-19, 20, 19213076, 243, 1085, 678
02-19, 20, 19209915, 246, 1086, 682
02-19, 21, 19209813, 250, 1145, 721
02-19, 21, 19206665, 247, 1148, 716
02-19, 22, 19206539, 285, 1201, 751
02-19, 22, 19203374, 291, 1202, 756
02-19, 23, 19203256, 304, 1270, 793
