Each row contains mmyy, dd, s (susceptible), e (exposed), i (infected), and r (removed) population for a particular metro area
New York-Newark-Jersey City NY-NJ-PA MSA
01-20, 1, 19216182, 0, 0, 0
01-20, 1, 19218079, 0, 0, 0
01-20, 2, 19218062, 17, 0, 0
01-20, 2, 19219959, 17, 0, 0
01-20, 3, 19219939, 30, 7, 0
01-20, 3, 19221836, 30, 7, 0
01-20, 4, 19221821, 32, 20, 0
01-20, 4, 19223715, 33, 22, 0
01-20, 5, 19223698, 37, 33, 2
01-20, 5, 19225597, 37, 31, 2
01-20, 6, 19225575, 47, 43, 2
01-20, 6, 19227472, 47, 43, 2
01-20, 7, 19227447, 56, 58, 3
01-20, 7, 19229344, 55, 59, 3
01-20, 8, 19229322, 50, 85, 4
01-20, 8, 19231219, 50, 85, 4
01-20, 9, 19231203, 51, 97, 7
01-20, 9, 19233101, 50, 97, 7
01-20, 10, 19233080, 48, 118, 9
01-20, 10, 19234977, 48, 118, 9
01-20, 11, 19234955, 45, 138, 14
01-20, 11, 19236850, 46, 139, 14
01-20, 12, 19236829, 45, 152, 23
01-20, 12, 19238725, 45, 153, 23
01-20, 13, 19238703, 50, 165, 28
01-20, 13, 19240603, 47, 165, 28
01-20, 14, 19240582, 50, 178, 33
01-20, 14, 19242478, 49, 179, 34
01-20, 15, 19242465, 44, 193, 38
01-20, 15, 19244361, 44, 194, 38
01-20, 16, 19244345, 44, 204, 44
01-20, 16, 19246241, 43, 206, 44
01-20, 17, 19246224, 48, 210, 52
01-20, 17, 19248121, 48, 210, 52
01-20, 18, 19248099, 50, 224, 58
01-20, 18, 19249997, 49, 224, 58
01-20, 19, 19249974, 54, 234, 66
01-20, 19, 19251871, 55, 233, 66
01-20, 20, 19251854, 52, 247, 72
01-20, 20, 19253752, 52, 246, 72
01-20, 21, 19253732, 51, 261, 78
01-20, 21, 19255632, 49, 260, 78
01-20, 22, 19255603, 55, 271, 90
01-20, 22, 19257500, 55, 271, 90
01-20, 23, 19257477, 60, 280, 99
01-20, 23, 19259372, 60, 282, 99
01-20, 24, 19259336, 70, 298, 109
01-20, 24, 19261231, 71, 299, 109
01-20, 25, 19261197, 69, 325, 119
01-20, 25, 19263093, 69, 326, 119
01-20, 26, 19263057, 78, 336, 136
01-20, 26, 19264948, 80, 339, 137
01-20, 27, 19264913, 84, 358, 149
01-20, 27, 19266811, 85, 358, 147
01-20, 28, 19266776, 89, 383, 153
01-20, 28, 19268674, 88, 382, 154
01-20, 29, 19268640, 88, 405, 165
01-20, 29, 19270538, 87, 406, 164
01-20, 30, 19270504, 84, 419, 188
01-20, 30, 19272395, 88, 420, 189
01-20, 31, 19272356, 90, 438, 208
01-20, 31, 19274253, 89, 439, 208
02-19, 1, 19274215, 84, 464, 226
02-19, 1, 19271060, 84, 466, 226
02-19, 2, 19271022, 88, 489, 237
02-19, 2, 19267865, 90, 489, 239
02-19, 3, 19267811, 113, 502, 257
02-19, 3, 19264657, 113, 502, 258
02-19, 4, 19264594, 132, 531, 273
02-19, 4, 19261443, 131, 529, 274
02-19, 5, 19261381, 139, 563, 294
02-19, 5, 19258230, 139, 561, 294
02-19, 6, 19258176, 143, 596, 309
02-19, 6, 19255022, 141, 598, 310
02-19, 7, 19254964, 140, 641, 326
02-19, 7, 19251811, 140, 639, 328
02-19, 8, 19251754, 133, 679, 352
02-19, 8, 19248595, 132, 684, 354
02-19, 9, 19248522, 152, 711, 380
02-19, 9, 19245368, 150, 713, 381
02-19, 10, 19245294, 162, 754, 402
02-19, 10, 19242137, 164, 757, 401
02-19, 11, 19242055, 176, 798, 430
02-19, 11, 19238892, 178, 805, 431
02-19, 12, 19238808, 192, 840, 466
02-19, 12, 19235659, 192, 836, 466
02-19, 13, 19235568, 206, 895, 484
02-19, 13, 19232413, 205, 897, 485
02-19, 14, 19232320, 221, 937, 522
02-19, 14, 19229165, 220, 938, 524
02-19, 15, 19229066, 230, 995, 556
02-19, 15, 19225911, 231, 994, 558
02-19, 16, 19225807, 237, 1053, 597
02-19, 16, 19222657, 238, 1048, 598
02-19, 17, 19222550, 242, 1108, 641
02-19, 17, 19219395, 242, 1109, 642
02-19, 18, 19219264, 279, 1169, 676
02-19, 18, 19216104, 283, 1167, 681
02-19, 19, 19215996, 265, 1258, 716
02-19, 19, 19212838, 265, 1261, 718
02-19, 20, 19212713, 284, 1319, 766
02-19, 20, 19209556, 284, 1321, 768
02-19, 21, 19209435, 292, 1392, 810
02-19, 21, 19206276, 295, 1394, 811
02-19, 22, 19206115, 334, 1458, 869
02-19, 22, 19202959, 339, 1459, 866
02-19, 23, 19202813, 343, 1552, 915
