Each row contains mmyy, dd, s (susceptible), e (exposed), i (infected), and r (removed) population for a particular metro area
New York-Newark-Jersey City NY-NJ-PA MSA
01-20, 1, 19216182, 0, 0, 0
01-20, 1, 19218079, 0, 0, 0
01-20, 2, 19218061, 18, 0, 0
01-20, 2, 19219958, 18, 0, 0
01-20, 3, 19219937, 31, 8, 0
01-20, 3, 19221834, 31, 8, 0
01-20, 4, 19221809, 43, 21, 0
01-20, 4, 19223706, 43, 21, 0
01-20, 5, 19223688, 48, 34, 0
01-20, 5, 19225584, 48, 35, 0
01-20, 6, 19225562, 50, 55, 0
01-20, 6, 19227458, 51, 55, 0
01-20, 7, 19227437, 51, 74, 2
01-20, 7, 19229331, 52, 76, 2
01-20, 8, 19229312, 43, 102, 4
01-20, 8, 19231208, 43, 103, 4
01-20, 9, 19231189, 44, 116, 9
01-20, 9, 19233086, 44, 116, 9
01-20, 10, 19233066, 44, 132, 13
01-20, 10, 19234963, 43, 133, 13
01-20, 11, 19234947, 41, 143, 21
01-20, 11, 19236848, 38, 142, 21
01-20, 12, 19236834, 37, 152, 26
01-20, 12, 19238729, 39, 152, 26
01-20, 13, 19238708, 43, 163, 32
01-20, 13, 19240606, 43, 162, 32
01-20, 14, 19240588, 42, 178, 35
01-20, 14, 19242483, 42, 180, 35
01-20, 15, 19242462, 46, 190, 42
01-20, 15, 19244358, 46, 191, 42
01-20, 16, 19244336, 49, 202, 50
01-20, 16, 19246233, 48, 203, 50
01-20, 17, 19246216, 44, 215, 59
01-20, 17, 19248115, 43, 215, 58
01-20, 18, 19248090, 50, 228, 63
01-20, 18, 19249986, 50, 229, 63
01-20, 19, 19249969, 49, 244, 66
01-20, 19, 19251865, 49, 246, 65
01-20, 20, 19251842, 55, 250, 78
01-20, 20, 19253737, 55, 252, 78
01-20, 21, 19253713, 59, 264, 86
01-20, 21, 19255606, 60, 267, 86
01-20, 22, 19255584, 67, 274, 94
01-20, 22, 19257477, 69, 275, 95
01-20, 23, 19257445, 71, 295, 105
01-20, 23, 19259338, 70, 296, 109
01-20, 24, 19259311, 67, 317, 118
01-20, 24, 19261210, 67, 316, 117
01-20, 25, 19261179, 63, 343, 125
01-20, 25, 19263074, 64, 345, 124
01-20, 26, 19263043, 70, 364, 130
01-20, 26, 19264939, 70, 367, 128
01-20, 27, 19264901, 87, 371, 145
01-20, 27, 19266801, 87, 368, 145
01-20, 28, 19266762, 91, 393, 155
01-20, 28, 19268656, 93, 395, 154
01-20, 29, 19268618, 97, 419, 164
01-20, 29, 19270509, 98, 420, 168
01-20, 30, 19270465, 100, 443, 187
01-20, 30, 19272369, 99, 440, 184
01-20, 31, 19272317, 116, 458, 201
01-20, 31, 19274211, 118, 460, 200
02-19, 1, 19274160, 127, 489, 213
02-19, 1, 19271000, 132, 492, 212
02-19, 2, 19270950, 131, 531, 224
02-19, 2, 19267793, 131, 534, 225
02-19, 3, 19267739, 139, 561, 244
02-19, 3, 19264583, 139, 561, 247
02-19, 4, 19264530, 134, 603, 263
02-19, 4, 19261371, 136, 605, 265
02-19, 5, 19261322, 124, 642, 289
02-19, 5, 19258166, 126, 642, 290
02-19, 6, 19258116, 131, 664, 313
02-19, 6, 19254962, 132, 662, 315
02-19, 7, 19254887, 153, 696, 335
02-19, 7, 19251740, 150, 696, 332
02-19, 8, 19251672, 165, 721, 360
02-19, 8, 19248512, 166, 721, 366
02-19, 9, 19248441, 171, 756, 397
02-19, 9, 19245283, 172, 760, 397
02-19, 10, 19245208, 179, 796, 429
02-19, 10, 19242052, 181, 800, 426
02-19, 11, 19241958, 215, 837, 449
02-19, 11, 19238799, 219, 840, 448
02-19, 12, 19238708, 226, 899, 473
02-19, 12, 19235559, 228, 900, 466
02-19, 13, 19235479, 217, 969, 488
02-19, 13, 19232325, 219, 970, 486
02-19, 14, 19232217, 256, 994, 533
02-19, 14, 19229068, 258, 996, 525
02-19, 15, 19228966, 262, 1067, 552
02-19, 15, 19225816, 263, 1063, 552
02-19, 16, 19225710, 270, 1126, 588
02-19, 16, 19222555, 271, 1122, 593
02-19, 17, 19222426, 297, 1188, 630
02-19, 17, 19219266, 301, 1190, 631
02-19, 18, 19219136, 314, 1270, 668
02-19, 18, 19215986, 315, 1267, 667
02-19, 19, 19215870, 297, 1353, 715
02-19, 19, 19212709, 301, 1354, 718
02-19, 20, 19212566, 331, 1429, 756
02-19, 20, 19209413, 331, 1424, 761
02-19, 21, 19209266, 352, 1503, 808
02-19, 21, 19206113, 352, 1503, 808
02-19, 22, 19205940, 388, 1589, 859
02-19, 22, 19202805, 388, 1572, 858
02-19, 23, 19202658, 371, 1692, 902
