Each row contains mmyy, dd, s (susceptible), e (exposed), i (infected), and r (removed) population for a particular metro area
New York-Newark-Jersey City NY-NJ-PA MSA
01-20, 1, 19216182, 0, 0, 0
01-20, 1, 19218078, 0, 1, 0
01-20, 2, 19218058, 20, 1, 0
01-20, 2, 19219955, 20, 1, 0
01-20, 3, 19219939, 30, 7, 0
01-20, 3, 19221837, 29, 7, 0
01-20, 4, 19221817, 38, 17, 1
01-20, 4, 19223713, 39, 17, 1
01-20, 5, 19223692, 48, 28, 2
01-20, 5, 19225589, 48, 28, 2
01-20, 6, 19225574, 48, 42, 3
01-20, 6, 19227471, 48, 42, 3
01-20, 7, 19227449, 50, 60, 5
01-20, 7, 19229348, 51, 57, 5
01-20, 8, 19229331, 50, 73, 7
01-20, 8, 19231228, 50, 73, 7
01-20, 9, 19231217, 38, 94, 9
01-20, 9, 19233115, 38, 93, 9
01-20, 10, 19233104, 33, 107, 11
01-20, 10, 19235002, 33, 105, 12
01-20, 11, 19234979, 39, 117, 17
01-20, 11, 19236877, 40, 115, 17
01-20, 12, 19236861, 33, 132, 23
01-20, 12, 19238760, 34, 129, 23
01-20, 13, 19238735, 46, 138, 27
01-20, 13, 19240634, 46, 136, 27
01-20, 14, 19240617, 49, 145, 32
01-20, 14, 19242515, 49, 144, 32
01-20, 15, 19242491, 49, 162, 38
01-20, 15, 19244388, 49, 162, 38
01-20, 16, 19244373, 42, 179, 43
01-20, 16, 19246269, 43, 179, 43
01-20, 17, 19246257, 43, 186, 48
01-20, 17, 19248155, 43, 185, 48
01-20, 18, 19248134, 47, 194, 56
01-20, 18, 19250033, 47, 192, 56
01-20, 19, 19250014, 41, 210, 63
01-20, 19, 19251913, 41, 208, 63
01-20, 20, 19251891, 42, 223, 69
01-20, 20, 19253790, 42, 221, 69
01-20, 21, 19253773, 37, 235, 77
01-20, 21, 19255669, 37, 235, 78
01-20, 22, 19255645, 42, 245, 87
01-20, 22, 19257543, 42, 244, 87
01-20, 23, 19257510, 57, 255, 94
01-20, 23, 19259409, 57, 253, 94
01-20, 24, 19259375, 70, 268, 100
01-20, 24, 19261275, 70, 265, 100
01-20, 25, 19261250, 65, 288, 107
01-20, 25, 19263145, 68, 287, 107
01-20, 26, 19263115, 76, 302, 114
01-20, 26, 19265012, 76, 300, 116
01-20, 27, 19264988, 69, 317, 130
01-20, 27, 19266887, 69, 315, 130
01-20, 28, 19266856, 75, 329, 141
01-20, 28, 19268753, 76, 329, 140
01-20, 29, 19268716, 88, 350, 144
01-20, 29, 19270612, 88, 351, 144
01-20, 30, 19270577, 86, 366, 166
01-20, 30, 19272477, 86, 363, 166
01-20, 31, 19272438, 92, 378, 184
01-20, 31, 19274330, 93, 382, 184
02-19, 1, 19274288, 104, 398, 199
02-19, 1, 19271136, 104, 397, 199
02-19, 2, 19271086, 113, 419, 218
02-19, 2, 19267934, 113, 416, 220
02-19, 3, 19267897, 107, 453, 226
02-19, 3, 19264746, 107, 453, 224
02-19, 4, 19264708, 102, 483, 237
02-19, 4, 19261553, 102, 485, 237
02-19, 5, 19261510, 109, 506, 252
02-19, 5, 19258358, 109, 506, 251
02-19, 6, 19258302, 122, 538, 262
02-19, 6, 19255150, 122, 538, 261
02-19, 7, 19255091, 133, 567, 280
02-19, 7, 19251933, 134, 570, 281
02-19, 8, 19251877, 134, 605, 302
02-19, 8, 19248721, 134, 609, 301
02-19, 9, 19248654, 145, 640, 326
02-19, 9, 19245503, 145, 637, 327
02-19, 10, 19245439, 141, 685, 347
02-19, 10, 19242283, 143, 685, 348
02-19, 11, 19242223, 153, 710, 373
02-19, 11, 19239061, 156, 716, 373
02-19, 12, 19238975, 182, 750, 399
02-19, 12, 19235816, 183, 752, 402
02-19, 13, 19235751, 183, 787, 432
02-19, 13, 19232586, 184, 795, 435
02-19, 14, 19232509, 184, 849, 458
02-19, 14, 19229346, 187, 851, 463
02-19, 15, 19229275, 184, 898, 490
02-19, 15, 19226125, 182, 896, 491
02-19, 16, 19226027, 195, 946, 526
02-19, 16, 19222880, 195, 937, 529
02-19, 17, 19222786, 209, 988, 558
02-19, 17, 19219633, 208, 985, 562
02-19, 18, 19219529, 217, 1047, 595
02-19, 18, 19216365, 216, 1055, 599
02-19, 19, 19216269, 228, 1106, 632
02-19, 19, 19213112, 227, 1109, 634
02-19, 20, 19213005, 247, 1166, 664
02-19, 20, 19209841, 246, 1181, 661
02-19, 21, 19209725, 256, 1247, 701
02-19, 21, 19206566, 256, 1254, 700
02-19, 22, 19206462, 251, 1311, 752
02-19, 22, 19203300, 253, 1315, 755
02-19, 23, 19203156, 296, 1374, 797
