Each row contains mmyy, dd, s (susceptible), e (exposed), i (infected), and r (removed) population for a particular metro area
New York-Newark-Jersey City NY-NJ-PA MSA
01-20, 1, 19216182, 0, 0, 0
01-20, 1, 19218078, 1, 0, 0
01-20, 2, 19218057, 22, 0, 0
01-20, 2, 19219953, 23, 0, 0
01-20, 3, 19219936, 32, 8, 0
01-20, 3, 19221833, 32, 8, 0
01-20, 4, 19221821, 32, 20, 0
01-20, 4, 19223718, 32, 20, 0
01-20, 5, 19223694, 50, 26, 0
01-20, 5, 19225591, 50, 26, 0
01-20, 6, 19225570, 49, 48, 0
01-20, 6, 19227467, 49, 48, 0
01-20, 7, 19227444, 60, 59, 1
01-20, 7, 19229341, 60, 59, 1
01-20, 8, 19229330, 49, 80, 2
01-20, 8, 19231227, 49, 80, 2
01-20, 9, 19231203, 54, 96, 5
01-20, 9, 19233100, 54, 96, 5
01-20, 10, 19233075, 53, 114, 13
01-20, 10, 19234972, 53, 114, 13
01-20, 11, 19234955, 46, 130, 21
01-20, 11, 19236852, 46, 130, 21
01-20, 12, 19236837, 40, 147, 25
01-20, 12, 19238735, 40, 146, 25
01-20, 13, 19238718, 41, 161, 26
01-20, 13, 19240615, 41, 161, 26
01-20, 14, 19240595, 47, 169, 32
01-20, 14, 19242491, 47, 170, 32
01-20, 15, 19242479, 40, 183, 38
01-20, 15, 19244376, 40, 183, 38
01-20, 16, 19244357, 41, 196, 43
01-20, 16, 19246254, 41, 196, 43
01-20, 17, 19246227, 50, 205, 52
01-20, 17, 19248124, 50, 205, 52
01-20, 18, 19248111, 44, 216, 60
01-20, 18, 19250008, 44, 216, 60
01-20, 19, 19249992, 46, 225, 65
01-20, 19, 19251888, 47, 225, 65
01-20, 20, 19251866, 51, 236, 72
01-20, 20, 19253760, 52, 238, 72
01-20, 21, 19253735, 57, 253, 77
01-20, 21, 19255630, 58, 254, 77
01-20, 22, 19255607, 57, 270, 85
01-20, 22, 19257501, 57, 272, 86
01-20, 23, 19257466, 67, 287, 96
01-20, 23, 19259361, 67, 289, 96
01-20, 24, 19259327, 74, 306, 106
01-20, 24, 19261224, 74, 306, 106
01-20, 25, 19261192, 80, 326, 112
01-20, 25, 19263088, 81, 326, 112
01-20, 26, 19263055, 81, 346, 125
01-20, 26, 19264951, 82, 346, 125
01-20, 27, 19264915, 82, 375, 132
01-20, 27, 19266812, 83, 374, 132
01-20, 28, 19266775, 97, 379, 150
01-20, 28, 19268671, 98, 380, 149
01-20, 29, 19268645, 85, 411, 157
01-20, 29, 19270545, 85, 409, 156
01-20, 30, 19270504, 87, 426, 178
01-20, 30, 19272403, 87, 426, 176
01-20, 31, 19272358, 98, 447, 189
01-20, 31, 19274256, 98, 446, 189
02-19, 1, 19274198, 113, 473, 205
02-19, 1, 19271043, 114, 473, 206
02-19, 2, 19271000, 122, 493, 221
02-19, 2, 19267844, 122, 494, 223
02-19, 3, 19267795, 124, 521, 243
02-19, 3, 19264643, 124, 520, 243
02-19, 4, 19264598, 114, 559, 259
02-19, 4, 19261447, 114, 561, 255
02-19, 5, 19261390, 125, 588, 274
02-19, 5, 19258233, 126, 589, 276
02-19, 6, 19258165, 141, 615, 303
02-19, 6, 19255012, 142, 616, 301
02-19, 7, 19254959, 143, 648, 321
02-19, 7, 19251804, 143, 651, 320
02-19, 8, 19251743, 142, 689, 344
02-19, 8, 19248584, 143, 692, 346
02-19, 9, 19248499, 172, 716, 378
02-19, 9, 19245347, 172, 717, 376
02-19, 10, 19245254, 203, 746, 409
02-19, 10, 19242097, 204, 746, 412
02-19, 11, 19242028, 183, 808, 440
02-19, 11, 19238872, 184, 809, 441
02-19, 12, 19238810, 175, 851, 470
02-19, 12, 19235658, 175, 849, 471
02-19, 13, 19235574, 189, 889, 501
02-19, 13, 19232424, 189, 888, 499
02-19, 14, 19232350, 179, 951, 520
02-19, 14, 19229198, 180, 949, 520
02-19, 15, 19229093, 206, 1001, 547
02-19, 15, 19225939, 206, 999, 550
02-19, 16, 19225841, 223, 1045, 585
02-19, 16, 19222694, 223, 1040, 584
02-19, 17, 19222575, 254, 1092, 620
02-19, 17, 19219417, 258, 1092, 621
02-19, 18, 19219304, 255, 1163, 666
02-19, 18, 19216152, 256, 1165, 662
02-19, 19, 19216042, 269, 1235, 689
02-19, 19, 19212891, 270, 1236, 685
02-19, 20, 19212763, 284, 1300, 735
02-19, 20, 19209609, 283, 1303, 734
02-19, 21, 19209495, 294, 1355, 785
02-19, 21, 19206334, 297, 1358, 787
02-19, 22, 19206158, 359, 1429, 830
02-19, 22, 19202995, 362, 1433, 833
02-19, 23, 19202853, 360, 1535, 875
