Each row contains mmyy, dd, s (susceptible), e (exposed), i (infected), and r (removed) population for a particular metro area
New York-Newark-Jersey City NY-NJ-PA MSA
01-20, 1, 19216182, 0, 0, 0
01-20, 1, 19218079, 0, 0, 0
01-20, 2, 19218066, 13, 0, 0
01-20, 2, 19219963, 13, 0, 0
01-20, 3, 19219948, 23, 5, 0
01-20, 3, 19221845, 23, 5, 0
01-20, 4, 19221821, 34, 17, 1
01-20, 4, 19223718, 34, 17, 1
01-20, 5, 19223698, 40, 30, 2
01-20, 5, 19225595, 40, 30, 2
01-20, 6, 19225572, 43, 50, 2
01-20, 6, 19227469, 43, 50, 2
01-20, 7, 19227449, 49, 61, 5
01-20, 7, 19229346, 49, 61, 5
01-20, 8, 19229326, 45, 84, 6
01-20, 8, 19231222, 46, 84, 6
01-20, 9, 19231203, 45, 99, 11
01-20, 9, 19233099, 46, 99, 11
01-20, 10, 19233081, 53, 105, 16
01-20, 10, 19234979, 53, 104, 16
01-20, 11, 19234959, 56, 117, 20
01-20, 11, 19236859, 56, 114, 20
01-20, 12, 19236843, 49, 133, 24
01-20, 12, 19238740, 49, 133, 24
01-20, 13, 19238723, 42, 151, 30
01-20, 13, 19240619, 43, 151, 30
01-20, 14, 19240605, 40, 162, 36
01-20, 14, 19242502, 40, 162, 36
01-20, 15, 19242481, 43, 170, 46
01-20, 15, 19244377, 43, 171, 46
01-20, 16, 19244360, 40, 186, 51
01-20, 16, 19246256, 40, 187, 51
01-20, 17, 19246232, 48, 198, 56
01-20, 17, 19248128, 49, 198, 56
01-20, 18, 19248108, 54, 207, 62
01-20, 18, 19250008, 54, 204, 62
01-20, 19, 19249985, 58, 218, 67
01-20, 19, 19251880, 58, 220, 67
01-20, 20, 19251862, 53, 237, 73
01-20, 20, 19253754, 55, 240, 73
01-20, 21, 19253731, 59, 252, 80
01-20, 21, 19255627, 60, 251, 81
01-20, 22, 19255599, 60, 270, 90
01-20, 22, 19257498, 60, 268, 90
01-20, 23, 19257466, 70, 282, 98
01-20, 23, 19259358, 72, 285, 98
01-20, 24, 19259327, 71, 309, 106
01-20, 24, 19261224, 73, 307, 106
01-20, 25, 19261203, 72, 320, 115
01-20, 25, 19263102, 72, 318, 115
01-20, 26, 19263081, 63, 337, 126
01-20, 26, 19264979, 63, 336, 126
01-20, 27, 19264948, 68, 350, 138
01-20, 27, 19266846, 68, 349, 138
01-20, 28, 19266807, 80, 361, 153
01-20, 28, 19268696, 83, 366, 153
01-20, 29, 19268656, 84, 388, 170
01-20, 29, 19270554, 83, 390, 168
01-20, 30, 19270521, 85, 407, 182
01-20, 30, 19272411, 88, 412, 181
01-20, 31, 19272367, 92, 433, 200
01-20, 31, 19274259, 93, 437, 200
02-19, 1, 19274209, 107, 447, 226
02-19, 1, 19271055, 108, 447, 226
02-19, 2, 19271011, 103, 488, 234
02-19, 2, 19267856, 105, 490, 232
02-19, 3, 19267798, 126, 512, 247
02-19, 3, 19264639, 128, 516, 247
02-19, 4, 19264588, 136, 544, 262
02-19, 4, 19261427, 138, 549, 263
02-19, 5, 19261361, 157, 584, 275
02-19, 5, 19258209, 158, 583, 274
02-19, 6, 19258148, 155, 620, 301
02-19, 6, 19254990, 157, 626, 298
02-19, 7, 19254932, 157, 665, 317
02-19, 7, 19251783, 155, 663, 317
02-19, 8, 19251706, 172, 704, 336
02-19, 8, 19248560, 171, 698, 336
02-19, 9, 19248500, 162, 743, 360
02-19, 9, 19245347, 162, 744, 359
02-19, 10, 19245271, 178, 785, 378
02-19, 10, 19242125, 179, 779, 376
02-19, 11, 19242052, 164, 840, 403
02-19, 11, 19238899, 166, 837, 404
02-19, 12, 19238823, 175, 884, 424
02-19, 12, 19235663, 176, 888, 426
02-19, 13, 19235582, 190, 913, 468
02-19, 13, 19232421, 193, 915, 471
02-19, 14, 19232334, 204, 960, 502
02-19, 14, 19229185, 205, 953, 504
02-19, 15, 19229088, 221, 1011, 527
02-19, 15, 19225928, 220, 1016, 530
02-19, 16, 19225819, 237, 1076, 562
02-19, 16, 19222662, 237, 1079, 563
02-19, 17, 19222549, 265, 1121, 606
02-19, 17, 19219400, 265, 1117, 606
02-19, 18, 19219284, 283, 1186, 635
02-19, 18, 19216133, 283, 1182, 637
02-19, 19, 19216011, 288, 1254, 682
02-19, 19, 19212852, 289, 1257, 684
02-19, 20, 19212738, 282, 1328, 734
02-19, 20, 19209576, 282, 1334, 737
02-19, 21, 19209445, 308, 1389, 787
02-19, 21, 19206288, 312, 1390, 786
02-19, 22, 19206133, 329, 1482, 832
02-19, 22, 19202982, 332, 1478, 831
02-19, 23, 19202851, 329, 1563, 880
