Each row contains mmyy, dd, s (susceptible), e (exposed), i (infected), and r (removed) population for a particular metro area
New York-Newark-Jersey City NY-NJ-PA MSA
01-20, 1, 19216182, 0, 0, 0
01-20, 1, 19218079, 0, 0, 0
01-20, 2, 19218067, 12, 0, 0
01-20, 2, 19219965, 10, 1, 0
01-20, 3, 19219948, 22, 6, 0
01-20, 3, 19221845, 20, 8, 0
01-20, 4, 19221825, 33, 15, 0
01-20, 4, 19223722, 32, 16, 0
01-20, 5, 19223701, 43, 25, 1
01-20, 5, 19225599, 42, 25, 1
01-20, 6, 19225581, 46, 38, 2
01-20, 6, 19227477, 47, 38, 2
01-20, 7, 19227457, 51, 54, 2
01-20, 7, 19229350, 52, 57, 2
01-20, 8, 19229331, 46, 82, 2
01-20, 8, 19231228, 46, 82, 2
01-20, 9, 19231203, 53, 98, 4
01-20, 9, 19233102, 53, 96, 4
01-20, 10, 19233077, 60, 111, 7
01-20, 10, 19234976, 61, 108, 7
01-20, 11, 19234961, 51, 129, 11
01-20, 11, 19236856, 51, 131, 11
01-20, 12, 19236842, 42, 151, 14
01-20, 12, 19238739, 43, 150, 14
01-20, 13, 19238713, 52, 162, 19
01-20, 13, 19240609, 52, 163, 19
01-20, 14, 19240590, 51, 175, 27
01-20, 14, 19242486, 53, 174, 27
01-20, 15, 19242468, 42, 196, 34
01-20, 15, 19244363, 44, 196, 34
01-20, 16, 19244347, 48, 201, 41
01-20, 16, 19246242, 49, 202, 41
01-20, 17, 19246224, 41, 218, 51
01-20, 17, 19248116, 44, 219, 52
01-20, 18, 19248095, 48, 227, 61
01-20, 18, 19249993, 48, 226, 61
01-20, 19, 19249972, 52, 240, 64
01-20, 19, 19251856, 59, 246, 64
01-20, 20, 19251827, 65, 261, 72
01-20, 20, 19253726, 66, 258, 72
01-20, 21, 19253687, 74, 280, 81
01-20, 21, 19255582, 76, 280, 81
01-20, 22, 19255555, 74, 303, 87
01-20, 22, 19257450, 74, 304, 88
01-20, 23, 19257420, 72, 327, 97
01-20, 23, 19259313, 72, 329, 99
01-20, 24, 19259274, 88, 347, 104
01-20, 24, 19261169, 89, 348, 104
01-20, 25, 19261141, 85, 365, 119
01-20, 25, 19263027, 90, 369, 121
01-20, 26, 19263002, 80, 395, 130
01-20, 26, 19264896, 83, 397, 128
01-20, 27, 19264854, 92, 411, 147
01-20, 27, 19266746, 96, 411, 148
01-20, 28, 19266707, 101, 431, 162
01-20, 28, 19268594, 102, 438, 164
01-20, 29, 19268549, 110, 460, 179
01-20, 29, 19270445, 112, 459, 179
01-20, 30, 19270390, 126, 482, 197
01-20, 30, 19272284, 129, 480, 199
01-20, 31, 19272238, 126, 511, 217
01-20, 31, 19274132, 127, 511, 219
02-19, 1, 19274066, 149, 541, 233
02-19, 1, 19270913, 151, 539, 233
02-19, 2, 19270853, 141, 595, 247
02-19, 2, 19267699, 143, 591, 250
02-19, 3, 19267629, 156, 617, 281
02-19, 3, 19264475, 160, 615, 280
02-19, 4, 19264405, 159, 667, 299
02-19, 4, 19261251, 159, 667, 300
02-19, 5, 19261178, 176, 703, 320
02-19, 5, 19258024, 179, 701, 320
02-19, 6, 19257950, 187, 737, 350
02-19, 6, 19254804, 187, 731, 349
02-19, 7, 19254732, 185, 779, 375
02-19, 7, 19251579, 186, 780, 373
02-19, 8, 19251510, 186, 827, 395
02-19, 8, 19248344, 187, 833, 401
02-19, 9, 19248262, 199, 881, 423
02-19, 9, 19245112, 196, 881, 423
02-19, 10, 19245023, 208, 922, 459
02-19, 10, 19241864, 211, 923, 461
02-19, 11, 19241786, 200, 980, 493
02-19, 11, 19238635, 202, 974, 495
02-19, 12, 19238542, 211, 1027, 526
02-19, 12, 19235384, 215, 1026, 528
02-19, 13, 19235300, 213, 1085, 555
02-19, 13, 19232150, 221, 1077, 552
02-19, 14, 19232031, 252, 1125, 592
02-19, 14, 19228870, 257, 1126, 594
02-19, 15, 19228726, 296, 1201, 624
02-19, 15, 19225573, 298, 1196, 627
02-19, 16, 19225454, 294, 1274, 672
02-19, 16, 19222296, 298, 1273, 674
02-19, 17, 19222162, 317, 1335, 727
02-19, 17, 19219018, 318, 1329, 723
02-19, 18, 19218893, 319, 1403, 773
02-19, 18, 19215752, 319, 1395, 769
02-19, 19, 19215598, 326, 1486, 825
02-19, 19, 19212458, 328, 1474, 822
02-19, 20, 19212332, 330, 1540, 880
02-19, 20, 19209173, 337, 1539, 880
02-19, 21, 19209000, 366, 1623, 940
02-19, 21, 19205857, 369, 1613, 937
02-19, 22, 19205697, 388, 1707, 984
02-19, 22, 19202549, 389, 1703, 982
