Each row contains mmyy, dd, s (susceptible), e (exposed), i (infected), and r (removed) population for a particular metro area
New York-Newark-Jersey City NY-NJ-PA MSA
01-20, 1, 19216182, 0, 0, 0
01-20, 1, 19218078, 1, 0, 0
01-20, 2, 19218058, 20, 1, 0
01-20, 2, 19219955, 20, 1, 0
01-20, 3, 19219933, 31, 12, 0
01-20, 3, 19221830, 31, 12, 0
01-20, 4, 19221801, 49, 23, 0
01-20, 4, 19223698, 49, 23, 0
01-20, 5, 19223679, 50, 41, 0
01-20, 5, 19225579, 50, 38, 0
01-20, 6, 19225559, 55, 53, 0
01-20, 6, 19227458, 55, 51, 0
01-20, 7, 19227437, 58, 68, 1
01-20, 7, 19229336, 56, 68, 1
01-20, 8, 19229316, 61, 77, 7
01-20, 8, 19231212, 62, 77, 7
01-20, 9, 19231195, 53, 98, 12
01-20, 9, 19233091, 53, 99, 12
01-20, 10, 19233072, 51, 116, 16
01-20, 10, 19234971, 52, 113, 16
01-20, 11, 19234948, 53, 130, 21
01-20, 11, 19236845, 53, 130, 21
01-20, 12, 19236829, 50, 146, 24
01-20, 12, 19238727, 50, 145, 24
01-20, 13, 19238703, 52, 163, 28
01-20, 13, 19240597, 53, 165, 28
01-20, 14, 19240578, 49, 181, 35
01-20, 14, 19242475, 50, 181, 34
01-20, 15, 19242458, 48, 188, 46
01-20, 15, 19244358, 48, 186, 45
01-20, 16, 19244339, 46, 198, 54
01-20, 16, 19246236, 46, 198, 54
01-20, 17, 19246211, 51, 213, 59
01-20, 17, 19248109, 52, 212, 58
01-20, 18, 19248084, 57, 225, 65
01-20, 18, 19249982, 57, 223, 66
01-20, 19, 19249962, 47, 245, 74
01-20, 19, 19251858, 47, 244, 76
01-20, 20, 19251832, 57, 249, 87
01-20, 20, 19253730, 57, 248, 87
01-20, 21, 19253707, 59, 263, 93
01-20, 21, 19255604, 59, 263, 93
01-20, 22, 19255578, 64, 269, 108
01-20, 22, 19257476, 63, 269, 108
01-20, 23, 19257444, 78, 277, 117
01-20, 23, 19259342, 78, 276, 117
01-20, 24, 19259318, 74, 300, 121
01-20, 24, 19261215, 74, 300, 121
01-20, 25, 19261182, 83, 310, 135
01-20, 25, 19263075, 85, 311, 136
01-20, 26, 19263033, 93, 330, 151
01-20, 26, 19264934, 93, 326, 151
01-20, 27, 19264896, 93, 355, 160
01-20, 27, 19266795, 93, 353, 160
01-20, 28, 19266760, 83, 381, 177
01-20, 28, 19268659, 83, 379, 177
01-20, 29, 19268633, 73, 405, 187
01-20, 29, 19270531, 72, 405, 187
01-20, 30, 19270493, 86, 418, 198
01-20, 30, 19272392, 87, 415, 198
01-20, 31, 19272348, 85, 448, 211
01-20, 31, 19274246, 86, 446, 211
02-19, 1, 19274191, 113, 463, 222
02-19, 1, 19271042, 114, 458, 222
02-19, 2, 19270991, 120, 485, 240
02-19, 2, 19267837, 121, 484, 241
02-19, 3, 19267796, 105, 531, 251
02-19, 3, 19264641, 105, 533, 251
02-19, 4, 19264578, 123, 565, 264
02-19, 4, 19261431, 124, 558, 264
02-19, 5, 19261372, 133, 589, 283
02-19, 5, 19258220, 134, 586, 284
02-19, 6, 19258169, 136, 606, 313
02-19, 6, 19255011, 138, 609, 313
02-19, 7, 19254942, 152, 651, 326
02-19, 7, 19251791, 153, 648, 326
02-19, 8, 19251728, 160, 683, 347
02-19, 8, 19248575, 161, 683, 346
02-19, 9, 19248511, 168, 714, 372
02-19, 9, 19245353, 171, 715, 373
02-19, 10, 19245295, 165, 758, 394
02-19, 10, 19242142, 168, 755, 394
02-19, 11, 19242071, 182, 790, 416
02-19, 11, 19238919, 183, 788, 416
02-19, 12, 19238847, 177, 837, 445
02-19, 12, 19235696, 178, 834, 445
02-19, 13, 19235619, 180, 868, 486
02-19, 13, 19232462, 183, 868, 487
02-19, 14, 19232379, 188, 920, 513
02-19, 14, 19229230, 188, 918, 511
02-19, 15, 19229117, 241, 950, 539
02-19, 15, 19225964, 243, 948, 539
02-19, 16, 19225868, 242, 1019, 565
02-19, 16, 19222714, 244, 1016, 567
02-19, 17, 19222624, 244, 1073, 600
02-19, 17, 19219474, 246, 1069, 599
02-19, 18, 19219367, 260, 1124, 637
02-19, 18, 19216218, 260, 1121, 636
02-19, 19, 19216117, 269, 1184, 665
02-19, 19, 19212967, 270, 1178, 667
02-19, 20, 19212855, 263, 1259, 705
02-19, 20, 19209714, 264, 1245, 706
02-19, 21, 19209593, 288, 1306, 742
02-19, 21, 19206434, 289, 1311, 742
02-19, 22, 19206300, 302, 1379, 795
02-19, 22, 19203149, 303, 1377, 794
02-19, 23, 19203000, 333, 1451, 839
