Each row contains mmyy, dd, s (susceptible), e (exposed), i (infected), and r (removed) population for a particular metro area
02-19, 23, 19199552, 337, 1652, 929
02-19, 24, 19199384, 358, 1738, 990
02-19, 24, 19196243, 358, 1733, 983
02-19, 25, 19196069, 396, 1802, 1050
02-19, 25, 19192916, 401, 1801, 1046
02-19, 26, 19192749, 414, 1887, 1114
02-19, 26, 19189591, 416, 1892, 1112
02-19, 27, 19189392, 447, 2002, 1170
02-19, 27, 19186232, 451, 2011, 1164
02-19, 28, 19186040, 460, 2119, 1239
02-19, 28, 19182888, 461, 2119, 1237
02-19, 29, 19182671, 504, 2214, 1316
02-19, 29, 19179533, 503, 2202, 1314
03-19, 1, 19179303, 525, 2329, 1395
03-19, 1, 19180533, 524, 2325, 1402
03-19, 2, 19180410, 439, 2434, 1501
03-19, 2, 19181644, 439, 2432, 1501
03-19, 3, 19181540, 368, 2523, 1585
03-19, 3, 19182772, 367, 2521, 1588
03-19, 4, 19182645, 358, 2566, 1679
03-19, 4, 19183875, 359, 2564, 1682
03-19, 5, 19183750, 346, 2608, 1776
03-19, 5, 19184982, 348, 2604, 1778
03-19, 6, 19184841, 360, 2650, 1861
03-19, 6, 19186072, 360, 2646, 1866
03-19, 7, 19185948, 356, 2679, 1961
03-19, 7, 19187190, 356, 2667, 1963
03-19, 8, 19187061, 358, 2705, 2052
03-19, 8, 19188288, 359, 2704, 2057
03-19, 9, 19188151, 362, 2735, 2160
03-19, 9, 19189383, 365, 2733, 2159
03-19, 10, 19189253, 355, 2775, 2257
03-19, 10, 19190484, 356, 2771, 2261
03-19, 11, 19190347, 342, 2824, 2359
03-19, 11, 19191575, 344, 2826, 2359
03-19, 12, 19191421, 350, 2878, 2455
03-19, 12, 19192652, 351, 2875, 2458
03-19, 13, 19192505, 365, 2905, 2561
03-19, 13, 19193735, 367, 2901, 2565
03-19, 14, 19193592, 359, 2936, 2681
03-19, 14, 19194823, 359, 2936, 2682
03-19, 15, 19194672, 353, 2983, 2792
03-19, 15, 19195904, 354, 2977, 2797
03-19, 16, 19195727, 398, 3006, 2901
03-19, 16, 19196956, 400, 3003, 2905
03-19, 17, 19196816, 405, 3018, 3025
03-19, 17, 19198035, 407, 3023, 3031
03-19, 18, 19197878, 408, 3083, 3127
03-19, 18, 19199108, 409, 3082, 3129
03-19, 19, 19198952, 401, 3132, 3243
03-19, 19, 19200189, 402, 3128, 3241
03-19, 20, 19200032, 399, 3189, 3340
03-19, 20, 19201260, 399, 3189, 3344
03-19, 21, 19201088, 402, 3245, 3457
03-19, 21, 19202315, 403, 3249, 3457
03-19, 22, 19202148, 408, 3308, 3560
03-19, 22, 19203384, 410, 3307, 3555
03-19, 23, 19203226, 427, 3323, 3680
03-19, 23, 19204457, 428, 3327, 3676
03-19, 24, 19204303, 402, 3399, 3784
03-19, 24, 19205537, 403, 3399, 3781
03-19, 25, 19205371, 420, 3440, 3889
03-19, 25, 19206597, 423, 3442, 3890
03-19, 26, 19206408, 418, 3530, 3996
03-19, 26, 19207639, 419, 3532, 3994
03-19, 27, 19207481, 419, 3569, 4115
03-19, 27, 19208711, 420, 3571, 4114
03-19, 28, 19208562, 394, 3625, 4235
03-19, 28, 19209794, 396, 3626, 4232
03-19, 29, 19209608, 413, 3664, 4363
03-19, 29, 19210843, 414, 3666, 4357
03-19, 30, 19210659, 437, 3687, 4497
03-19, 30, 19211885, 440, 3689, 4498
03-19, 31, 19211682, 463, 3748, 4619
03-19, 31, 19212913, 464, 3748, 4619
04-19, 1, 19212719, 484, 3797, 4744
04-19, 1, 19214751, 486, 3799, 4750
04-19, 2, 19214683, 367, 3857, 4879
04-19, 2, 19216721, 368, 3857, 4882
04-19, 3, 19216655, 301, 3866, 5006
04-19, 3, 19218695, 301, 3865, 5009
04-19, 4, 19218617, 255, 3845, 5153
04-19, 4, 19220655, 255, 3847, 5155
04-19, 5, 19220582, 232, 3788, 5310
04-19, 5, 19222617, 233, 3787, 5317
04-19, 6, 19222542, 225, 3756, 5431
04-19, 6, 19224576, 226, 3758, 5436
04-19, 7, 19224495, 230, 3702, 5569
04-19, 7, 19226531, 230, 3702, 5575
04-19, 8, 19226447, 226, 3653, 5712
04-19, 8, 19228475, 227, 3653, 5725
04-19, 9, 19228400, 219, 3625, 5836
04-19, 9, 19230428, 220, 3628, 5846
04-19, 10, 19230345, 209, 3596, 5972
04-19, 10, 19232376, 210, 3597, 5981
04-19, 11, 19232300, 199, 3555, 6110
04-19, 11, 19234336, 201, 3555, 6114
04-19, 12, 19234264, 206, 3500, 6236
04-19, 12, 19236307, 207, 3502, 6232
04-19, 13, 19236237, 193, 3464, 6354
04-19, 13, 19238274, 195, 3469, 6352
04-19, 14, 19238209, 187, 3407, 6487
04-19, 14, 19240253, 188, 3409, 6482
04-19, 15, 19240183, 185, 3367, 6597
04-19, 15, 19242223, 186, 3370, 6595
04-19, 16, 19242150, 184, 3310, 6730
04-19, 16, 19244196, 184, 3309, 6727
04-19, 17, 19244123, 177, 3287, 6829
04-19, 17, 19246159, 178, 3292, 6829
04-19, 18, 19246088, 181, 3244, 6945
04-19, 18, 19248135, 182, 3241, 6942
04-19, 19, 19248073, 158, 3220, 7049
04-19, 19, 19250110, 160, 3223, 7049
04-19, 20, 19250044, 173, 3155, 7170
04-19, 20, 19252081, 174, 3159, 7170
04-19, 21, 19252019, 171, 3108, 7286
04-19, 21, 19254062, 172, 3109, 7283
04-19, 22, 19254005, 159, 3058, 7404
04-19, 22, 19256041, 159, 3060, 7408
04-19, 23, 19255997, 140, 2998, 7533
04-19, 23, 19258041, 140, 2998, 7531
04-19, 24, 19257969, 155, 2964, 7622
04-19, 24, 19260022, 156, 2966, 7608
04-19, 25, 19259958, 159, 2904, 7731
04-19, 25, 19261999, 162, 2905, 7728
04-19, 26, 19261934, 171, 2872, 7817
04-19, 26, 19263970, 173, 2876, 7817
04-19, 27, 19263917, 158, 2846, 7915
04-19, 27, 19265950, 161, 2848, 7919
04-19, 28, 19265908, 142, 2801, 8027
04-19, 28, 19267943, 142, 2806, 8029
04-19, 29, 19267886, 136, 2776, 8122
04-19, 29, 19269923, 136, 2778, 8125
04-19, 30, 19269872, 133, 2741, 8216
04-19, 30, 19271898, 134, 2746, 8226
05-19, 1, 19271848, 127, 2717, 8312
05-19, 1, 19275695, 130, 2711, 8308
05-19, 2, 19275627, 150, 2665, 8402
05-19, 2, 19279463, 150, 2666, 8405
05-19, 3, 19279403, 153, 2628, 8500
05-19, 3, 19283245, 156, 2625, 8498
05-19, 4, 19283185, 155, 2596, 8588
05-19, 4, 19287026, 156, 2590, 8592
05-19, 5, 19286979, 151, 2549, 8685
05-19, 5, 19290832, 152, 2546, 8674
05-19, 6, 19290777, 147, 2517, 8763
05-19, 6, 19294609, 148, 2516, 8771
05-19, 7, 19294556, 146, 2489, 8853
05-19, 7, 19298393, 148, 2485, 8858
05-19, 8, 19298351, 141, 2456, 8936
05-19, 8, 19302196, 142, 2453, 8933
05-19, 9, 19302141, 142, 2415, 9026
05-19, 9, 19305963, 144, 2414, 9043
05-19, 10, 19305905, 152, 2380, 9127
05-19, 10, 19309738, 154, 2378, 9134
05-19, 11, 19309690, 146, 2351, 9217
05-19, 11, 19313532, 146, 2348, 9218
05-19, 12, 19313476, 135, 2325, 9308
05-19, 12, 19317305, 135, 2324, 9320
05-19, 13, 19317257, 130, 2308, 9389
05-19, 13, 19321085, 130, 2304, 9405
05-19, 14, 19321043, 119, 2271, 9491
05-19, 14, 19324874, 119, 2272, 9499
05-19, 15, 19324831, 113, 2231, 9589
05-19, 15, 19328667, 114, 2228, 9595
05-19, 16, 19328616, 113, 2205, 9670
05-19, 16, 19332442, 117, 2206, 9679
05-19, 17, 19332388, 124, 2171, 9761
05-19, 17, 19336226, 125, 2168, 9765
05-19, 18, 19336182, 116, 2142, 9844
05-19, 18, 19340011, 117, 2139, 9857
05-19, 19, 19339974, 118, 2094, 9938
05-19, 19, 19343814, 119, 2095, 9936
05-19, 20, 19343782, 108, 2069, 10005
05-19, 20, 19347618, 108, 2066, 10012
05-19, 21, 19347587, 93, 2043, 10081
05-19, 21, 19351427, 95, 2041, 10081
05-19, 22, 19351387, 100, 2003, 10154
05-19, 22, 19355225, 101, 2001, 10157
05-19, 23, 19355193, 92, 1973, 10226
05-19, 23, 19359024, 92, 1972, 10236
05-19, 24, 19358974, 115, 1931, 10304
05-19, 24, 19362810, 115, 1930, 10309
05-19, 25, 19362765, 109, 1910, 10380
05-19, 25, 19366600, 109, 1908, 10387
05-19, 26, 19366549, 111, 1891, 10453
05-19, 26, 19370401, 111, 1888, 10444
05-19, 27, 19370356, 122, 1853, 10513
05-19, 27, 19374204, 122, 1851, 10507
05-19, 28, 19374167, 113, 1834, 10570
05-19, 28, 19378012, 115, 1832, 10565
05-19, 29, 19377977, 107, 1800, 10640
05-19, 29, 19381818, 108, 1801, 10637
05-19, 30, 19381781, 107, 1778, 10698
05-19, 30, 19385623, 108, 1775, 10698
05-19, 31, 19385584, 108, 1747, 10765
05-19, 31, 19389419, 111, 1749, 10765
06-19, 1, 19389384, 102, 1734, 10824
06-19, 1, 19402018, 104, 1736, 10823
06-19, 2, 19401839, 234, 1720, 10888
06-19, 2, 19414466, 234, 1718, 10900
06-19, 3, 19414301, 304, 1758, 10955
06-19, 3, 19426926, 305, 1757, 10967
06-19, 4, 19426771, 343, 1811, 11030
06-19, 4, 19439426, 344, 1804, 11018
06-19, 5, 19439240, 415, 1861, 11076
06-19, 5, 19451870, 418, 1863, 11078
06-19, 6, 19451696, 414, 1986, 11133
06-19, 6, 19464334, 417, 1988, 11127
06-19, 7, 19464153, 440, 2087, 11186
06-19, 7, 19476783, 446, 2088, 11186
06-19, 8, 19476559, 482, 2192, 11270
06-19, 8, 19489199, 487, 2188, 11266
06-19, 9, 19488965, 525, 2297, 11353
06-19, 9, 19501584, 527, 2304, 11362
06-19, 10, 19501352, 549, 2441, 11435
06-19, 10, 19513968, 556, 2448, 11442
06-19, 11, 19513737, 562, 2569, 11546
06-19, 11, 19526339, 569, 2582, 11561
06-19, 12, 19526106, 591, 2693, 11661
06-19, 12, 19538729, 598, 2698, 11663
06-19, 13, 19538423, 673, 2838, 11754
06-19, 13, 19551049, 676, 2847, 11753
06-19, 14, 19550739, 722, 3016, 11848
06-19, 14, 19563367, 727, 3023, 11845
06-19, 15, 19563065, 743, 3207, 11947
06-19, 15, 19575677, 747, 3217, 11958
06-19, 16, 19575355, 801, 3379, 12064
06-19, 16, 19587959, 807, 3389, 12081
06-19, 17, 19587611, 842, 3584, 12199
06-19, 17, 19600199, 849, 3604, 12221
06-19, 18, 19599813, 897, 3818, 12345
06-19, 18, 19612439, 901, 3819, 12351
06-19, 19, 19612045, 924, 4062, 12479
06-19, 19, 19624646, 931, 4073, 12497
06-19, 20, 19624242, 951, 4312, 12642
06-19, 20, 19636866, 947, 4324, 12647
06-19, 21, 19636438, 1009, 4515, 12822
06-19, 21, 19649046, 1008, 4519, 12848
06-19, 22, 19648580, 1058, 4766, 13017
06-19, 22, 19661183, 1060, 4780, 13035
06-19, 23, 19660744, 1049, 5068, 13197
06-19, 23, 19673351, 1056, 5085, 13203
06-19, 24, 19672854, 1127, 5335, 13379
06-19, 24, 19685474, 1123, 5350, 13385
06-19, 25, 19684934, 1227, 5615, 13556
06-19, 25, 19697535, 1232, 5631, 13571
06-19, 26, 19697005, 1282, 5908, 13774
06-19, 26, 19709626, 1276, 5915, 13789
06-19, 27, 19709043, 1359, 6214, 13990
06-19, 27, 19721653, 1361, 6218, 14011
06-19, 28, 19721058, 1423, 6505, 14257
06-19, 28, 19733658, 1436, 6516, 14270
06-19, 29, 19733017, 1540, 6840, 14483
06-19, 29, 19745604, 1547, 6852, 14514
06-19, 30, 19744943, 1604, 7229, 14741
06-19, 30, 19757566, 1603, 7243, 14742
07-19, 1, 19756802, 1764, 7582, 15006
07-19, 1, 19773528, 1771, 7601, 15043
07-19, 2, 19772442, 2185, 8001, 15315
07-19, 2, 19789191, 2190, 8011, 15340
07-19, 3, 19787914, 2606, 8583, 15629
07-19, 3, 19804623, 2623, 8609, 15666
07-19, 4, 19803347, 2852, 9346, 15976
07-19, 4, 19820045, 2867, 9366, 16032
07-19, 5, 19818700, 3068, 10170, 16372
07-19, 5, 19835435, 3081, 10189, 16394
07-19, 6, 19833930, 3375, 11055, 16739
07-19, 6, 19850664, 3380, 11083, 16761
07-19, 7, 19848895, 3811, 12026, 17156
07-19, 7, 19865621, 3809, 12062, 17185
07-19, 8, 19863779, 4151, 13139, 17608
07-19, 8, 19880540, 4160, 13163, 17603
07-19, 9, 19878539, 4551, 14309, 18067
07-19, 9, 19895242, 4566, 14343, 18104
07-19, 10, 19893059, 4977, 15617, 18602
07-19, 10, 19909792, 4992, 15635, 18625
07-19, 11, 19907409, 5373, 17069, 19193
07-19, 11, 19924138, 5385, 17091, 19219
07-19, 12, 19921530, 5887, 18571, 19845
07-19, 12, 19938251, 5907, 18610, 19854
07-19, 13, 19935526, 6274, 20274, 20548
07-19, 13, 19952265, 6285, 20300, 20561
07-19, 14, 19949338, 6705, 22104, 21264
07-19, 14, 19966081, 6710, 22112, 21297
07-19, 15, 19962715, 7470, 23923, 22092
07-19, 15, 19979436, 7480, 23959, 22114
07-19, 16, 19975932, 7991, 26118, 22948
07-19, 16, 19992564, 8017, 26172, 23025
07-19, 17, 19988736, 8774, 28306, 23962
07-19, 17, 20005439, 8809, 28349, 23970
07-19, 18, 20001153, 9623, 30756, 25035
07-19, 18, 20017815, 9652, 30801, 25088
07-19, 19, 20013307, 10331, 33528, 26190
07-19, 19, 20029991, 10345, 33580, 26229
07-19, 20, 20024771, 11513, 36455, 27406
07-19, 20, 20041439, 11541, 36504, 27450
07-19, 21, 20035993, 12430, 39790, 28721
07-19, 21, 20052606, 12474, 39880, 28763
07-19, 22, 20046500, 13632, 43431, 30160
07-19, 22, 20063155, 13670, 43484, 30203
07-19, 23, 20056636, 14925, 47273, 31678
07-19, 23, 20073211, 14979, 47376, 31735
07-19, 24, 20065945, 16293, 51657, 33406
07-19, 24, 20082495, 16382, 51755, 33458
07-19, 25, 20074848, 17533, 56434, 35275
07-19, 25, 20091408, 17601, 56534, 35336
07-19, 26, 20082897, 19300, 61386, 37296
07-19, 26, 20099476, 19341, 61491, 37360
07-19, 27, 20090222, 20949, 66993, 39504
07-19, 27, 20106778, 21013, 67119, 39547
07-19, 28, 20096701, 22830, 72961, 41965
07-19, 28, 20113281, 22902, 73033, 42030
07-19, 29, 20102173, 25165, 79300, 44608
07-19, 29, 20118692, 25255, 79435, 44653
07-19, 30, 20106837, 27196, 86626, 47376
07-19, 30, 20123270, 27266, 86779, 47509
07-19, 31, 20110261, 29718, 94243, 50602
07-19, 31, 20126670, 29831, 94406, 50706
08-19, 1, 20112432, 32325, 102853, 54003
08-19, 1, 20126487, 32402, 102961, 54089
08-19, 2, 20111275, 34740, 112141, 57783
08-19, 2, 20125292, 34841, 112282, 57850
08-19, 3, 20108162, 38650, 121734, 61719
08-19, 3, 20122278, 38715, 121808, 61790
08-19, 4, 20104115, 41552, 132779, 66145
08-19, 4, 20118134, 41647, 132892, 66244
08-19, 5, 20098102, 45200, 144718, 70897
08-19, 5, 20111956, 45354, 144920, 71013
08-19, 6, 20090131, 49364, 157545, 76203
08-19, 6, 20103960, 49491, 157805, 76313
08-19, 7, 20080343, 53679, 171807, 81740
08-19, 7, 20094165, 53805, 172075, 81850
08-19, 8, 20068418, 58676, 186873, 87928
08-19, 8, 20082303, 58816, 187071, 88031
08-19, 9, 20054091, 64184, 203397, 94549
08-19, 9, 20067834, 64350, 203705, 94658
08-19, 10, 20037239, 69658, 221767, 101883
08-19, 10, 20050849, 69842, 222125, 102057
08-19, 11, 20017569, 75706, 241783, 109815
08-19, 11, 20031116, 75927, 242176, 109980
08-19, 12, 19994741, 82353, 263571, 118534
08-19, 12, 20008229, 82542, 263984, 118770
08-19, 13, 19968629, 89828, 287037, 128031
08-19, 13, 19982093, 90093, 287442, 128223
08-19, 14, 19938863, 97720, 312896, 138372
08-19, 14, 19952333, 97939, 313321, 138584
08-19, 15, 19905323, 106396, 340807, 149651
08-19, 15, 19918756, 106658, 341381, 149708
08-19, 16, 19867524, 115924, 371209, 161846
08-19, 16, 19880864, 116213, 371668, 162084
08-19, 17, 19824975, 126255, 404255, 175344
08-19, 17, 19838104, 126585, 404769, 175697
08-19, 18, 19777570, 137786, 439906, 189893
08-19, 18, 19790713, 138107, 440573, 190088
08-19, 19, 19724869, 149672, 479470, 205470
08-19, 19, 19737930, 149931, 480214, 205732
08-19, 20, 19666333, 162554, 522260, 222660
08-19, 20, 19679169, 162985, 523006, 222973
08-19, 21, 19601420, 176825, 568825, 241063
08-19, 21, 19613958, 177301, 569749, 241451
08-19, 22, 19528523, 193008, 619603, 261325
08-19, 22, 19541107, 193508, 620426, 261744
08-19, 23, 19448522, 210024, 674678, 283561
08-19, 23, 19460871, 210530, 675690, 284020
08-19, 24, 19360184, 228953, 734166, 307808
08-19, 24, 19372281, 229441, 735414, 308301
08-19, 25, 19262185, 249348, 799682, 334222
08-19, 25, 19274218, 249907, 800972, 334666
08-19, 26, 19154278, 271760, 871234, 362491
08-19, 26, 19166209, 272378, 872530, 362972
08-19, 27, 19035607, 295839, 949033, 393610
08-19, 27, 19047190, 296570, 950407, 394248
08-19, 28, 18905295, 322177, 1033396, 427547
Los Angeles-Long Beach-Anaheim CA MSA
01-20, 1, 13214799, 0, 0, 0
01-20, 1, 13213794, 0, 0, 0
01-20, 2, 13213782, 12, 0, 0
01-20, 2, 13212777, 12, 0, 0
01-20, 3, 13212758, 27, 4, 0
01-20, 3, 13211755, 25, 4, 0
01-20, 4, 13211739, 26, 19, 0
01-20, 4, 13210737, 26, 16, 0
01-20, 5, 13210724, 34, 21, 0
01-20, 5, 13209717, 35, 22, 0
01-20, 6, 13209707, 34, 33, 0
01-20, 6, 13208703, 34, 32, 0
01-20, 7, 13208696, 24, 48, 1
01-20, 7, 13207691, 24, 48, 1
01-20, 8, 13207678, 28, 54, 4
01-20, 8, 13206671, 28, 56, 4
01-20, 9, 13206653, 31, 68, 7
01-20, 9, 13205650, 29, 68, 7
01-20, 10, 13205640, 31, 75, 8
01-20, 10, 13204634, 32, 75, 8
01-20, 11, 13204623, 32, 84, 10
01-20, 11, 13203614, 33, 87, 10
01-20, 12, 13203602, 34, 95, 13
01-20, 12, 13202596, 33, 97, 13
01-20, 13, 13202577, 38, 108, 16
01-20, 13, 13201573, 38, 107, 16
01-20, 14, 13201559, 35, 122, 18
01-20, 14, 13200548, 36, 127, 18
01-20, 15, 13200529, 44, 130, 26
01-20, 15, 13199520, 43, 134, 27
01-20, 16, 13199506, 39, 145, 34
01-20, 16, 13198501, 39, 145, 34
01-20, 17, 13198485, 38, 156, 40
01-20, 17, 13197482, 38, 153, 41
01-20, 18, 13197461, 46, 159, 48
01-20, 18, 13196460, 47, 154, 48
01-20, 19, 13196452, 40, 165, 52
01-20, 19, 13195454, 40, 158, 52
01-20, 20, 13195434, 43, 172, 55
01-20, 20, 13194431, 42, 171, 55
01-20, 21, 13194412, 42, 182, 63
01-20, 21, 13193407, 44, 180, 63
01-20, 22, 13193381, 53, 189, 71
01-20, 22, 13192379, 54, 186, 70
01-20, 23, 13192362, 50, 204, 73
01-20, 23, 13191353, 52, 204, 75
01-20, 24, 13191337, 47, 214, 86
01-20, 24, 13190325, 50, 216, 88
01-20, 25, 13190306, 50, 227, 96
01-20, 25, 13189298, 52, 227, 97
01-20, 26, 13189278, 56, 235, 105
01-20, 26, 13188271, 58, 236, 104
01-20, 27, 13188253, 53, 251, 112
01-20, 27, 13187243, 55, 255, 111
01-20, 28, 13187216, 56, 275, 117
01-20, 28, 13186209, 58, 272, 120
01-20, 29, 13186168, 69, 294, 128
01-20, 29, 13185162, 72, 291, 129
01-20, 30, 13185136, 73, 301, 144
01-20, 30, 13184134, 73, 294, 148
01-20, 31, 13184113, 67, 312, 157
01-20, 31, 13183108, 67, 312, 157
02-19, 1, 13183075, 73, 322, 174
02-19, 1, 13185765, 74, 324, 179
02-19, 2, 13185730, 88, 331, 193
02-19, 2, 13188419, 90, 338, 193
02-19, 3, 13188385, 89, 361, 205
02-19, 3, 13191077, 90, 364, 207
02-19, 4, 13191040, 87, 396, 215
02-19, 4, 13193731, 88, 401, 216
02-19, 5, 13193691, 88, 432, 225
02-19, 5, 13196390, 87, 431, 226
02-19, 6, 13196342, 102, 454, 236
02-19, 6, 13199036, 103, 456, 237
02-19, 7, 13198994, 101, 484, 253
02-19, 7, 13201687, 103, 490, 250
02-19, 8, 13201647, 98, 511, 274
02-19, 8, 13204336, 100, 518, 274
02-19, 9, 13204277, 124, 535, 292
02-19, 9, 13206976, 126, 532, 292
02-19, 10, 13206927, 117, 577, 305
02-19, 10, 13209623, 119, 580, 302
02-19, 11, 13209560, 138, 603, 323
02-19, 11, 13212264, 140, 597, 321
02-19, 12, 13212210, 148, 626, 338
02-19, 12, 13214909, 148, 621, 342
02-19, 13, 13214863, 137, 654, 366
02-19, 13, 13217554, 140, 656, 368
02-19, 14, 13217476, 167, 681, 394
02-19, 14, 13220161, 173, 686, 396
02-19, 15, 13220101, 162, 740, 413
02-19, 15, 13222795, 164, 738, 417
02-19, 16, 13222730, 178, 767, 439
02-19, 16, 13225428, 179, 766, 439
02-19, 17, 13225347, 186, 814, 465
02-19, 17, 13228045, 188, 811, 466
02-19, 18, 13227956, 200, 876, 478
02-19, 18, 13230657, 201, 873, 477
02-19, 19, 13230570, 217, 912, 509
02-19, 19, 13233256, 221, 917, 512
02-19, 20, 13233190, 206, 966, 544
02-19, 20, 13235888, 205, 970, 541
02-19, 21, 13235796, 211, 1020, 577
02-19, 21, 13238495, 213, 1019, 575
02-19, 22, 13238394, 228, 1081, 599
02-19, 22, 13241091, 227, 1082, 600
02-19, 23, 13240994, 237, 1127, 642
02-19, 23, 13243685, 241, 1128, 644
02-19, 24, 13243569, 258, 1195, 676
02-19, 24, 13246266, 260, 1191, 679
02-19, 25, 13246151, 265, 1262, 718
02-19, 25, 13248846, 266, 1258, 724
02-19, 26, 13248711, 301, 1323, 759
02-19, 26, 13251395, 305, 1330, 762
02-19, 27, 13251264, 323, 1393, 812
02-19, 27, 13253966, 324, 1389, 811
02-19, 28, 13253829, 343, 1460, 858
02-19, 28, 13256525, 340, 1463, 860
02-19, 29, 13256387, 335, 1555, 911
02-19, 29, 13259080, 338, 1554, 914
03-19, 1, 13258935, 368, 1613, 970
03-19, 1, 13259342, 370, 1613, 970
03-19, 2, 13259262, 304, 1702, 1027
03-19, 2, 13259672, 305, 1702, 1025
03-19, 3, 13259576, 278, 1760, 1090
03-19, 3, 13259985, 277, 1760, 1091
03-19, 4, 13259892, 266, 1809, 1146
03-19, 4, 13260300, 266, 1808, 1148
03-19, 5, 13260201, 274, 1834, 1213
03-19, 5, 13260604, 274, 1835, 1218
03-19, 6, 13260514, 244, 1896, 1277
03-19, 6, 13260923, 245, 1894, 1278
03-19, 7, 13260830, 243, 1923, 1344
