Each row contains mmyy, dd, s (susceptible), e (exposed), i (infected), and r (removed) population for a particular metro area
New York-Newark-Jersey City NY-NJ-PA MSA
01-20, 1, 19216182, 0, 0, 0
01-20, 1, 19218079, 0, 0, 0
01-20, 2, 19218063, 16, 0, 0
01-20, 2, 19219960, 16, 0, 0
01-20, 3, 19219939, 33, 4, 0
01-20, 3, 19221833, 34, 6, 0
01-20, 4, 19221806, 48, 19, 0
01-20, 4, 19223702, 49, 19, 0
01-20, 5, 19223692, 39, 39, 0
01-20, 5, 19225590, 38, 39, 0
01-20, 6, 19225573, 41, 52, 1
01-20, 6, 19227469, 42, 52, 1
01-20, 7, 19227442, 54, 67, 1
01-20, 7, 19229341, 52, 67, 1
01-20, 8, 19229322, 50, 85, 4
01-20, 8, 19231218, 50, 86, 4
01-20, 9, 19231205, 50, 97, 6
01-20, 9, 19233100, 51, 98, 6
01-20, 10, 19233080, 49, 119, 7
01-20, 10, 19234976, 51, 118, 7
01-20, 11, 19234960, 47, 136, 9
01-20, 11, 19236855, 47, 138, 9
01-20, 12, 19236839, 43, 152, 15
01-20, 12, 19238737, 43, 151, 15
01-20, 13, 19238717, 48, 161, 20
01-20, 13, 19240613, 49, 160, 21
01-20, 14, 19240593, 55, 167, 28
01-20, 14, 19242490, 55, 167, 28
01-20, 15, 19242479, 42, 184, 35
01-20, 15, 19244376, 41, 185, 35
01-20, 16, 19244354, 51, 195, 37
01-20, 16, 19246253, 50, 194, 37
01-20, 17, 19246234, 49, 200, 51
01-20, 17, 19248133, 49, 198, 51
01-20, 18, 19248106, 53, 212, 60
01-20, 18, 19250003, 53, 212, 60
01-20, 19, 19249983, 54, 223, 68
01-20, 19, 19251883, 53, 221, 68
01-20, 20, 19251869, 48, 232, 76
01-20, 20, 19253771, 48, 227, 76
01-20, 21, 19253748, 54, 237, 83
01-20, 21, 19255647, 54, 235, 83
01-20, 22, 19255618, 63, 248, 90
01-20, 22, 19257517, 62, 247, 90
01-20, 23, 19257490, 62, 272, 92
01-20, 23, 19259389, 62, 270, 92
01-20, 24, 19259365, 67, 284, 97
01-20, 24, 19261271, 63, 279, 97
01-20, 25, 19261250, 61, 295, 104
01-20, 25, 19263152, 59, 291, 105
01-20, 26, 19263123, 70, 300, 114
01-20, 26, 19265022, 69, 298, 115
01-20, 27, 19264994, 72, 313, 125
01-20, 27, 19266897, 70, 309, 125
01-20, 28, 19266864, 82, 321, 134
01-20, 28, 19268767, 79, 318, 134
01-20, 29, 19268735, 81, 339, 143
01-20, 29, 19270638, 78, 336, 143
01-20, 30, 19270606, 82, 350, 157
01-20, 30, 19272495, 82, 358, 157
01-20, 31, 19272444, 101, 380, 167
01-20, 31, 19274345, 98, 379, 167
02-19, 1, 19274302, 113, 385, 189
02-19, 1, 19271148, 115, 384, 189
02-19, 2, 19271120, 103, 404, 209
02-19, 2, 19267966, 105, 403, 209
02-19, 3, 19267903, 135, 427, 218
02-19, 3, 19264748, 136, 428, 218
02-19, 4, 19264700, 140, 463, 227
02-19, 4, 19261544, 143, 463, 227
02-19, 5, 19261503, 137, 497, 240
02-19, 5, 19258346, 138, 498, 242
02-19, 6, 19258310, 120, 531, 263
02-19, 6, 19255156, 120, 529, 266
02-19, 7, 19255103, 120, 567, 281
02-19, 7, 19251943, 121, 573, 281
02-19, 8, 19251900, 112, 610, 296
02-19, 8, 19248742, 116, 609, 298
02-19, 9, 19248687, 129, 630, 319
02-19, 9, 19245526, 133, 632, 321
02-19, 10, 19245459, 144, 666, 343
02-19, 10, 19242299, 148, 668, 344
02-19, 11, 19242215, 181, 691, 372
02-19, 11, 19239048, 183, 704, 371
02-19, 12, 19238974, 184, 756, 392
02-19, 12, 19235811, 187, 763, 392
02-19, 13, 19235749, 176, 806, 422
02-19, 13, 19232591, 178, 808, 423
02-19, 14, 19232522, 185, 845, 448
02-19, 14, 19229368, 185, 843, 451
02-19, 15, 19229282, 201, 882, 482
02-19, 15, 19226117, 204, 892, 481
02-19, 16, 19226023, 226, 940, 505
02-19, 16, 19222863, 229, 944, 505
02-19, 17, 19222761, 243, 1002, 535
02-19, 17, 19219603, 246, 1003, 536
02-19, 18, 19219495, 250, 1069, 574
02-19, 18, 19216336, 253, 1068, 578
02-19, 19, 19216244, 259, 1121, 611
02-19, 19, 19213090, 260, 1118, 614
02-19, 20, 19212977, 277, 1181, 647
02-19, 20, 19209816, 278, 1181, 654
02-19, 21, 19209680, 308, 1245, 696
02-19, 21, 19206525, 312, 1238, 701
02-19, 22, 19206403, 324, 1313, 736
02-19, 22, 19203240, 330, 1308, 745
02-19, 23, 19203110, 339, 1370, 804
