Each row contains mmyy, dd, s (susceptible), e (exposed), i (infected), and r (removed) population for a particular metro area
New York-Newark-Jersey City NY-NJ-PA MSA
01-20, 1, 19216182, 0, 0, 0
01-20, 1, 19218079, 0, 0, 0
01-20, 2, 19218054, 25, 0, 0
01-20, 2, 19219951, 25, 0, 0
01-20, 3, 19219936, 32, 8, 0
01-20, 3, 19221833, 32, 8, 0
01-20, 4, 19221813, 43, 17, 0
01-20, 4, 19223710, 43, 17, 0
01-20, 5, 19223690, 42, 37, 1
01-20, 5, 19225587, 42, 37, 1
01-20, 6, 19225568, 42, 56, 1
01-20, 6, 19227464, 42, 57, 1
01-20, 7, 19227446, 44, 72, 2
01-20, 7, 19229341, 44, 74, 2
01-20, 8, 19229324, 45, 88, 4
01-20, 8, 19231220, 45, 89, 4
01-20, 9, 19231201, 44, 107, 6
01-20, 9, 19233097, 44, 108, 6
01-20, 10, 19233084, 37, 126, 8
01-20, 10, 19234982, 37, 125, 8
01-20, 11, 19234960, 43, 134, 15
01-20, 11, 19236853, 43, 138, 15
01-20, 12, 19236840, 36, 150, 23
01-20, 12, 19238734, 37, 152, 23
01-20, 13, 19238719, 36, 161, 30
01-20, 13, 19240614, 36, 163, 30
01-20, 14, 19240595, 39, 168, 41
01-20, 14, 19242492, 39, 168, 41
01-20, 15, 19242466, 53, 174, 47
01-20, 15, 19244362, 53, 175, 47
01-20, 16, 19244341, 49, 191, 56
01-20, 16, 19246237, 49, 193, 55
01-20, 17, 19246220, 48, 202, 64
01-20, 17, 19248117, 48, 202, 64
01-20, 18, 19248101, 42, 214, 74
01-20, 18, 19249996, 42, 215, 75
01-20, 19, 19249978, 44, 224, 82
01-20, 19, 19251869, 46, 228, 82
01-20, 20, 19251847, 45, 246, 87
01-20, 20, 19253740, 46, 248, 88
01-20, 21, 19253711, 60, 257, 94
01-20, 21, 19255600, 63, 261, 95
01-20, 22, 19255574, 57, 287, 101
01-20, 22, 19257469, 57, 288, 102
01-20, 23, 19257439, 65, 300, 112
01-20, 23, 19259337, 66, 299, 111
01-20, 24, 19259310, 66, 318, 119
01-20, 24, 19261206, 68, 317, 119
01-20, 25, 19261176, 71, 329, 134
01-20, 25, 19263074, 71, 328, 134
01-20, 26, 19263038, 85, 339, 145
01-20, 26, 19264932, 85, 342, 145
01-20, 27, 19264898, 88, 365, 153
01-20, 27, 19266791, 89, 368, 153
01-20, 28, 19266751, 96, 388, 166
01-20, 28, 19268636, 100, 394, 168
01-20, 29, 19268596, 95, 423, 184
01-20, 29, 19270492, 95, 424, 184
01-20, 30, 19270452, 92, 450, 201
01-20, 30, 19272341, 96, 454, 201
01-20, 31, 19272296, 104, 479, 213
01-20, 31, 19274195, 103, 479, 212
02-19, 1, 19274147, 109, 505, 228
02-19, 1, 19270992, 109, 508, 227
02-19, 2, 19270938, 110, 543, 245
02-19, 2, 19267786, 109, 544, 244
02-19, 3, 19267731, 123, 566, 263
02-19, 3, 19264578, 124, 567, 261
02-19, 4, 19264517, 145, 591, 277
02-19, 4, 19261370, 145, 588, 274
02-19, 5, 19261304, 158, 628, 287
02-19, 5, 19258152, 159, 629, 284
02-19, 6, 19258081, 170, 663, 310
02-19, 6, 19254927, 168, 664, 312
02-19, 7, 19254860, 161, 714, 336
02-19, 7, 19251711, 159, 713, 335
02-19, 8, 19251624, 182, 747, 365
02-19, 8, 19248470, 181, 748, 366
02-19, 9, 19248399, 190, 782, 394
02-19, 9, 19245242, 188, 785, 397
02-19, 10, 19245175, 176, 834, 427
02-19, 10, 19242019, 174, 838, 428
02-19, 11, 19241939, 190, 872, 458
02-19, 11, 19238779, 192, 878, 457
02-19, 12, 19238688, 189, 929, 500
02-19, 12, 19235537, 189, 929, 498
02-19, 13, 19235432, 224, 965, 532
02-19, 13, 19232273, 225, 967, 535
02-19, 14, 19232182, 232, 1018, 568
02-19, 14, 19229025, 232, 1018, 572
02-19, 15, 19228938, 239, 1063, 607
02-19, 15, 19225785, 239, 1064, 606
02-19, 16, 19225682, 238, 1130, 644
02-19, 16, 19222521, 240, 1133, 647
02-19, 17, 19222409, 260, 1182, 690
02-19, 17, 19219248, 263, 1190, 687
02-19, 18, 19219146, 263, 1254, 725
02-19, 18, 19215990, 263, 1253, 729
02-19, 19, 19215868, 282, 1319, 766
02-19, 19, 19212711, 283, 1319, 769
02-19, 20, 19212581, 313, 1355, 833
02-19, 20, 19209424, 313, 1361, 831
02-19, 21, 19209286, 324, 1431, 888
02-19, 21, 19206131, 326, 1428, 891
02-19, 22, 19205986, 336, 1509, 945
02-19, 22, 19202834, 337, 1512, 940
