Each row contains mmyy, dd, s (susceptible), e (exposed), i (infected), and r (removed) population for a particular metro area
New York-Newark-Jersey City NY-NJ-PA MSA
01-20, 1, 19216182, 0, 0, 0
01-20, 1, 19218079, 0, 0, 0
01-20, 2, 19218065, 14, 0, 0
01-20, 2, 19219961, 14, 1, 0
01-20, 3, 19219941, 32, 3, 0
01-20, 3, 19221837, 33, 3, 0
01-20, 4, 19221816, 45, 12, 0
01-20, 4, 19223712, 45, 13, 0
01-20, 5, 19223692, 47, 31, 0
01-20, 5, 19225586, 48, 33, 0
01-20, 6, 19225562, 55, 50, 0
01-20, 6, 19227461, 53, 50, 0
01-20, 7, 19227441, 47, 74, 2
01-20, 7, 19229338, 49, 72, 2
01-20, 8, 19229317, 56, 83, 5
01-20, 8, 19231214, 56, 83, 5
01-20, 9, 19231195, 53, 102, 8
01-20, 9, 19233092, 53, 103, 7
01-20, 10, 19233069, 54, 122, 10
01-20, 10, 19234973, 54, 116, 9
01-20, 11, 19234960, 45, 135, 12
01-20, 11, 19236859, 45, 133, 12
01-20, 12, 19236840, 46, 146, 17
01-20, 12, 19238739, 47, 144, 16
01-20, 13, 19238726, 43, 155, 22
01-20, 13, 19240625, 43, 154, 21
01-20, 14, 19240604, 50, 162, 27
01-20, 14, 19242505, 50, 160, 25
01-20, 15, 19242486, 46, 182, 26
01-20, 15, 19244383, 46, 180, 28
01-20, 16, 19244359, 55, 183, 40
01-20, 16, 19246250, 56, 186, 42
01-20, 17, 19246223, 59, 206, 46
01-20, 17, 19248120, 61, 205, 45
01-20, 18, 19248103, 57, 217, 54
01-20, 18, 19249998, 57, 217, 56
01-20, 19, 19249987, 44, 233, 64
01-20, 19, 19251879, 45, 236, 65
01-20, 20, 19251847, 58, 245, 75
01-20, 20, 19253742, 58, 246, 76
01-20, 21, 19253719, 59, 257, 87
01-20, 21, 19255613, 59, 258, 89
01-20, 22, 19255589, 58, 273, 99
01-20, 22, 19257483, 58, 276, 99
01-20, 23, 19257457, 62, 279, 118
01-20, 23, 19259354, 62, 279, 118
01-20, 24, 19259324, 76, 287, 126
01-20, 24, 19261219, 76, 286, 129
01-20, 25, 19261188, 76, 305, 141
01-20, 25, 19263081, 78, 308, 140
01-20, 26, 19263058, 73, 326, 150
01-20, 26, 19264950, 75, 328, 151
01-20, 27, 19264916, 81, 347, 160
01-20, 27, 19266805, 82, 351, 163
01-20, 28, 19266762, 89, 378, 172
01-20, 28, 19268654, 91, 380, 173
01-20, 29, 19268620, 99, 393, 186
01-20, 29, 19270520, 97, 392, 186
01-20, 30, 19270483, 93, 415, 204
01-20, 30, 19272383, 92, 413, 204
01-20, 31, 19272342, 92, 445, 213
01-20, 31, 19274238, 93, 448, 210
02-19, 1, 19274195, 101, 467, 226
02-19, 1, 19271038, 101, 471, 226
02-19, 2, 19270979, 120, 492, 245
02-19, 2, 19267824, 121, 492, 246
02-19, 3, 19267774, 116, 534, 259
02-19, 3, 19264620, 117, 533, 260
02-19, 4, 19264565, 123, 562, 280
02-19, 4, 19261408, 123, 562, 284
02-19, 5, 19261342, 136, 600, 299
02-19, 5, 19258189, 136, 600, 299
02-19, 6, 19258138, 137, 626, 323
02-19, 6, 19254978, 138, 628, 327
02-19, 7, 19254919, 149, 647, 356
02-19, 7, 19251756, 150, 651, 361
02-19, 8, 19251701, 150, 690, 377
02-19, 8, 19248543, 150, 694, 378
02-19, 9, 19248458, 179, 732, 396
02-19, 9, 19245302, 178, 734, 398
02-19, 10, 19245214, 190, 785, 423
02-19, 10, 19242063, 190, 786, 420
02-19, 11, 19241979, 218, 816, 446
02-19, 11, 19238830, 216, 815, 445
02-19, 12, 19238742, 206, 895, 463
02-19, 12, 19235586, 211, 894, 462
02-19, 13, 19235508, 201, 947, 497
02-19, 13, 19232357, 200, 946, 497
02-19, 14, 19232263, 216, 993, 528
02-19, 14, 19229111, 217, 992, 527
02-19, 15, 19229022, 205, 1057, 563
02-19, 15, 19225878, 205, 1051, 560
02-19, 16, 19225776, 239, 1087, 592
02-19, 16, 19222621, 241, 1087, 592
02-19, 17, 19222506, 255, 1149, 631
02-19, 17, 19219342, 259, 1153, 634
02-19, 18, 19219230, 271, 1213, 674
02-19, 18, 19216088, 270, 1203, 674
02-19, 19, 19215970, 284, 1270, 711
02-19, 19, 19212821, 282, 1268, 711
02-19, 20, 19212696, 308, 1324, 754
02-19, 20, 19209548, 306, 1319, 756
02-19, 21, 19209414, 340, 1375, 800
02-19, 21, 19206264, 340, 1378, 794
02-19, 22, 19206110, 344, 1477, 845
02-19, 22, 19202956, 345, 1478, 844
02-19, 23, 19202800, 377, 1549, 897
