Each row contains mmyy, dd, s (susceptible), e (exposed), i (infected), and r (removed) population for a particular metro area
New York-Newark-Jersey City NY-NJ-PA MSA
01-20, 1, 19216182, 0, 0, 0
01-20, 1, 19218079, 0, 0, 0
01-20, 2, 19218058, 21, 0, 0
01-20, 2, 19219955, 21, 0, 0
01-20, 3, 19219930, 31, 15, 0
01-20, 3, 19221826, 32, 15, 0
01-20, 4, 19221797, 48, 26, 2
01-20, 4, 19223693, 48, 27, 2
01-20, 5, 19223676, 48, 41, 5
01-20, 5, 19225575, 46, 41, 5
01-20, 6, 19225556, 42, 63, 6
01-20, 6, 19227454, 42, 62, 6
01-20, 7, 19227438, 40, 78, 8
01-20, 7, 19229334, 40, 79, 8
01-20, 8, 19229314, 44, 91, 12
01-20, 8, 19231209, 45, 92, 12
01-20, 9, 19231197, 33, 113, 15
01-20, 9, 19233095, 33, 112, 15
01-20, 10, 19233074, 38, 124, 19
01-20, 10, 19234972, 37, 124, 19
01-20, 11, 19234954, 39, 137, 22
01-20, 11, 19236853, 38, 136, 22
01-20, 12, 19236841, 36, 145, 27
01-20, 12, 19238740, 35, 143, 28
01-20, 13, 19238720, 42, 148, 36
01-20, 13, 19240619, 41, 147, 36
01-20, 14, 19240592, 56, 156, 39
01-20, 14, 19242491, 55, 154, 40
01-20, 15, 19242475, 58, 161, 46
01-20, 15, 19244369, 60, 162, 46
01-20, 16, 19244346, 60, 177, 54
01-20, 16, 19246246, 59, 175, 54
01-20, 17, 19246229, 58, 189, 58
01-20, 17, 19248127, 57, 188, 59
01-20, 18, 19248102, 60, 202, 67
01-20, 18, 19249998, 59, 203, 68
01-20, 19, 19249984, 55, 215, 74
01-20, 19, 19251879, 56, 216, 74
01-20, 20, 19251855, 57, 228, 85
01-20, 20, 19253752, 56, 229, 85
01-20, 21, 19253732, 53, 245, 92
01-20, 21, 19255630, 52, 244, 93
01-20, 22, 19255602, 60, 254, 103
01-20, 22, 19257498, 61, 254, 103
01-20, 23, 19257467, 75, 263, 111
01-20, 23, 19259362, 75, 264, 112
01-20, 24, 19259327, 73, 289, 124
01-20, 24, 19261226, 74, 287, 123
01-20, 25, 19261209, 67, 303, 131
01-20, 25, 19263107, 66, 303, 131
01-20, 26, 19263080, 64, 323, 140
01-20, 26, 19264980, 63, 321, 140
01-20, 27, 19264951, 67, 335, 151
01-20, 27, 19266852, 66, 334, 149
01-20, 28, 19266821, 66, 349, 165
01-20, 28, 19268720, 66, 348, 164
01-20, 29, 19268680, 83, 364, 171
01-20, 29, 19270575, 84, 363, 173
01-20, 30, 19270533, 87, 391, 184
01-20, 30, 19272432, 87, 390, 183
01-20, 31, 19272404, 76, 416, 196
01-20, 31, 19274304, 76, 414, 195
02-19, 1, 19274274, 70, 437, 208
02-19, 1, 19271120, 72, 435, 209
02-19, 2, 19271074, 86, 456, 220
02-19, 2, 19267920, 87, 457, 219
02-19, 3, 19267880, 90, 477, 236
02-19, 3, 19264725, 92, 475, 238
02-19, 4, 19264672, 107, 493, 258
02-19, 4, 19261519, 107, 493, 258
02-19, 5, 19261476, 109, 518, 274
02-19, 5, 19258313, 110, 523, 278
02-19, 6, 19258260, 115, 557, 292
02-19, 6, 19255100, 116, 560, 295
02-19, 7, 19255043, 131, 578, 319
02-19, 7, 19251888, 131, 579, 320
02-19, 8, 19251837, 137, 609, 335
02-19, 8, 19248676, 138, 613, 338
02-19, 9, 19248617, 143, 645, 360
02-19, 9, 19245462, 142, 648, 360
02-19, 10, 19245408, 142, 682, 380
02-19, 10, 19242251, 143, 686, 379
02-19, 11, 19242189, 146, 711, 413
02-19, 11, 19239034, 146, 712, 414
02-19, 12, 19238969, 154, 747, 436
02-19, 12, 19235810, 155, 750, 438
02-19, 13, 19235735, 170, 781, 467
02-19, 13, 19232580, 171, 783, 466
02-19, 14, 19232489, 196, 822, 493
02-19, 14, 19229330, 199, 825, 493
02-19, 15, 19229251, 204, 872, 520
02-19, 15, 19226098, 205, 873, 518
02-19, 16, 19225972, 246, 913, 563
02-19, 16, 19222821, 246, 913, 561
02-19, 17, 19222715, 259, 979, 588
02-19, 17, 19219566, 259, 978, 585
02-19, 18, 19219457, 276, 1038, 617
02-19, 18, 19216299, 277, 1040, 619
02-19, 19, 19216193, 278, 1108, 656
02-19, 19, 19213040, 280, 1108, 654
02-19, 20, 19212919, 298, 1179, 686
02-19, 20, 19209763, 299, 1177, 690
02-19, 21, 19209658, 293, 1250, 728
02-19, 21, 19206510, 294, 1248, 724
02-19, 22, 19206375, 322, 1309, 770
02-19, 22, 19203216, 326, 1308, 773
02-19, 23, 19203086, 329, 1396, 812
