Each row contains mmyy, dd, s (susceptible), e (exposed), i (infected), and r (removed) population for a particular metro area
New York-Newark-Jersey City NY-NJ-PA MSA
01-20, 1, 19216182, 0, 0, 0
01-20, 1, 19218079, 0, 0, 0
01-20, 2, 19218051, 28, 0, 0
01-20, 2, 19219948, 28, 0, 0
01-20, 3, 19219932, 29, 15, 0
01-20, 3, 19221829, 29, 15, 0
01-20, 4, 19221805, 43, 25, 0
01-20, 4, 19223702, 43, 25, 0
01-20, 5, 19223682, 45, 43, 0
01-20, 5, 19225579, 45, 43, 0
01-20, 6, 19225562, 47, 58, 0
01-20, 6, 19227459, 47, 58, 0
01-20, 7, 19227440, 46, 78, 0
01-20, 7, 19229337, 46, 78, 0
01-20, 8, 19229313, 55, 92, 1
01-20, 8, 19231208, 55, 94, 1
01-20, 9, 19231184, 57, 112, 5
01-20, 9, 19233081, 57, 112, 5
01-20, 10, 19233063, 57, 127, 8
01-20, 10, 19234961, 56, 127, 8
01-20, 11, 19234944, 59, 139, 10
01-20, 11, 19236842, 58, 139, 10
01-20, 12, 19236819, 54, 162, 14
01-20, 12, 19238717, 54, 161, 14
01-20, 13, 19238691, 57, 179, 19
01-20, 13, 19240588, 57, 179, 19
01-20, 14, 19240572, 50, 197, 24
01-20, 14, 19242468, 50, 198, 24
01-20, 15, 19242440, 63, 207, 30
01-20, 15, 19244338, 64, 205, 30
01-20, 16, 19244317, 68, 218, 34
01-20, 16, 19246213, 69, 218, 34
01-20, 17, 19246194, 68, 231, 41
01-20, 17, 19248090, 69, 231, 41
01-20, 18, 19248061, 77, 244, 49
01-20, 18, 19249961, 77, 241, 49
01-20, 19, 19249941, 63, 263, 61
01-20, 19, 19251837, 63, 264, 61
01-20, 20, 19251821, 57, 277, 70
01-20, 20, 19253719, 57, 276, 70
01-20, 21, 19253687, 74, 281, 80
01-20, 21, 19255586, 73, 280, 80
01-20, 22, 19255557, 75, 296, 91
01-20, 22, 19257449, 77, 299, 91
01-20, 23, 19257421, 81, 313, 101
01-20, 23, 19259315, 82, 315, 101
01-20, 24, 19259273, 90, 337, 113
01-20, 24, 19261170, 91, 335, 114
01-20, 25, 19261131, 103, 355, 121
01-20, 25, 19263024, 107, 355, 121
01-20, 26, 19262997, 89, 390, 131
01-20, 26, 19264896, 89, 388, 131
01-20, 27, 19264856, 92, 410, 146
01-20, 27, 19266751, 91, 413, 146
01-20, 28, 19266710, 103, 428, 160
01-20, 28, 19268607, 100, 431, 160
01-20, 29, 19268559, 110, 458, 171
01-20, 29, 19270452, 110, 461, 172
01-20, 30, 19270419, 102, 483, 191
01-20, 30, 19272310, 105, 486, 191
01-20, 31, 19272260, 107, 516, 209
01-20, 31, 19274158, 103, 517, 211
02-19, 1, 19274117, 105, 535, 232
02-19, 1, 19270960, 107, 538, 231
02-19, 2, 19270895, 134, 551, 256
02-19, 2, 19267743, 135, 550, 255
02-19, 3, 19267702, 121, 588, 272
02-19, 3, 19264547, 122, 588, 273
02-19, 4, 19264490, 138, 610, 292
02-19, 4, 19261340, 137, 610, 290
02-19, 5, 19261291, 122, 651, 313
02-19, 5, 19258134, 122, 653, 315
02-19, 6, 19258080, 133, 675, 336
02-19, 6, 19254933, 132, 673, 333
02-19, 7, 19254871, 146, 698, 356
02-19, 7, 19251717, 144, 702, 355
02-19, 8, 19251645, 157, 730, 386
02-19, 8, 19248490, 158, 733, 384
02-19, 9, 19248417, 178, 763, 407
02-19, 9, 19245252, 181, 772, 407
02-19, 10, 19245176, 184, 820, 432
02-19, 10, 19242024, 185, 816, 434
02-19, 11, 19241938, 202, 860, 459
02-19, 11, 19238785, 204, 859, 458
02-19, 12, 19238700, 215, 908, 483
02-19, 12, 19235550, 211, 908, 484
02-19, 13, 19235473, 202, 962, 516
02-19, 13, 19232315, 202, 963, 520
02-19, 14, 19232226, 215, 1006, 553
02-19, 14, 19229068, 212, 1010, 557
02-19, 15, 19228960, 244, 1057, 586
02-19, 15, 19225791, 248, 1066, 589
02-19, 16, 19225706, 231, 1130, 627
02-19, 16, 19222557, 227, 1128, 629
02-19, 17, 19222436, 260, 1172, 673
02-19, 17, 19219274, 263, 1173, 678
02-19, 18, 19219170, 268, 1231, 719
02-19, 18, 19216015, 263, 1233, 724
02-19, 19, 19215882, 286, 1305, 762
02-19, 19, 19212713, 290, 1311, 768
02-19, 20, 19212568, 334, 1360, 820
02-19, 20, 19209417, 336, 1357, 819
02-19, 21, 19209282, 352, 1417, 878
02-19, 21, 19206131, 345, 1419, 881
02-19, 22, 19206000, 322, 1520, 934
02-19, 22, 19202842, 324, 1521, 936
02-19, 23, 19202675, 361, 1609, 978
