Each row contains mmyy, dd, s (susceptible), e (exposed), i (infected), and r (removed) population for a particular metro area
New York-Newark-Jersey City NY-NJ-PA MSA
01-20, 1, 19216182, 0, 0, 0
01-20, 1, 19218079, 0, 0, 0
01-20, 2, 19218064, 15, 0, 0
01-20, 2, 19219960, 16, 0, 0
01-20, 3, 19219940, 28, 8, 0
01-20, 3, 19221836, 29, 8, 0
01-20, 4, 19221815, 39, 19, 0
01-20, 4, 19223712, 39, 19, 0
01-20, 5, 19223699, 34, 37, 0
01-20, 5, 19225596, 34, 37, 0
01-20, 6, 19225577, 39, 48, 3
01-20, 6, 19227473, 40, 48, 3
01-20, 7, 19227453, 46, 62, 3
01-20, 7, 19229350, 46, 62, 3
01-20, 8, 19229325, 50, 78, 8
01-20, 8, 19231222, 50, 78, 8
01-20, 9, 19231200, 50, 97, 11
01-20, 9, 19233097, 50, 97, 11
01-20, 10, 19233088, 44, 107, 16
01-20, 10, 19234985, 44, 107, 16
01-20, 11, 19234956, 50, 128, 18
01-20, 11, 19236851, 51, 129, 18
01-20, 12, 19236833, 47, 146, 23
01-20, 12, 19238731, 47, 145, 23
01-20, 13, 19238706, 50, 157, 33
01-20, 13, 19240602, 51, 157, 33
01-20, 14, 19240586, 49, 167, 41
01-20, 14, 19242483, 49, 167, 41
01-20, 15, 19242465, 55, 172, 48
01-20, 15, 19244362, 54, 173, 48
01-20, 16, 19244336, 58, 188, 55
01-20, 16, 19246233, 58, 188, 55
01-20, 17, 19246211, 57, 207, 59
01-20, 17, 19248107, 57, 208, 59
01-20, 18, 19248091, 53, 221, 66
01-20, 18, 19249986, 55, 221, 66
01-20, 19, 19249969, 45, 241, 73
01-20, 19, 19251868, 45, 241, 71
01-20, 20, 19251844, 54, 248, 79
01-20, 20, 19253744, 54, 247, 77
01-20, 21, 19253714, 66, 257, 85
01-20, 21, 19255612, 66, 256, 85
01-20, 22, 19255590, 61, 276, 92
01-20, 22, 19257484, 63, 276, 93
01-20, 23, 19257465, 51, 296, 104
01-20, 23, 19259359, 51, 298, 105
01-20, 24, 19259334, 58, 307, 114
01-20, 24, 19261229, 59, 308, 114
01-20, 25, 19261201, 57, 326, 126
01-20, 25, 19263096, 57, 327, 127
01-20, 26, 19263069, 62, 339, 137
01-20, 26, 19264966, 62, 339, 137
01-20, 27, 19264936, 65, 359, 144
01-20, 27, 19266831, 65, 360, 145
01-20, 28, 19266788, 88, 369, 156
01-20, 28, 19268685, 90, 367, 156
01-20, 29, 19268652, 81, 396, 169
01-20, 29, 19270546, 82, 397, 170
01-20, 30, 19270515, 79, 418, 183
01-20, 30, 19272406, 80, 420, 186
01-20, 31, 19272365, 92, 436, 199
01-20, 31, 19274258, 94, 438, 199
02-19, 1, 19274213, 101, 459, 216
02-19, 1, 19271061, 102, 458, 215
02-19, 2, 19271009, 115, 481, 231
02-19, 2, 19267858, 117, 479, 229
02-19, 3, 19267811, 113, 514, 245
02-19, 3, 19264658, 114, 514, 244
02-19, 4, 19264594, 139, 536, 261
02-19, 4, 19261438, 140, 538, 261
02-19, 5, 19261374, 144, 578, 281
02-19, 5, 19258222, 145, 576, 281
02-19, 6, 19258155, 161, 604, 304
02-19, 6, 19255004, 163, 601, 303
02-19, 7, 19254937, 172, 635, 327
02-19, 7, 19251786, 173, 633, 326
02-19, 8, 19251716, 180, 674, 348
02-19, 8, 19248561, 181, 673, 350
02-19, 9, 19248509, 158, 729, 369
02-19, 9, 19245351, 162, 729, 370
02-19, 10, 19245281, 172, 762, 397
02-19, 10, 19242127, 173, 760, 399
02-19, 11, 19242060, 170, 800, 429
02-19, 11, 19238907, 170, 799, 430
02-19, 12, 19238835, 164, 849, 458
02-19, 12, 19235681, 166, 845, 461
02-19, 13, 19235598, 185, 883, 487
02-19, 13, 19232436, 186, 886, 492
02-19, 14, 19232348, 190, 938, 524
02-19, 14, 19229200, 190, 934, 523
02-19, 15, 19229108, 203, 970, 566
02-19, 15, 19225955, 205, 970, 564
02-19, 16, 19225860, 217, 1022, 595
02-19, 16, 19222711, 217, 1019, 594
02-19, 17, 19222615, 236, 1064, 626
02-19, 17, 19219451, 238, 1072, 627
02-19, 18, 19219341, 254, 1123, 670
02-19, 18, 19216189, 255, 1124, 667
02-19, 19, 19216079, 280, 1180, 696
02-19, 19, 19212921, 280, 1180, 701
02-19, 20, 19212799, 293, 1249, 741
02-19, 20, 19209638, 295, 1252, 744
02-19, 21, 19209506, 324, 1317, 782
02-19, 21, 19206353, 325, 1316, 782
02-19, 22, 19206245, 312, 1387, 832
02-19, 22, 19203087, 312, 1389, 835
02-19, 23, 19202944, 344, 1468, 867
