Each row contains mmyy, dd, s (susceptible), e (exposed), i (infected), and r (removed) population for a particular metro area
New York-Newark-Jersey City NY-NJ-PA MSA
01-20, 1, 19216182, 0, 0, 0
01-20, 1, 19218079, 0, 0, 0
01-20, 2, 19218063, 16, 0, 0
01-20, 2, 19219960, 16, 0, 0
01-20, 3, 19219938, 32, 6, 0
01-20, 3, 19221835, 32, 6, 0
01-20, 4, 19221819, 37, 17, 0
01-20, 4, 19223715, 38, 17, 0
01-20, 5, 19223699, 40, 31, 0
01-20, 5, 19225596, 40, 31, 0
01-20, 6, 19225575, 41, 48, 3
01-20, 6, 19227472, 41, 48, 3
01-20, 7, 19227451, 51, 58, 4
01-20, 7, 19229348, 51, 58, 4
01-20, 8, 19229326, 48, 82, 5
01-20, 8, 19231223, 48, 82, 5
01-20, 9, 19231200, 53, 99, 6
01-20, 9, 19233096, 54, 99, 6
01-20, 10, 19233072, 57, 116, 10
01-20, 10, 19234968, 58, 116, 10
01-20, 11, 19234949, 53, 136, 14
01-20, 11, 19236846, 52, 137, 14
01-20, 12, 19236834, 45, 153, 17
01-20, 12, 19238730, 46, 153, 17
01-20, 13, 19238713, 45, 165, 23
01-20, 13, 19240609, 45, 166, 23
01-20, 14, 19240594, 45, 175, 29
01-20, 14, 19242492, 44, 175, 29
01-20, 15, 19242476, 43, 189, 32
01-20, 15, 19244370, 45, 190, 32
01-20, 16, 19244346, 47, 201, 43
01-20, 16, 19246243, 47, 201, 43
01-20, 17, 19246220, 53, 216, 45
01-20, 17, 19248117, 53, 216, 45
01-20, 18, 19248102, 49, 227, 53
01-20, 18, 19249999, 50, 226, 53
01-20, 19, 19249974, 57, 235, 62
01-20, 19, 19251871, 57, 235, 62
01-20, 20, 19251844, 58, 257, 66
01-20, 20, 19253741, 58, 257, 66
01-20, 21, 19253711, 65, 268, 78
01-20, 21, 19255608, 65, 268, 78
01-20, 22, 19255575, 73, 282, 89
01-20, 22, 19257475, 71, 281, 89
01-20, 23, 19257446, 74, 297, 99
01-20, 23, 19259342, 74, 298, 99
01-20, 24, 19259318, 69, 314, 112
01-20, 24, 19261216, 68, 314, 112
01-20, 25, 19261189, 64, 334, 123
01-20, 25, 19263085, 65, 334, 123
01-20, 26, 19263061, 67, 346, 133
01-20, 26, 19264962, 65, 344, 133
01-20, 27, 19264932, 66, 357, 149
01-20, 27, 19266831, 65, 356, 149
01-20, 28, 19266795, 73, 375, 158
01-20, 28, 19268693, 72, 375, 158
01-20, 29, 19268652, 77, 396, 173
01-20, 29, 19270545, 80, 396, 174
01-20, 30, 19270499, 92, 421, 183
01-20, 30, 19272395, 93, 421, 183
01-20, 31, 19272345, 106, 445, 196
01-20, 31, 19274243, 107, 443, 196
02-19, 1, 19274197, 109, 472, 211
02-19, 1, 19271046, 108, 472, 210
02-19, 2, 19271001, 110, 493, 232
02-19, 2, 19267842, 112, 497, 232
02-19, 3, 19267784, 128, 525, 246
02-19, 3, 19264628, 132, 524, 246
02-19, 4, 19264578, 136, 557, 259
02-19, 4, 19261421, 138, 559, 259
02-19, 5, 19261361, 143, 600, 273
02-19, 5, 19258206, 142, 603, 273
02-19, 6, 19258155, 135, 640, 294
02-19, 6, 19255005, 132, 640, 294
02-19, 7, 19254932, 147, 683, 309
02-19, 7, 19251777, 146, 686, 309
02-19, 8, 19251703, 157, 734, 324
02-19, 8, 19248554, 157, 733, 321
02-19, 9, 19248490, 156, 779, 340
02-19, 9, 19245335, 156, 780, 341
02-19, 10, 19245256, 163, 824, 369
02-19, 10, 19242106, 162, 823, 368
02-19, 11, 19242032, 164, 866, 397
02-19, 11, 19238880, 164, 863, 399
02-19, 12, 19238784, 198, 889, 435
02-19, 12, 19235633, 199, 887, 434
02-19, 13, 19235542, 211, 926, 474
02-19, 13, 19232384, 213, 926, 477
02-19, 14, 19232282, 225, 992, 501
02-19, 14, 19229121, 225, 994, 507
02-19, 15, 19229020, 227, 1059, 541
02-19, 15, 19225870, 227, 1056, 541
02-19, 16, 19225775, 239, 1098, 582
02-19, 16, 19222619, 239, 1097, 586
02-19, 17, 19222512, 250, 1166, 613
02-19, 17, 19219360, 249, 1162, 617
02-19, 18, 19219233, 276, 1220, 659
02-19, 18, 19216076, 275, 1221, 663
02-19, 19, 19215956, 297, 1283, 699
02-19, 19, 19212790, 300, 1291, 701
02-19, 20, 19212668, 296, 1366, 752
02-19, 20, 19209510, 297, 1369, 753
02-19, 21, 19209362, 332, 1432, 803
02-19, 21, 19206200, 335, 1439, 802
02-19, 22, 19206055, 363, 1498, 860
02-19, 22, 19202877, 372, 1508, 866
02-19, 23, 19202730, 381, 1590, 922
