Each row contains mmyy, dd, s (susceptible), e (exposed), i (infected), and r (removed) population for a particular metro area
New York-Newark-Jersey City NY-NJ-PA MSA
01-20, 1, 19216182, 0, 0, 0
01-20, 1, 19218079, 0, 0, 0
01-20, 2, 19218061, 18, 0, 0
01-20, 2, 19219958, 18, 0, 0
01-20, 3, 19219940, 26, 10, 0
01-20, 3, 19221837, 26, 10, 0
01-20, 4, 19221812, 41, 19, 1
01-20, 4, 19223707, 42, 20, 1
01-20, 5, 19223685, 48, 36, 1
01-20, 5, 19225584, 46, 36, 1
01-20, 6, 19225566, 46, 52, 3
01-20, 6, 19227464, 46, 51, 3
01-20, 7, 19227445, 44, 70, 5
01-20, 7, 19229343, 44, 69, 5
01-20, 8, 19229324, 44, 88, 5
01-20, 8, 19231221, 44, 88, 5
01-20, 9, 19231196, 45, 108, 9
01-20, 9, 19233090, 47, 109, 9
01-20, 10, 19233066, 52, 119, 18
01-20, 10, 19234962, 52, 120, 18
01-20, 11, 19234936, 58, 128, 30
01-20, 11, 19236828, 60, 131, 30
01-20, 12, 19236816, 41, 162, 30
01-20, 12, 19238713, 42, 161, 30
01-20, 13, 19238699, 42, 164, 41
01-20, 13, 19240595, 44, 163, 41
01-20, 14, 19240575, 46, 172, 50
01-20, 14, 19242473, 46, 171, 50
01-20, 15, 19242458, 43, 181, 58
01-20, 15, 19244351, 44, 183, 59
01-20, 16, 19244339, 41, 192, 65
01-20, 16, 19246234, 42, 191, 67
01-20, 17, 19246214, 46, 200, 74
01-20, 17, 19248103, 48, 204, 76
01-20, 18, 19248080, 53, 213, 85
01-20, 18, 19249981, 53, 209, 85
01-20, 19, 19249958, 57, 222, 91
01-20, 19, 19251850, 58, 223, 94
01-20, 20, 19251826, 50, 243, 106
01-20, 20, 19253718, 52, 243, 109
01-20, 21, 19253701, 45, 259, 117
01-20, 21, 19255602, 45, 255, 117
01-20, 22, 19255575, 57, 265, 122
01-20, 22, 19257469, 57, 268, 122
01-20, 23, 19257439, 67, 275, 135
01-20, 23, 19259334, 68, 276, 135
01-20, 24, 19259309, 62, 301, 141
01-20, 24, 19261204, 62, 301, 143
01-20, 25, 19261179, 63, 315, 153
01-20, 25, 19263074, 63, 317, 153
01-20, 26, 19263045, 65, 331, 166
01-20, 26, 19264939, 67, 334, 164
01-20, 27, 19264900, 79, 352, 173
01-20, 27, 19266799, 80, 349, 173
01-20, 28, 19266761, 78, 379, 183
01-20, 28, 19268659, 78, 379, 182
01-20, 29, 19268625, 70, 408, 195
01-20, 29, 19270520, 72, 409, 194
01-20, 30, 19270473, 86, 428, 208
01-20, 30, 19272365, 89, 431, 207
01-20, 31, 19272322, 104, 446, 220
01-20, 31, 19274216, 106, 447, 220
02-19, 1, 19274173, 116, 460, 240
02-19, 1, 19271027, 117, 455, 237
02-19, 2, 19270990, 114, 484, 248
02-19, 2, 19267839, 114, 482, 248
02-19, 3, 19267783, 128, 506, 266
02-19, 3, 19264629, 127, 508, 266
02-19, 4, 19264579, 136, 530, 285
02-19, 4, 19261428, 135, 527, 287
02-19, 5, 19261386, 126, 559, 306
02-19, 5, 19258230, 127, 560, 307
02-19, 6, 19258170, 143, 584, 327
02-19, 6, 19255015, 143, 585, 328
02-19, 7, 19254956, 153, 605, 357
02-19, 7, 19251805, 151, 604, 358
02-19, 8, 19251753, 154, 632, 379
02-19, 8, 19248599, 155, 631, 380
02-19, 9, 19248529, 164, 670, 402
02-19, 9, 19245380, 165, 666, 401
02-19, 10, 19245309, 175, 713, 415
02-19, 10, 19242162, 174, 706, 417
02-19, 11, 19242090, 169, 758, 442
02-19, 11, 19238937, 170, 756, 443
02-19, 12, 19238853, 188, 796, 469
02-19, 12, 19235705, 190, 790, 468
02-19, 13, 19235607, 211, 836, 499
02-19, 13, 19232462, 212, 831, 495
02-19, 14, 19232388, 196, 898, 518
02-19, 14, 19229245, 198, 893, 511
02-19, 15, 19229150, 215, 941, 541
02-19, 15, 19226000, 217, 943, 534
02-19, 16, 19225910, 227, 988, 569
02-19, 16, 19222755, 229, 989, 568
02-19, 17, 19222668, 219, 1042, 612
02-19, 17, 19219517, 221, 1039, 611
02-19, 18, 19219414, 242, 1073, 659
02-19, 18, 19216260, 246, 1072, 657
02-19, 19, 19216164, 242, 1142, 687
02-19, 19, 19213005, 245, 1147, 685
02-19, 20, 19212893, 261, 1200, 728
02-19, 20, 19209737, 267, 1201, 724
02-19, 21, 19209610, 292, 1269, 758
02-19, 21, 19206458, 295, 1270, 753
02-19, 22, 19206316, 332, 1333, 795
02-19, 22, 19203151, 335, 1338, 799
02-19, 23, 19203019, 335, 1431, 838
