Each row contains mmyy, dd, s (susceptible), e (exposed), i (infected), and r (removed) population for a particular metro area
New York-Newark-Jersey City NY-NJ-PA MSA
01-20, 1, 19216182, 0, 0, 0
01-20, 1, 19218079, 0, 0, 0
01-20, 2, 19218053, 26, 0, 0
01-20, 2, 19219950, 26, 0, 0
01-20, 3, 19219936, 31, 9, 0
01-20, 3, 19221833, 31, 9, 0
01-20, 4, 19221815, 35, 23, 0
01-20, 4, 19223712, 35, 23, 0
01-20, 5, 19223686, 51, 32, 1
01-20, 5, 19225583, 51, 32, 1
01-20, 6, 19225560, 53, 53, 1
01-20, 6, 19227457, 53, 53, 1
01-20, 7, 19227442, 47, 73, 2
01-20, 7, 19229338, 48, 73, 2
01-20, 8, 19229323, 46, 89, 3
01-20, 8, 19231221, 45, 89, 3
01-20, 9, 19231205, 45, 104, 4
01-20, 9, 19233102, 45, 104, 4
01-20, 10, 19233088, 38, 124, 5
01-20, 10, 19234986, 37, 124, 5
01-20, 11, 19234976, 39, 128, 9
01-20, 11, 19236875, 37, 128, 9
01-20, 12, 19236857, 42, 132, 18
01-20, 12, 19238755, 41, 132, 18
01-20, 13, 19238731, 44, 148, 23
01-20, 13, 19240629, 42, 149, 23
01-20, 14, 19240612, 42, 165, 24
01-20, 14, 19242512, 40, 163, 25
01-20, 15, 19242497, 33, 178, 32
01-20, 15, 19244397, 31, 177, 32
01-20, 16, 19244374, 39, 185, 39
01-20, 16, 19246271, 39, 185, 39
01-20, 17, 19246249, 46, 193, 46
01-20, 17, 19248148, 45, 192, 46
01-20, 18, 19248129, 51, 202, 49
01-20, 18, 19250026, 51, 201, 50
01-20, 19, 19250007, 49, 216, 56
01-20, 19, 19251904, 50, 215, 56
01-20, 20, 19251888, 46, 228, 63
01-20, 20, 19253785, 45, 228, 64
01-20, 21, 19253760, 46, 244, 72
01-20, 21, 19255659, 46, 242, 72
01-20, 22, 19255631, 55, 257, 76
01-20, 22, 19257529, 55, 256, 76
01-20, 23, 19257506, 55, 269, 86
01-20, 23, 19259403, 55, 268, 87
01-20, 24, 19259380, 59, 282, 92
01-20, 24, 19261275, 61, 281, 93
01-20, 25, 19261252, 59, 290, 109
01-20, 25, 19263150, 59, 289, 109
01-20, 26, 19263119, 68, 304, 116
01-20, 26, 19265016, 67, 305, 116
01-20, 27, 19264982, 76, 318, 128
01-20, 27, 19266879, 77, 316, 129
01-20, 28, 19266846, 78, 334, 143
01-20, 28, 19268742, 79, 334, 143
01-20, 29, 19268713, 72, 360, 153
01-20, 29, 19270608, 74, 360, 153
01-20, 30, 19270577, 80, 372, 166
01-20, 30, 19272473, 79, 373, 167
01-20, 31, 19272442, 82, 384, 184
01-20, 31, 19274337, 84, 384, 184
02-19, 1, 19274304, 95, 393, 197
02-19, 1, 19271161, 89, 391, 195
02-19, 2, 19271121, 96, 405, 214
02-19, 2, 19267972, 93, 404, 214
02-19, 3, 19267935, 81, 436, 231
02-19, 3, 19264783, 82, 433, 232
02-19, 4, 19264733, 99, 438, 260
02-19, 4, 19261579, 100, 436, 262
02-19, 5, 19261532, 120, 450, 275
02-19, 5, 19258375, 121, 452, 276
02-19, 6, 19258332, 117, 478, 297
02-19, 6, 19255182, 112, 479, 298
02-19, 7, 19255146, 108, 502, 315
02-19, 7, 19251991, 109, 502, 316
02-19, 8, 19251936, 124, 528, 330
02-19, 8, 19248784, 122, 527, 332
02-19, 9, 19248735, 129, 550, 351
02-19, 9, 19245588, 126, 547, 351
02-19, 10, 19245536, 130, 576, 370
02-19, 10, 19242389, 128, 572, 370
02-19, 11, 19242335, 132, 593, 399
02-19, 11, 19239187, 134, 586, 399
02-19, 12, 19239125, 129, 639, 413
02-19, 12, 19235974, 130, 635, 414
02-19, 13, 19235907, 150, 657, 439
02-19, 13, 19232761, 147, 653, 439
02-19, 14, 19232713, 129, 700, 458
02-19, 14, 19229560, 128, 699, 460
02-19, 15, 19229490, 153, 721, 483
02-19, 15, 19226330, 156, 723, 485
02-19, 16, 19226249, 175, 760, 510
02-19, 16, 19223102, 172, 755, 512
02-19, 17, 19223026, 182, 797, 536
02-19, 17, 19219877, 178, 797, 536
02-19, 18, 19219805, 182, 836, 565
02-19, 18, 19216650, 182, 835, 568
02-19, 19, 19216583, 183, 877, 592
02-19, 19, 19213426, 187, 879, 590
02-19, 20, 19213351, 183, 928, 620
02-19, 20, 19210200, 186, 925, 618
02-19, 21, 19210116, 200, 965, 648
02-19, 21, 19206964, 198, 962, 652
02-19, 22, 19206866, 217, 1000, 693
02-19, 22, 19203708, 219, 999, 697
02-19, 23, 19203591, 260, 1051, 721
