Each row contains mmyy, dd, s (susceptible), e (exposed), i (infected), and r (removed) population for a particular metro area
New York-Newark-Jersey City NY-NJ-PA MSA
01-20, 1, 19216182, 0, 0, 0
01-20, 1, 19218079, 0, 0, 0
01-20, 2, 19218060, 19, 0, 0
01-20, 2, 19219957, 19, 0, 0
01-20, 3, 19219944, 23, 9, 0
01-20, 3, 19221841, 23, 9, 0
01-20, 4, 19221823, 30, 20, 0
01-20, 4, 19223720, 30, 20, 0
01-20, 5, 19223698, 34, 37, 1
01-20, 5, 19225594, 35, 37, 1
01-20, 6, 19225575, 35, 55, 2
01-20, 6, 19227472, 35, 55, 2
01-20, 7, 19227453, 37, 68, 6
01-20, 7, 19229350, 37, 68, 6
01-20, 8, 19229325, 52, 78, 6
01-20, 8, 19231222, 52, 78, 6
01-20, 9, 19231202, 51, 96, 9
01-20, 9, 19233099, 51, 96, 9
01-20, 10, 19233083, 52, 108, 12
01-20, 10, 19234980, 52, 108, 12
01-20, 11, 19234960, 53, 122, 17
01-20, 11, 19236857, 53, 122, 17
01-20, 12, 19236835, 49, 140, 25
01-20, 12, 19238733, 49, 139, 25
01-20, 13, 19238710, 52, 155, 29
01-20, 13, 19240607, 52, 155, 29
01-20, 14, 19240594, 43, 171, 35
01-20, 14, 19242491, 43, 171, 35
01-20, 15, 19242474, 46, 180, 40
01-20, 15, 19244371, 46, 180, 40
01-20, 16, 19244351, 49, 190, 47
01-20, 16, 19246247, 50, 190, 47
01-20, 17, 19246222, 54, 208, 50
01-20, 17, 19248118, 55, 208, 50
01-20, 18, 19248099, 53, 224, 55
01-20, 18, 19249996, 53, 224, 55
01-20, 19, 19249973, 55, 233, 67
01-20, 19, 19251871, 55, 232, 67
01-20, 20, 19251855, 51, 246, 73
01-20, 20, 19253753, 50, 246, 73
01-20, 21, 19253730, 57, 250, 85
01-20, 21, 19255628, 56, 250, 85
01-20, 22, 19255601, 64, 263, 91
01-20, 22, 19257499, 64, 262, 91
01-20, 23, 19257476, 58, 276, 106
01-20, 23, 19259369, 60, 278, 106
01-20, 24, 19259353, 51, 298, 111
01-20, 24, 19261249, 52, 298, 111
01-20, 25, 19261218, 54, 318, 120
01-20, 25, 19263113, 54, 320, 120
01-20, 26, 19263072, 70, 329, 136
01-20, 26, 19264973, 68, 327, 136
01-20, 27, 19264943, 69, 346, 146
01-20, 27, 19266839, 71, 345, 146
01-20, 28, 19266801, 80, 361, 159
01-20, 28, 19268698, 80, 361, 159
01-20, 29, 19268656, 87, 379, 176
01-20, 29, 19270556, 85, 378, 176
01-20, 30, 19270510, 102, 397, 186
01-20, 30, 19272407, 102, 397, 186
01-20, 31, 19272358, 111, 427, 196
01-20, 31, 19274256, 110, 427, 196
02-19, 1, 19274213, 112, 461, 203
02-19, 1, 19271060, 112, 461, 203
02-19, 2, 19271013, 106, 500, 217
02-19, 2, 19267862, 106, 497, 218
02-19, 3, 19267807, 119, 524, 233
02-19, 3, 19264651, 119, 525, 235
02-19, 4, 19264594, 128, 554, 254
02-19, 4, 19261446, 128, 549, 254
02-19, 5, 19261378, 156, 574, 269
02-19, 5, 19258229, 155, 571, 269
02-19, 6, 19258165, 157, 616, 286
02-19, 6, 19255016, 157, 613, 285
02-19, 7, 19254952, 165, 648, 306
02-19, 7, 19251803, 164, 644, 307
02-19, 8, 19251746, 159, 675, 338
02-19, 8, 19248595, 160, 670, 340
02-19, 9, 19248529, 162, 711, 363
02-19, 9, 19245379, 159, 713, 361
02-19, 10, 19245304, 167, 767, 374
02-19, 10, 19242148, 167, 770, 374
02-19, 11, 19242082, 174, 800, 403
02-19, 11, 19238929, 174, 800, 403
02-19, 12, 19238849, 183, 840, 434
02-19, 12, 19235695, 184, 839, 435
02-19, 13, 19235618, 183, 885, 467
02-19, 13, 19232460, 183, 888, 469
02-19, 14, 19232364, 219, 915, 502
02-19, 14, 19229207, 220, 915, 505
02-19, 15, 19229112, 223, 967, 545
02-19, 15, 19225945, 230, 973, 546
02-19, 16, 19225840, 255, 1011, 588
02-19, 16, 19222687, 255, 1008, 591
02-19, 17, 19222594, 257, 1059, 631
02-19, 17, 19219441, 259, 1058, 630
02-19, 18, 19219328, 267, 1113, 680
02-19, 18, 19216177, 270, 1111, 677
02-19, 19, 19216054, 297, 1166, 718
02-19, 19, 19212895, 299, 1168, 720
02-19, 20, 19212783, 284, 1260, 755
02-19, 20, 19209630, 283, 1267, 749
02-19, 21, 19209503, 293, 1325, 808
02-19, 21, 19206337, 296, 1329, 814
02-19, 22, 19206198, 326, 1394, 858
02-19, 22, 19203029, 327, 1404, 863
02-19, 23, 19202901, 331, 1472, 919
