Each row contains mmyy, dd, s (susceptible), e (exposed), i (infected), and r (removed) population for a particular metro area
New York-Newark-Jersey City NY-NJ-PA MSA
01-20, 1, 19216182, 0, 0, 0
01-20, 1, 19218078, 1, 0, 0
01-20, 2, 19218053, 26, 0, 0
01-20, 2, 19219948, 27, 1, 0
01-20, 3, 19219934, 34, 8, 0
01-20, 3, 19221830, 34, 9, 0
01-20, 4, 19221807, 41, 25, 0
01-20, 4, 19223706, 41, 23, 0
01-20, 5, 19223688, 39, 42, 1
01-20, 5, 19225585, 39, 42, 1
01-20, 6, 19225564, 44, 57, 2
01-20, 6, 19227460, 44, 58, 2
01-20, 7, 19227445, 41, 75, 3
01-20, 7, 19229341, 42, 75, 3
01-20, 8, 19229329, 37, 88, 7
01-20, 8, 19231226, 36, 88, 8
01-20, 9, 19231210, 37, 100, 11
01-20, 9, 19233107, 37, 100, 11
01-20, 10, 19233091, 45, 106, 13
01-20, 10, 19234988, 45, 106, 13
01-20, 11, 19234969, 49, 117, 17
01-20, 11, 19236864, 50, 118, 17
01-20, 12, 19236841, 55, 132, 21
01-20, 12, 19238737, 55, 133, 21
01-20, 13, 19238721, 52, 148, 25
01-20, 13, 19240619, 52, 147, 25
01-20, 14, 19240595, 56, 161, 31
01-20, 14, 19242493, 55, 161, 31
01-20, 15, 19242470, 59, 177, 34
01-20, 15, 19244368, 59, 176, 34
01-20, 16, 19244349, 55, 194, 39
01-20, 16, 19246247, 54, 194, 39
01-20, 17, 19246228, 50, 207, 49
01-20, 17, 19248124, 50, 208, 49
01-20, 18, 19248110, 49, 217, 55
01-20, 18, 19250008, 48, 217, 55
01-20, 19, 19249990, 44, 233, 61
01-20, 19, 19251883, 44, 237, 61
01-20, 20, 19251855, 56, 240, 74
01-20, 20, 19253752, 57, 240, 73
01-20, 21, 19253729, 55, 258, 80
01-20, 21, 19255630, 53, 256, 80
01-20, 22, 19255598, 63, 269, 89
01-20, 22, 19257495, 63, 269, 89
01-20, 23, 19257466, 69, 282, 99
01-20, 23, 19259360, 70, 288, 95
01-20, 24, 19259340, 59, 311, 103
01-20, 24, 19261238, 59, 311, 102
01-20, 25, 19261198, 70, 325, 117
01-20, 25, 19263096, 70, 325, 116
01-20, 26, 19263044, 93, 341, 129
01-20, 26, 19264940, 94, 341, 129
01-20, 27, 19264905, 90, 371, 138
01-20, 27, 19266805, 88, 370, 138
01-20, 28, 19266776, 84, 392, 149
01-20, 28, 19268670, 85, 392, 151
01-20, 29, 19268634, 87, 413, 164
01-20, 29, 19270535, 86, 411, 163
01-20, 30, 19270491, 91, 439, 174
01-20, 30, 19272390, 90, 438, 174
01-20, 31, 19272338, 108, 460, 186
01-20, 31, 19274234, 106, 462, 187
02-19, 1, 19274191, 107, 491, 200
02-19, 1, 19271035, 107, 495, 199
02-19, 2, 19270993, 103, 519, 221
02-19, 2, 19267839, 103, 519, 222
02-19, 3, 19267791, 122, 526, 244
02-19, 3, 19264625, 125, 535, 245
02-19, 4, 19264558, 144, 566, 262
02-19, 4, 19261407, 141, 566, 263
02-19, 5, 19261343, 140, 614, 280
02-19, 5, 19258191, 139, 612, 282
02-19, 6, 19258131, 151, 637, 305
02-19, 6, 19254976, 148, 642, 305
02-19, 7, 19254906, 159, 681, 325
02-19, 7, 19251750, 158, 683, 327
02-19, 8, 19251680, 162, 730, 346
02-19, 8, 19248532, 162, 726, 345
02-19, 9, 19248454, 175, 768, 368
02-19, 9, 19245298, 175, 771, 368
02-19, 10, 19245218, 194, 803, 397
02-19, 10, 19242069, 189, 799, 402
02-19, 11, 19242000, 182, 838, 439
02-19, 11, 19238850, 181, 839, 436
02-19, 12, 19238769, 170, 904, 463
02-19, 12, 19235613, 171, 906, 463
02-19, 13, 19235516, 201, 945, 491
02-19, 13, 19232372, 202, 934, 492
02-19, 14, 19232282, 220, 985, 513
02-19, 14, 19229133, 221, 982, 511
02-19, 15, 19229014, 252, 1031, 550
02-19, 15, 19225861, 250, 1035, 548
02-19, 16, 19225766, 244, 1106, 578
02-19, 16, 19222616, 245, 1101, 579
02-19, 17, 19222509, 259, 1146, 627
02-19, 17, 19219345, 261, 1149, 633
02-19, 18, 19219237, 276, 1201, 674
02-19, 18, 19216079, 277, 1204, 675
02-19, 19, 19215926, 330, 1268, 711
02-19, 19, 19212776, 330, 1263, 713
02-19, 20, 19212650, 330, 1349, 753
02-19, 20, 19209499, 332, 1342, 756
02-19, 21, 19209371, 319, 1434, 805
02-19, 21, 19206213, 322, 1437, 804
02-19, 22, 19206061, 341, 1508, 866
02-19, 22, 19202914, 339, 1503, 867
02-19, 23, 19202774, 363, 1562, 924
