Each row contains mmyy, dd, s (susceptible), e (exposed), i (infected), and r (removed) population for a particular metro area
New York-Newark-Jersey City NY-NJ-PA MSA
01-20, 1, 19216182, 0, 0, 0
01-20, 1, 19218078, 1, 0, 0
01-20, 2, 19218048, 30, 1, 0
01-20, 2, 19219945, 30, 1, 0
01-20, 3, 19219930, 33, 13, 0
01-20, 3, 19221828, 32, 13, 0
01-20, 4, 19221801, 44, 27, 1
01-20, 4, 19223696, 45, 28, 1
01-20, 5, 19223682, 39, 47, 2
01-20, 5, 19225578, 40, 46, 3
01-20, 6, 19225549, 51, 62, 5
01-20, 6, 19227448, 51, 60, 5
01-20, 7, 19227435, 47, 74, 8
01-20, 7, 19229332, 48, 73, 8
01-20, 8, 19229313, 49, 86, 13
01-20, 8, 19231210, 49, 86, 13
01-20, 9, 19231201, 43, 98, 16
01-20, 9, 19233099, 43, 98, 15
01-20, 10, 19233083, 42, 110, 20
01-20, 10, 19234976, 43, 112, 21
01-20, 11, 19234944, 61, 123, 24
01-20, 11, 19236842, 62, 122, 23
01-20, 12, 19236823, 55, 143, 28
01-20, 12, 19238719, 56, 144, 27
01-20, 13, 19238701, 49, 163, 33
01-20, 13, 19240598, 49, 163, 33
01-20, 14, 19240579, 48, 174, 42
01-20, 14, 19242475, 50, 173, 42
01-20, 15, 19242454, 54, 183, 49
01-20, 15, 19244348, 54, 185, 50
01-20, 16, 19244331, 49, 198, 59
01-20, 16, 19246230, 49, 197, 58
01-20, 17, 19246208, 54, 205, 67
01-20, 17, 19248108, 54, 203, 66
01-20, 18, 19248091, 49, 217, 74
01-20, 18, 19249989, 50, 216, 73
01-20, 19, 19249971, 51, 227, 79
01-20, 19, 19251869, 51, 226, 79
01-20, 20, 19251835, 63, 238, 89
01-20, 20, 19253732, 65, 237, 88
01-20, 21, 19253716, 60, 246, 100
01-20, 21, 19255615, 61, 244, 99
01-20, 22, 19255594, 58, 261, 106
01-20, 22, 19257491, 58, 260, 107
01-20, 23, 19257462, 72, 268, 114
01-20, 23, 19259364, 72, 265, 112
01-20, 24, 19259339, 76, 279, 119
01-20, 24, 19261237, 76, 279, 118
01-20, 25, 19261201, 77, 305, 127
01-20, 25, 19263096, 78, 306, 127
01-20, 26, 19263067, 77, 327, 136
01-20, 26, 19264964, 78, 327, 135
01-20, 27, 19264939, 77, 345, 143
01-20, 27, 19266838, 78, 343, 142
01-20, 28, 19266810, 75, 358, 158
01-20, 28, 19268712, 75, 355, 156
01-20, 29, 19268671, 89, 365, 173
01-20, 29, 19270568, 89, 365, 173
01-20, 30, 19270544, 82, 384, 185
01-20, 30, 19272444, 82, 383, 183
01-20, 31, 19272407, 90, 407, 188
01-20, 31, 19274303, 90, 406, 190
02-19, 1, 19274265, 86, 428, 210
02-19, 1, 19271106, 87, 429, 214
02-19, 2, 19271065, 95, 446, 230
02-19, 2, 19267905, 96, 451, 231
02-19, 3, 19267868, 97, 465, 253
02-19, 3, 19264709, 97, 466, 258
02-19, 4, 19264657, 114, 488, 271
02-19, 4, 19261497, 116, 493, 271
02-19, 5, 19261448, 117, 528, 284
02-19, 5, 19258282, 120, 534, 288
02-19, 6, 19258232, 124, 552, 316
02-19, 6, 19255071, 125, 557, 318
02-19, 7, 19255018, 129, 589, 335
02-19, 7, 19251857, 130, 593, 338
02-19, 8, 19251793, 139, 627, 359
02-19, 8, 19248630, 143, 632, 360
02-19, 9, 19248568, 146, 667, 384
02-19, 9, 19245410, 148, 671, 383
02-19, 10, 19245352, 145, 711, 404
02-19, 10, 19242189, 149, 716, 405
02-19, 11, 19242129, 149, 762, 419
02-19, 11, 19238973, 153, 764, 416
02-19, 12, 19238896, 176, 787, 447
02-19, 12, 19235741, 178, 787, 447
02-19, 13, 19235656, 192, 829, 476
02-19, 13, 19232503, 194, 824, 479
02-19, 14, 19232424, 196, 871, 509
02-19, 14, 19229273, 196, 867, 511
02-19, 15, 19229189, 202, 898, 558
02-19, 15, 19226030, 204, 898, 562
02-19, 16, 19225941, 216, 931, 606
02-19, 16, 19222792, 217, 926, 606
02-19, 17, 19222701, 222, 977, 641
02-19, 17, 19219547, 223, 977, 641
02-19, 18, 19219442, 247, 1022, 677
02-19, 18, 19216273, 254, 1027, 681
02-19, 19, 19216182, 251, 1082, 720
02-19, 19, 19213022, 250, 1086, 724
02-19, 20, 19212906, 263, 1144, 769
02-19, 20, 19209750, 264, 1143, 772
02-19, 21, 19209626, 278, 1219, 806
02-19, 21, 19206469, 283, 1219, 805
02-19, 22, 19206328, 309, 1291, 848
02-19, 22, 19203160, 309, 1299, 855
02-19, 23, 19203044, 300, 1380, 899
