Each row contains mmyy, dd, s (susceptible), e (exposed), i (infected), and r (removed) population for a particular metro area
New York-Newark-Jersey City NY-NJ-PA MSA
01-20, 1, 19216182, 0, 0, 0
01-20, 1, 19218079, 0, 0, 0
01-20, 2, 19218064, 15, 0, 0
01-20, 2, 19219961, 15, 0, 0
01-20, 3, 19219939, 33, 4, 0
01-20, 3, 19221836, 33, 4, 0
01-20, 4, 19221823, 38, 12, 0
01-20, 4, 19223720, 38, 12, 0
01-20, 5, 19223706, 32, 32, 0
01-20, 5, 19225603, 32, 32, 0
01-20, 6, 19225590, 29, 47, 1
01-20, 6, 19227487, 29, 47, 1
01-20, 7, 19227470, 31, 59, 4
01-20, 7, 19229367, 31, 59, 4
01-20, 8, 19229349, 29, 77, 6
01-20, 8, 19231246, 29, 77, 6
01-20, 9, 19231226, 37, 87, 8
01-20, 9, 19233123, 37, 87, 8
01-20, 10, 19233102, 39, 104, 10
01-20, 10, 19234999, 39, 104, 10
01-20, 11, 19234981, 43, 112, 16
01-20, 11, 19236877, 43, 113, 16
01-20, 12, 19236864, 36, 130, 19
01-20, 12, 19238760, 37, 130, 19
01-20, 13, 19238735, 52, 138, 21
01-20, 13, 19240632, 53, 137, 21
01-20, 14, 19240610, 50, 160, 23
01-20, 14, 19242507, 50, 160, 23
01-20, 15, 19242488, 48, 175, 29
01-20, 15, 19244385, 49, 174, 29
01-20, 16, 19244364, 58, 180, 35
01-20, 16, 19246263, 58, 178, 35
01-20, 17, 19246239, 60, 196, 39
01-20, 17, 19248135, 60, 197, 39
01-20, 18, 19248114, 55, 215, 47
01-20, 18, 19250009, 56, 216, 47
01-20, 19, 19249994, 55, 229, 50
01-20, 19, 19251887, 57, 231, 50
01-20, 20, 19251869, 53, 242, 61
01-20, 20, 19253762, 56, 243, 61
01-20, 21, 19253741, 56, 258, 67
01-20, 21, 19255637, 56, 259, 67
01-20, 22, 19255606, 65, 274, 74
01-20, 22, 19257502, 65, 275, 74
01-20, 23, 19257476, 64, 295, 81
01-20, 23, 19259370, 64, 298, 81
01-20, 24, 19259347, 56, 319, 91
01-20, 24, 19261241, 57, 321, 91
01-20, 25, 19261211, 72, 326, 101
01-20, 25, 19263107, 72, 327, 101
01-20, 26, 19263086, 65, 347, 109
01-20, 26, 19264983, 66, 346, 109
01-20, 27, 19264950, 71, 364, 119
01-20, 27, 19266846, 71, 364, 120
01-20, 28, 19266809, 75, 387, 130
01-20, 28, 19268699, 76, 391, 132
01-20, 29, 19268668, 79, 402, 149
01-20, 29, 19270565, 80, 399, 151
01-20, 30, 19270524, 94, 409, 168
01-20, 30, 19272421, 94, 408, 169
01-20, 31, 19272384, 86, 434, 188
01-20, 31, 19274281, 87, 432, 189
02-19, 1, 19274246, 83, 459, 201
02-19, 1, 19271095, 83, 456, 202
02-19, 2, 19271050, 99, 464, 223
02-19, 2, 19267899, 99, 463, 222
02-19, 3, 19267850, 101, 492, 240
02-19, 3, 19264702, 102, 486, 240
02-19, 4, 19264646, 118, 513, 253
02-19, 4, 19261498, 119, 507, 253
02-19, 5, 19261454, 119, 535, 269
02-19, 5, 19258303, 120, 531, 270
02-19, 6, 19258250, 133, 557, 284
02-19, 6, 19255100, 136, 551, 284
02-19, 7, 19255047, 134, 589, 301
02-19, 7, 19251889, 136, 592, 301
02-19, 8, 19251817, 157, 613, 331
02-19, 8, 19248670, 157, 609, 329
02-19, 9, 19248612, 144, 651, 358
02-19, 9, 19245457, 144, 650, 361
02-19, 10, 19245392, 155, 671, 394
02-19, 10, 19242234, 157, 672, 396
02-19, 11, 19242174, 154, 706, 425
02-19, 11, 19239019, 155, 706, 426
02-19, 12, 19238948, 161, 739, 458
02-19, 12, 19235795, 162, 733, 463
02-19, 13, 19235732, 167, 772, 482
02-19, 13, 19232586, 168, 762, 484
02-19, 14, 19232512, 165, 811, 512
02-19, 14, 19229352, 169, 812, 514
02-19, 15, 19229252, 198, 860, 537
02-19, 15, 19226096, 199, 858, 541
02-19, 16, 19226018, 195, 917, 564
02-19, 16, 19222851, 197, 923, 570
02-19, 17, 19222763, 199, 976, 603
02-19, 17, 19219604, 203, 977, 604
02-19, 18, 19219508, 212, 1023, 645
02-19, 18, 19216352, 213, 1024, 646
02-19, 19, 19216244, 228, 1077, 686
02-19, 19, 19213098, 230, 1070, 684
02-19, 20, 19212982, 255, 1115, 730
02-19, 20, 19209811, 259, 1118, 741
02-19, 21, 19209688, 279, 1180, 782
02-19, 21, 19206520, 285, 1183, 788
02-19, 22, 19206403, 290, 1250, 833
02-19, 22, 19203244, 290, 1248, 841
02-19, 23, 19203125, 294, 1327, 877
