Each row contains mmyy, dd, s (susceptible), e (exposed), i (infected), and r (removed) population for a particular metro area
New York-Newark-Jersey City NY-NJ-PA MSA
01-20, 1, 19216182, 0, 0, 0
01-20, 1, 19218079, 0, 0, 0
01-20, 2, 19218052, 27, 0, 0
01-20, 2, 19219949, 27, 0, 0
01-20, 3, 19219932, 37, 7, 0
01-20, 3, 19221829, 36, 8, 0
01-20, 4, 19221810, 42, 21, 0
01-20, 4, 19223709, 42, 19, 0
01-20, 5, 19223696, 39, 33, 2
01-20, 5, 19225593, 39, 33, 2
01-20, 6, 19225578, 39, 46, 4
01-20, 6, 19227475, 38, 47, 4
01-20, 7, 19227456, 37, 66, 5
01-20, 7, 19229350, 40, 66, 5
01-20, 8, 19229327, 45, 79, 10
01-20, 8, 19231224, 45, 79, 10
01-20, 9, 19231206, 45, 92, 15
01-20, 9, 19233104, 40, 96, 15
01-20, 10, 19233077, 46, 113, 19
01-20, 10, 19234974, 45, 115, 18
01-20, 11, 19234953, 54, 120, 25
01-20, 11, 19236850, 52, 122, 25
01-20, 12, 19236832, 50, 142, 25
01-20, 12, 19238732, 46, 145, 23
01-20, 13, 19238712, 49, 161, 24
01-20, 13, 19240611, 50, 159, 23
01-20, 14, 19240590, 42, 179, 32
01-20, 14, 19242490, 41, 179, 30
01-20, 15, 19242472, 38, 191, 39
01-20, 15, 19244369, 38, 193, 37
01-20, 16, 19244355, 36, 200, 46
01-20, 16, 19246253, 36, 200, 45
01-20, 17, 19246232, 43, 203, 56
01-20, 17, 19248130, 43, 203, 55
01-20, 18, 19248113, 44, 214, 60
01-20, 18, 19250011, 44, 215, 58
01-20, 19, 19249989, 49, 227, 63
01-20, 19, 19251885, 49, 229, 62
01-20, 20, 19251859, 57, 240, 69
01-20, 20, 19253751, 59, 245, 67
01-20, 21, 19253727, 60, 261, 74
01-20, 21, 19255619, 63, 264, 73
01-20, 22, 19255586, 79, 274, 80
01-20, 22, 19257481, 81, 276, 78
01-20, 23, 19257459, 68, 301, 88
01-20, 23, 19259354, 70, 303, 86
01-20, 24, 19259328, 73, 320, 92
01-20, 24, 19261224, 76, 320, 90
01-20, 25, 19261184, 80, 344, 102
01-20, 25, 19263078, 83, 345, 101
01-20, 26, 19263048, 76, 367, 116
01-20, 26, 19264942, 77, 371, 114
01-20, 27, 19264903, 93, 383, 125
01-20, 27, 19266795, 96, 386, 124
01-20, 28, 19266763, 90, 404, 144
01-20, 28, 19268649, 96, 411, 142
01-20, 29, 19268611, 92, 433, 162
01-20, 29, 19270502, 94, 438, 161
01-20, 30, 19270468, 93, 452, 182
01-20, 30, 19272362, 95, 455, 180
01-20, 31, 19272312, 109, 479, 192
01-20, 31, 19274205, 108, 486, 190
02-19, 1, 19274164, 108, 506, 211
02-19, 1, 19271009, 111, 508, 208
02-19, 2, 19270967, 116, 524, 229
02-19, 2, 19267818, 115, 524, 226
02-19, 3, 19267760, 127, 553, 243
02-19, 3, 19264611, 124, 554, 241
02-19, 4, 19264567, 118, 586, 259
02-19, 4, 19261414, 119, 587, 257
02-19, 5, 19261352, 132, 616, 277
02-19, 5, 19258199, 132, 617, 276
02-19, 6, 19258126, 154, 644, 300
02-19, 6, 19254973, 154, 647, 297
02-19, 7, 19254913, 151, 694, 313
02-19, 7, 19251763, 151, 694, 310
02-19, 8, 19251694, 157, 734, 333
02-19, 8, 19248545, 158, 732, 330
02-19, 9, 19248460, 171, 772, 362
02-19, 9, 19245307, 170, 775, 360
02-19, 10, 19245240, 172, 811, 389
02-19, 10, 19242093, 170, 810, 386
02-19, 11, 19242016, 178, 857, 408
02-19, 11, 19238866, 178, 857, 405
02-19, 12, 19238775, 186, 907, 438
02-19, 12, 19235627, 185, 908, 433
02-19, 13, 19235523, 214, 944, 472
02-19, 13, 19232368, 216, 942, 474
02-19, 14, 19232292, 201, 1004, 503
02-19, 14, 19229137, 201, 1006, 503
02-19, 15, 19229022, 230, 1063, 532
02-19, 15, 19225865, 230, 1067, 532
02-19, 16, 19225768, 230, 1123, 573
02-19, 16, 19222607, 230, 1128, 576
02-19, 17, 19222491, 253, 1188, 609
02-19, 17, 19219338, 254, 1189, 607
02-19, 18, 19219207, 275, 1258, 648
02-19, 18, 19216055, 277, 1256, 647
02-19, 19, 19215895, 307, 1340, 693
02-19, 19, 19212742, 305, 1343, 692
02-19, 20, 19212606, 322, 1422, 732
02-19, 20, 19209451, 321, 1428, 729
02-19, 21, 19209300, 355, 1495, 779
02-19, 21, 19206145, 357, 1495, 779
02-19, 22, 19206005, 351, 1591, 829
02-19, 22, 19202846, 348, 1600, 829
02-19, 23, 19202700, 358, 1689, 876
