Each row contains mmyy, dd, s (susceptible), e (exposed), i (infected), and r (removed) population for a particular metro area
New York-Newark-Jersey City NY-NJ-PA MSA
01-20, 1, 19216182, 0, 0, 0
01-20, 1, 19218079, 0, 0, 0
01-20, 2, 19218059, 20, 0, 0
01-20, 2, 19219956, 20, 0, 0
01-20, 3, 19219937, 30, 9, 0
01-20, 3, 19221834, 30, 9, 0
01-20, 4, 19221808, 41, 21, 3
01-20, 4, 19223705, 41, 21, 3
01-20, 5, 19223678, 54, 33, 5
01-20, 5, 19225575, 54, 33, 5
01-20, 6, 19225556, 56, 50, 5
01-20, 6, 19227452, 57, 50, 5
01-20, 7, 19227429, 59, 69, 7
01-20, 7, 19229325, 60, 69, 7
01-20, 8, 19229300, 57, 96, 8
01-20, 8, 19231196, 58, 96, 8
01-20, 9, 19231181, 51, 114, 12
01-20, 9, 19233078, 51, 114, 12
01-20, 10, 19233063, 45, 129, 18
01-20, 10, 19234960, 45, 129, 18
01-20, 11, 19234931, 55, 142, 24
01-20, 11, 19236827, 55, 143, 24
01-20, 12, 19236808, 42, 171, 28
01-20, 12, 19238705, 42, 171, 28
01-20, 13, 19238689, 43, 177, 37
01-20, 13, 19240586, 43, 177, 37
01-20, 14, 19240569, 47, 185, 42
01-20, 14, 19242466, 47, 185, 42
01-20, 15, 19242450, 45, 199, 46
01-20, 15, 19244347, 45, 199, 46
01-20, 16, 19244319, 53, 210, 55
01-20, 16, 19246217, 53, 209, 55
01-20, 17, 19246197, 57, 218, 62
01-20, 17, 19248095, 57, 217, 62
01-20, 18, 19248077, 51, 230, 73
01-20, 18, 19249971, 52, 232, 73
01-20, 19, 19249956, 49, 245, 78
01-20, 19, 19251854, 49, 244, 78
01-20, 20, 19251834, 51, 255, 85
01-20, 20, 19253730, 51, 256, 85
01-20, 21, 19253695, 66, 265, 96
01-20, 21, 19255596, 66, 261, 96
01-20, 22, 19255576, 64, 275, 104
01-20, 22, 19257474, 64, 274, 104
01-20, 23, 19257455, 59, 285, 117
01-20, 23, 19259349, 60, 287, 117
01-20, 24, 19259321, 66, 294, 132
01-20, 24, 19261220, 66, 292, 132
01-20, 25, 19261191, 68, 307, 144
01-20, 25, 19263087, 68, 308, 144
01-20, 26, 19263062, 75, 317, 153
01-20, 26, 19264957, 76, 318, 153
01-20, 27, 19264921, 78, 339, 166
01-20, 27, 19266817, 79, 338, 167
01-20, 28, 19266782, 88, 351, 180
01-20, 28, 19268679, 88, 351, 180
01-20, 29, 19268648, 86, 367, 197
01-20, 29, 19270541, 86, 370, 198
01-20, 30, 19270504, 85, 395, 211
01-20, 30, 19272401, 86, 394, 211
01-20, 31, 19272362, 92, 415, 223
01-20, 31, 19274261, 92, 413, 223
02-19, 1, 19274221, 104, 426, 238
02-19, 1, 19271066, 105, 428, 237
02-19, 2, 19271025, 109, 444, 258
02-19, 2, 19267872, 109, 444, 258
02-19, 3, 19267833, 110, 468, 272
02-19, 3, 19264681, 110, 466, 273
02-19, 4, 19264644, 109, 488, 289
02-19, 4, 19261491, 109, 487, 290
02-19, 5, 19261440, 117, 508, 312
02-19, 5, 19258279, 119, 513, 313
02-19, 6, 19258222, 133, 541, 328
02-19, 6, 19255069, 133, 541, 328
02-19, 7, 19255007, 140, 572, 352
02-19, 7, 19251844, 144, 577, 353
02-19, 8, 19251797, 129, 617, 375
02-19, 8, 19248640, 132, 617, 376
02-19, 9, 19248575, 148, 640, 402
02-19, 9, 19245417, 152, 641, 402
02-19, 10, 19245352, 153, 679, 428
02-19, 10, 19242194, 154, 682, 429
02-19, 11, 19242126, 168, 709, 456
02-19, 11, 19238973, 169, 708, 456
02-19, 12, 19238891, 177, 754, 484
02-19, 12, 19235737, 175, 756, 485
02-19, 13, 19235646, 199, 794, 514
02-19, 13, 19232482, 203, 800, 515
02-19, 14, 19232393, 209, 855, 543
02-19, 14, 19229243, 212, 849, 543
02-19, 15, 19229159, 208, 904, 576
02-19, 15, 19225999, 211, 909, 575
02-19, 16, 19225913, 222, 967, 592
02-19, 16, 19222755, 227, 965, 594
02-19, 17, 19222654, 257, 999, 631
02-19, 17, 19219498, 258, 1003, 629
02-19, 18, 19219404, 273, 1052, 659
02-19, 18, 19216244, 279, 1052, 660
02-19, 19, 19216126, 289, 1117, 703
02-19, 19, 19212976, 288, 1116, 702
02-19, 20, 19212872, 289, 1169, 752
02-19, 20, 19209716, 289, 1175, 749
02-19, 21, 19209585, 309, 1243, 792
02-19, 21, 19206435, 309, 1244, 788
02-19, 22, 19206320, 309, 1317, 830
02-19, 22, 19203159, 312, 1322, 830
02-19, 23, 19203029, 318, 1410, 866
