Each row contains mmyy, dd, s (susceptible), e (exposed), i (infected), and r (removed) population for a particular metro area
New York-Newark-Jersey City NY-NJ-PA MSA
01-20, 1, 19216182, 0, 0, 0
01-20, 1, 19218079, 0, 0, 0
01-20, 2, 19218058, 21, 0, 0
01-20, 2, 19219954, 22, 0, 0
01-20, 3, 19219930, 35, 11, 0
01-20, 3, 19221827, 35, 11, 0
01-20, 4, 19221806, 43, 24, 0
01-20, 4, 19223700, 45, 25, 0
01-20, 5, 19223678, 50, 41, 1
01-20, 5, 19225575, 49, 42, 1
01-20, 6, 19225553, 57, 55, 2
01-20, 6, 19227450, 57, 55, 2
01-20, 7, 19227439, 52, 69, 4
01-20, 7, 19229336, 52, 69, 4
01-20, 8, 19229308, 56, 87, 10
01-20, 8, 19231202, 58, 88, 10
01-20, 9, 19231178, 57, 109, 14
01-20, 9, 19233073, 57, 110, 15
01-20, 10, 19233048, 64, 122, 21
01-20, 10, 19234946, 62, 123, 21
01-20, 11, 19234928, 60, 134, 30
01-20, 11, 19236823, 61, 135, 30
01-20, 12, 19236798, 69, 148, 34
01-20, 12, 19238693, 71, 148, 34
01-20, 13, 19238672, 61, 175, 38
01-20, 13, 19240566, 62, 177, 38
01-20, 14, 19240547, 52, 200, 44
01-20, 14, 19242444, 53, 199, 44
01-20, 15, 19242422, 52, 215, 51
01-20, 15, 19244317, 51, 218, 51
01-20, 16, 19244300, 51, 225, 61
01-20, 16, 19246196, 52, 225, 61
01-20, 17, 19246177, 49, 238, 70
01-20, 17, 19248080, 49, 232, 70
01-20, 18, 19248060, 45, 248, 78
01-20, 18, 19249958, 46, 246, 78
01-20, 19, 19249943, 42, 254, 89
01-20, 19, 19251842, 43, 251, 89
01-20, 20, 19251811, 57, 261, 96
01-20, 20, 19253707, 59, 260, 96
01-20, 21, 19253689, 54, 275, 104
01-20, 21, 19255584, 56, 275, 104
01-20, 22, 19255563, 63, 277, 116
01-20, 22, 19257450, 67, 284, 115
01-20, 23, 19257410, 84, 302, 120
01-20, 23, 19259305, 83, 305, 120
01-20, 24, 19259275, 82, 322, 134
01-20, 24, 19261168, 82, 326, 134
01-20, 25, 19261139, 77, 348, 146
01-20, 25, 19263034, 79, 349, 145
01-20, 26, 19262993, 87, 369, 158
01-20, 26, 19264891, 88, 367, 158
01-20, 27, 19264850, 94, 390, 170
01-20, 27, 19266751, 95, 385, 170
01-20, 28, 19266715, 97, 395, 194
01-20, 28, 19268609, 98, 396, 195
01-20, 29, 19268572, 91, 430, 205
01-20, 29, 19270463, 94, 432, 206
01-20, 30, 19270430, 87, 461, 217
01-20, 30, 19272326, 87, 462, 217
01-20, 31, 19272281, 97, 481, 233
01-20, 31, 19274173, 100, 484, 232
02-19, 1, 19274127, 107, 502, 253
02-19, 1, 19270976, 108, 501, 251
02-19, 2, 19270929, 99, 538, 270
02-19, 2, 19267773, 99, 543, 268
02-19, 3, 19267725, 101, 564, 293
02-19, 3, 19264575, 102, 562, 291
02-19, 4, 19264523, 109, 593, 305
02-19, 4, 19261374, 112, 588, 303
02-19, 5, 19261311, 130, 619, 317
02-19, 5, 19258154, 130, 623, 317
02-19, 6, 19258088, 143, 651, 342
02-19, 6, 19254931, 146, 652, 342
02-19, 7, 19254882, 131, 693, 365
02-19, 7, 19251736, 133, 687, 362
02-19, 8, 19251666, 143, 718, 391
02-19, 8, 19248510, 145, 719, 391
02-19, 9, 19248436, 160, 760, 409
02-19, 9, 19245281, 162, 763, 406
02-19, 10, 19245204, 186, 789, 433
02-19, 10, 19242053, 189, 788, 429
02-19, 11, 19241975, 191, 830, 463
02-19, 11, 19238824, 192, 829, 461
02-19, 12, 19238730, 204, 877, 495
02-19, 12, 19235575, 206, 878, 494
02-19, 13, 19235486, 223, 918, 526
02-19, 13, 19232338, 225, 915, 522
02-19, 14, 19232248, 215, 976, 561
02-19, 14, 19229088, 218, 981, 560
02-19, 15, 19228984, 231, 1036, 596
02-19, 15, 19225827, 235, 1035, 597
02-19, 16, 19225737, 236, 1081, 640
02-19, 16, 19222589, 236, 1079, 637
02-19, 17, 19222471, 269, 1125, 676
02-19, 17, 19219311, 273, 1130, 674
02-19, 18, 19219192, 286, 1191, 719
02-19, 18, 19216038, 287, 1190, 720
02-19, 19, 19215932, 273, 1270, 760
02-19, 19, 19212773, 276, 1273, 760
02-19, 20, 19212636, 320, 1331, 795
02-19, 20, 19209479, 323, 1335, 792
02-19, 21, 19209351, 310, 1444, 824
02-19, 21, 19206204, 309, 1435, 828
02-19, 22, 19206068, 323, 1503, 882
02-19, 22, 19202905, 328, 1505, 885
02-19, 23, 19202747, 360, 1564, 952
