Each row contains mmyy, dd, s (susceptible), e (exposed), i (infected), and r (removed) population for a particular metro area
New York-Newark-Jersey City NY-NJ-PA MSA
01-20, 1, 19216182, 0, 0, 0
01-20, 1, 19218079, 0, 0, 0
01-20, 2, 19218062, 17, 0, 0
01-20, 2, 19219959, 17, 0, 0
01-20, 3, 19219937, 31, 8, 0
01-20, 3, 19221835, 30, 8, 0
01-20, 4, 19221815, 37, 21, 0
01-20, 4, 19223713, 36, 21, 0
01-20, 5, 19223692, 47, 29, 2
01-20, 5, 19225588, 48, 29, 2
01-20, 6, 19225567, 54, 43, 3
01-20, 6, 19227466, 52, 43, 3
01-20, 7, 19227449, 50, 58, 7
01-20, 7, 19229346, 50, 58, 7
01-20, 8, 19229329, 43, 82, 7
01-20, 8, 19231225, 44, 83, 6
01-20, 9, 19231205, 45, 99, 9
01-20, 9, 19233099, 47, 99, 10
01-20, 10, 19233068, 57, 116, 14
01-20, 10, 19234964, 57, 117, 14
01-20, 11, 19234950, 57, 128, 17
01-20, 11, 19236847, 58, 127, 17
01-20, 12, 19236837, 44, 145, 23
01-20, 12, 19238729, 47, 147, 23
01-20, 13, 19238708, 54, 159, 25
01-20, 13, 19240602, 55, 160, 26
01-20, 14, 19240587, 51, 176, 29
01-20, 14, 19242483, 52, 176, 29
01-20, 15, 19242455, 54, 193, 38
01-20, 15, 19244352, 54, 193, 38
01-20, 16, 19244333, 55, 206, 43
01-20, 16, 19246230, 56, 206, 42
01-20, 17, 19246203, 62, 222, 47
01-20, 17, 19248102, 62, 221, 46
01-20, 18, 19248081, 60, 234, 56
01-20, 18, 19249978, 60, 234, 56
01-20, 19, 19249956, 65, 241, 66
01-20, 19, 19251853, 65, 241, 66
01-20, 20, 19251823, 73, 254, 75
01-20, 20, 19253718, 73, 256, 75
01-20, 21, 19253687, 73, 281, 81
01-20, 21, 19255582, 74, 281, 82
01-20, 22, 19255544, 84, 302, 89
01-20, 22, 19257441, 85, 302, 88
01-20, 23, 19257409, 81, 326, 100
01-20, 23, 19259301, 82, 328, 102
01-20, 24, 19259275, 74, 345, 119
01-20, 24, 19261172, 74, 344, 120
01-20, 25, 19261137, 73, 366, 134
01-20, 25, 19263030, 74, 369, 134
01-20, 26, 19262995, 81, 383, 148
01-20, 26, 19264891, 82, 385, 146
01-20, 27, 19264858, 79, 408, 159
01-20, 27, 19266748, 83, 409, 161
01-20, 28, 19266708, 91, 425, 177
01-20, 28, 19268602, 92, 426, 178
01-20, 29, 19268563, 97, 450, 188
01-20, 29, 19270459, 98, 449, 189
01-20, 30, 19270410, 108, 469, 208
01-20, 30, 19272311, 107, 467, 207
01-20, 31, 19272269, 110, 491, 222
01-20, 31, 19274160, 114, 494, 221
02-19, 1, 19274110, 119, 525, 235
02-19, 1, 19270955, 121, 524, 236
02-19, 2, 19270905, 123, 553, 255
02-19, 2, 19267748, 123, 553, 259
02-19, 3, 19267683, 144, 570, 286
02-19, 3, 19264535, 144, 567, 284
02-19, 4, 19264486, 140, 603, 301
02-19, 4, 19261322, 144, 609, 302
02-19, 5, 19261266, 145, 642, 324
02-19, 5, 19258110, 143, 645, 326
02-19, 6, 19258055, 142, 678, 349
02-19, 6, 19254893, 143, 685, 350
02-19, 7, 19254825, 150, 720, 376
02-19, 7, 19251670, 151, 719, 378
02-19, 8, 19251612, 152, 753, 401
02-19, 8, 19248461, 151, 752, 401
02-19, 9, 19248388, 164, 788, 425
02-19, 9, 19245234, 163, 789, 426
02-19, 10, 19245168, 161, 829, 454
02-19, 10, 19242009, 158, 835, 457
02-19, 11, 19241917, 198, 866, 478
02-19, 11, 19238765, 200, 863, 478
02-19, 12, 19238679, 210, 910, 507
02-19, 12, 19235520, 211, 916, 506
02-19, 13, 19235428, 223, 969, 533
02-19, 13, 19232264, 230, 974, 532
02-19, 14, 19232166, 236, 1030, 568
02-19, 14, 19229006, 238, 1030, 573
02-19, 15, 19228912, 249, 1083, 603
02-19, 15, 19225754, 250, 1087, 603
02-19, 16, 19225632, 281, 1143, 638
02-19, 16, 19222462, 284, 1149, 646
02-19, 17, 19222346, 283, 1227, 685
02-19, 17, 19219189, 283, 1230, 686
02-19, 18, 19219060, 289, 1307, 732
02-19, 18, 19215904, 292, 1308, 731
02-19, 19, 19215786, 284, 1378, 787
02-19, 19, 19212626, 285, 1377, 794
02-19, 20, 19212481, 322, 1441, 838
02-19, 20, 19209320, 326, 1441, 842
02-19, 21, 19209169, 342, 1516, 902
02-19, 21, 19206008, 343, 1520, 905
02-19, 22, 19205845, 363, 1622, 946
02-19, 22, 19202696, 366, 1617, 944
