Each row contains mmyy, dd, s (susceptible), e (exposed), i (infected), and r (removed) population for a particular metro area
New York-Newark-Jersey City NY-NJ-PA MSA
01-20, 1, 19216182, 0, 0, 0
01-20, 1, 19218079, 0, 0, 0
01-20, 2, 19218065, 14, 0, 0
01-20, 2, 19219962, 14, 0, 0
01-20, 3, 19219942, 30, 4, 0
01-20, 3, 19221839, 30, 4, 0
01-20, 4, 19221816, 43, 13, 1
01-20, 4, 19223713, 43, 13, 1
01-20, 5, 19223702, 36, 31, 1
01-20, 5, 19225599, 36, 31, 1
01-20, 6, 19225574, 46, 45, 2
01-20, 6, 19227471, 46, 45, 2
01-20, 7, 19227458, 43, 60, 3
01-20, 7, 19229353, 45, 60, 3
01-20, 8, 19229323, 52, 82, 4
01-20, 8, 19231220, 52, 82, 4
01-20, 9, 19231204, 48, 99, 7
01-20, 9, 19233101, 48, 99, 7
01-20, 10, 19233084, 46, 117, 8
01-20, 10, 19234981, 46, 117, 8
01-20, 11, 19234963, 43, 135, 11
01-20, 11, 19236859, 44, 135, 11
01-20, 12, 19236845, 40, 146, 18
01-20, 12, 19238743, 39, 146, 18
01-20, 13, 19238717, 52, 154, 23
01-20, 13, 19240612, 54, 154, 23
01-20, 14, 19240585, 56, 174, 28
01-20, 14, 19242484, 55, 173, 28
01-20, 15, 19242461, 60, 187, 32
01-20, 15, 19244358, 60, 187, 32
01-20, 16, 19244339, 60, 198, 40
01-20, 16, 19246238, 59, 197, 40
01-20, 17, 19246212, 63, 213, 46
01-20, 17, 19248110, 63, 212, 46
01-20, 18, 19248082, 65, 229, 55
01-20, 18, 19249980, 64, 229, 55
01-20, 19, 19249966, 45, 257, 60
01-20, 19, 19251863, 45, 257, 60
01-20, 20, 19251834, 57, 262, 72
01-20, 20, 19253734, 55, 261, 72
01-20, 21, 19253712, 58, 272, 80
01-20, 21, 19255611, 56, 272, 80
01-20, 22, 19255594, 44, 289, 92
01-20, 22, 19257495, 42, 287, 92
01-20, 23, 19257463, 54, 298, 101
01-20, 23, 19259360, 54, 298, 101
01-20, 24, 19259327, 64, 311, 111
01-20, 24, 19261225, 63, 311, 111
01-20, 25, 19261195, 63, 325, 127
01-20, 25, 19263094, 62, 324, 127
01-20, 26, 19263061, 63, 345, 138
01-20, 26, 19264956, 63, 347, 138
01-20, 27, 19264921, 69, 363, 151
01-20, 27, 19266816, 68, 366, 151
01-20, 28, 19266772, 91, 380, 158
01-20, 28, 19268664, 92, 383, 159
01-20, 29, 19268617, 100, 403, 178
01-20, 29, 19270509, 101, 407, 178
01-20, 30, 19270464, 101, 437, 193
01-20, 30, 19272361, 101, 437, 193
01-20, 31, 19272326, 100, 455, 211
01-20, 31, 19274218, 103, 457, 211
02-19, 1, 19274173, 104, 487, 225
02-19, 1, 19271016, 105, 490, 225
02-19, 2, 19270969, 114, 514, 239
02-19, 2, 19267818, 110, 515, 240
02-19, 3, 19267773, 116, 528, 266
02-19, 3, 19264621, 117, 526, 266
02-19, 4, 19264566, 124, 552, 288
02-19, 4, 19261408, 124, 554, 291
02-19, 5, 19261341, 137, 588, 311
02-19, 5, 19258184, 140, 590, 310
02-19, 6, 19258135, 133, 625, 331
02-19, 6, 19254979, 136, 625, 331
02-19, 7, 19254909, 151, 661, 350
02-19, 7, 19251753, 151, 663, 351
02-19, 8, 19251693, 144, 702, 379
02-19, 8, 19248532, 148, 703, 382
02-19, 9, 19248461, 148, 751, 405
02-19, 9, 19245313, 148, 746, 405
02-19, 10, 19245212, 191, 781, 428
02-19, 10, 19242061, 192, 778, 428
02-19, 11, 19241991, 194, 807, 467
02-19, 11, 19238839, 191, 806, 470
02-19, 12, 19238765, 179, 855, 507
02-19, 12, 19235611, 182, 852, 508
02-19, 13, 19235531, 197, 890, 535
02-19, 13, 19232382, 197, 889, 532
02-19, 14, 19232286, 216, 938, 560
02-19, 14, 19229134, 215, 937, 561
02-19, 15, 19229043, 219, 984, 601
02-19, 15, 19225888, 221, 985, 600
02-19, 16, 19225785, 235, 1053, 621
02-19, 16, 19222628, 236, 1052, 625
02-19, 17, 19222517, 256, 1098, 670
02-19, 17, 19219363, 255, 1096, 674
02-19, 18, 19219246, 261, 1155, 726
02-19, 18, 19216100, 259, 1150, 726
02-19, 19, 19215998, 258, 1206, 773
02-19, 19, 19212851, 258, 1197, 776
02-19, 20, 19212723, 287, 1254, 818
02-19, 20, 19209573, 285, 1253, 818
02-19, 21, 19209441, 298, 1328, 862
02-19, 21, 19206294, 295, 1324, 863
02-19, 22, 19206153, 315, 1404, 904
02-19, 22, 19202995, 310, 1416, 902
02-19, 23, 19202844, 348, 1481, 950
