Each row contains mmyy, dd, s (susceptible), e (exposed), i (infected), and r (removed) population for a particular metro area
New York-Newark-Jersey City NY-NJ-PA MSA
01-20, 1, 19216182, 0, 0, 0
01-20, 1, 19218079, 0, 0, 0
01-20, 2, 19218052, 27, 0, 0
01-20, 2, 19219949, 27, 0, 0
01-20, 3, 19219936, 28, 12, 0
01-20, 3, 19221833, 28, 12, 0
01-20, 4, 19221819, 32, 22, 0
01-20, 4, 19223716, 32, 22, 0
01-20, 5, 19223692, 44, 32, 2
01-20, 5, 19225589, 44, 32, 2
01-20, 6, 19225576, 33, 55, 3
01-20, 6, 19227473, 33, 55, 3
01-20, 7, 19227456, 39, 64, 5
01-20, 7, 19229353, 39, 64, 5
01-20, 8, 19229328, 52, 75, 6
01-20, 8, 19231225, 52, 75, 6
01-20, 9, 19231201, 54, 94, 9
01-20, 9, 19233098, 54, 94, 9
01-20, 10, 19233082, 49, 110, 14
01-20, 10, 19234979, 49, 110, 14
01-20, 11, 19234949, 64, 122, 17
01-20, 11, 19236846, 64, 122, 17
01-20, 12, 19236832, 50, 144, 23
01-20, 12, 19238729, 50, 144, 23
01-20, 13, 19238713, 41, 162, 30
01-20, 13, 19240610, 41, 162, 30
01-20, 14, 19240586, 47, 170, 40
01-20, 14, 19242482, 48, 170, 40
01-20, 15, 19242462, 45, 186, 47
01-20, 15, 19244359, 45, 186, 47
01-20, 16, 19244342, 43, 200, 52
01-20, 16, 19246239, 43, 200, 52
01-20, 17, 19246216, 53, 208, 57
01-20, 17, 19248113, 53, 208, 57
01-20, 18, 19248092, 52, 219, 68
01-20, 18, 19249989, 52, 219, 68
01-20, 19, 19249961, 60, 228, 79
01-20, 19, 19251858, 60, 228, 79
01-20, 20, 19251844, 48, 247, 86
01-20, 20, 19253740, 48, 248, 86
01-20, 21, 19253706, 60, 265, 91
01-20, 21, 19255603, 60, 265, 91
01-20, 22, 19255569, 71, 281, 98
01-20, 22, 19257466, 71, 281, 98
01-20, 23, 19257434, 73, 299, 110
01-20, 23, 19259332, 73, 298, 110
01-20, 24, 19259302, 78, 315, 118
01-20, 24, 19261198, 78, 316, 118
01-20, 25, 19261163, 94, 325, 128
01-20, 25, 19263058, 94, 327, 128
01-20, 26, 19263032, 78, 351, 146
01-20, 26, 19264928, 78, 352, 146
01-20, 27, 19264892, 86, 366, 160
01-20, 27, 19266786, 86, 367, 162
01-20, 28, 19266747, 90, 392, 172
01-20, 28, 19268640, 90, 394, 174
01-20, 29, 19268602, 85, 428, 183
01-20, 29, 19270496, 87, 429, 183
01-20, 30, 19270451, 99, 448, 197
01-20, 30, 19272346, 99, 450, 197
01-20, 31, 19272303, 100, 476, 213
01-20, 31, 19274198, 100, 477, 214
02-19, 1, 19274146, 113, 499, 231
02-19, 1, 19270996, 111, 497, 232
02-19, 2, 19270948, 120, 525, 243
02-19, 2, 19267793, 120, 525, 245
02-19, 3, 19267748, 124, 540, 271
02-19, 3, 19264591, 123, 542, 274
02-19, 4, 19264547, 109, 575, 299
02-19, 4, 19261393, 109, 575, 300
02-19, 5, 19261336, 116, 611, 314
02-19, 5, 19258185, 113, 611, 315
02-19, 6, 19258135, 126, 627, 336
02-19, 6, 19254986, 125, 624, 336
02-19, 7, 19254908, 150, 662, 351
02-19, 7, 19251757, 149, 658, 354
02-19, 8, 19251682, 164, 699, 373
02-19, 8, 19248534, 160, 696, 375
02-19, 9, 19248474, 169, 715, 407
02-19, 9, 19245327, 169, 710, 406
02-19, 10, 19245241, 195, 752, 424
02-19, 10, 19242096, 192, 747, 424
02-19, 11, 19242036, 179, 798, 446
02-19, 11, 19238886, 178, 796, 446
02-19, 12, 19238793, 196, 840, 477
02-19, 12, 19235644, 192, 840, 477
02-19, 13, 19235564, 208, 873, 508
02-19, 13, 19232411, 209, 874, 506
02-19, 14, 19232320, 215, 925, 540
02-19, 14, 19229173, 212, 923, 539
02-19, 15, 19229082, 221, 969, 575
02-19, 15, 19225932, 218, 967, 577
02-19, 16, 19225846, 233, 1000, 615
02-19, 16, 19222694, 234, 995, 618
02-19, 17, 19222586, 249, 1052, 654
02-19, 17, 19219436, 249, 1050, 653
02-19, 18, 19219316, 263, 1114, 695
02-19, 18, 19216161, 264, 1114, 696
02-19, 19, 19216040, 270, 1178, 747
02-19, 19, 19212892, 272, 1178, 740
02-19, 20, 19212772, 289, 1248, 773
02-19, 20, 19209615, 290, 1252, 772
02-19, 21, 19209502, 294, 1311, 822
02-19, 21, 19206345, 296, 1317, 818
02-19, 22, 19206212, 307, 1398, 859
02-19, 22, 19203055, 309, 1398, 861
02-19, 23, 19202930, 304, 1472, 917
