Each row contains mmyy, dd, s (susceptible), e (exposed), i (infected), and r (removed) population for a particular metro area
New York-Newark-Jersey City NY-NJ-PA MSA
01-20, 1, 19216182, 0, 0, 0
01-20, 1, 19218079, 0, 0, 0
01-20, 2, 19218062, 17, 0, 0
01-20, 2, 19219959, 17, 0, 0
01-20, 3, 19219944, 27, 5, 0
01-20, 3, 19221841, 27, 5, 0
01-20, 4, 19221815, 41, 17, 0
01-20, 4, 19223712, 41, 17, 0
01-20, 5, 19223691, 48, 31, 0
01-20, 5, 19225588, 48, 31, 0
01-20, 6, 19225567, 54, 43, 3
01-20, 6, 19227464, 54, 43, 3
01-20, 7, 19227449, 47, 64, 4
01-20, 7, 19229344, 47, 66, 4
01-20, 8, 19229319, 56, 78, 8
01-20, 8, 19231215, 56, 79, 8
01-20, 9, 19231197, 53, 98, 10
01-20, 9, 19233095, 53, 97, 10
01-20, 10, 19233071, 55, 117, 12
01-20, 10, 19234970, 55, 115, 12
01-20, 11, 19234947, 60, 127, 18
01-20, 11, 19236845, 60, 126, 18
01-20, 12, 19236820, 66, 143, 20
01-20, 12, 19238715, 66, 145, 20
01-20, 13, 19238695, 61, 164, 26
01-20, 13, 19240593, 61, 163, 26
01-20, 14, 19240571, 62, 174, 36
01-20, 14, 19242469, 62, 173, 36
01-20, 15, 19242446, 64, 188, 42
01-20, 15, 19244345, 64, 186, 42
01-20, 16, 19244331, 51, 203, 52
01-20, 16, 19246229, 51, 202, 52
01-20, 17, 19246211, 47, 218, 58
01-20, 17, 19248109, 47, 217, 58
01-20, 18, 19248080, 51, 233, 67
01-20, 18, 19249976, 51, 234, 67
01-20, 19, 19249943, 65, 245, 75
01-20, 19, 19251842, 65, 243, 75
01-20, 20, 19251820, 61, 257, 87
01-20, 20, 19253716, 63, 256, 87
01-20, 21, 19253690, 65, 275, 92
01-20, 21, 19255583, 66, 278, 92
01-20, 22, 19255563, 64, 293, 99
01-20, 22, 19257460, 64, 293, 99
01-20, 23, 19257418, 82, 305, 111
01-20, 23, 19259314, 82, 305, 112
01-20, 24, 19259294, 69, 322, 128
01-20, 24, 19261187, 70, 323, 130
01-20, 25, 19261159, 70, 340, 141
01-20, 25, 19263057, 71, 337, 142
01-20, 26, 19263031, 71, 339, 166
01-20, 26, 19264932, 71, 335, 166
01-20, 27, 19264893, 83, 358, 170
01-20, 27, 19266785, 83, 363, 170
01-20, 28, 19266746, 89, 379, 187
01-20, 28, 19268643, 90, 378, 187
01-20, 29, 19268609, 92, 399, 198
01-20, 29, 19270511, 93, 394, 197
01-20, 30, 19270484, 87, 415, 209
01-20, 30, 19272379, 89, 415, 209
01-20, 31, 19272342, 99, 429, 222
01-20, 31, 19274242, 100, 424, 223
02-19, 1, 19274190, 114, 450, 235
02-19, 1, 19271039, 115, 448, 234
02-19, 2, 19270982, 136, 473, 245
02-19, 2, 19267826, 136, 475, 246
02-19, 3, 19267771, 140, 511, 261
02-19, 3, 19264614, 143, 512, 261
02-19, 4, 19264559, 142, 549, 280
02-19, 4, 19261403, 143, 553, 278
02-19, 5, 19261350, 137, 601, 289
02-19, 5, 19258200, 138, 599, 287
02-19, 6, 19258139, 151, 628, 306
02-19, 6, 19254987, 151, 625, 308
02-19, 7, 19254917, 149, 672, 333
02-19, 7, 19251763, 149, 673, 333
02-19, 8, 19251703, 159, 701, 355
02-19, 8, 19248547, 161, 701, 356
02-19, 9, 19248477, 165, 743, 380
02-19, 9, 19245322, 166, 742, 382
02-19, 10, 19245262, 162, 780, 408
02-19, 10, 19242111, 164, 776, 408
02-19, 11, 19242029, 183, 806, 441
02-19, 11, 19238869, 185, 808, 444
02-19, 12, 19238778, 206, 849, 473
02-19, 12, 19235617, 208, 852, 476
02-19, 13, 19235524, 219, 903, 507
02-19, 13, 19232366, 222, 904, 508
02-19, 14, 19232295, 198, 964, 543
02-19, 14, 19229133, 200, 968, 546
02-19, 15, 19229038, 220, 1007, 582
02-19, 15, 19225871, 222, 1014, 587
02-19, 16, 19225770, 241, 1058, 625
02-19, 16, 19222617, 242, 1059, 623
02-19, 17, 19222501, 265, 1110, 665
02-19, 17, 19219346, 266, 1113, 663
02-19, 18, 19219229, 271, 1169, 719
02-19, 18, 19216073, 271, 1173, 718
02-19, 19, 19215962, 268, 1241, 764
02-19, 19, 19212803, 269, 1244, 766
02-19, 20, 19212686, 271, 1320, 805
02-19, 20, 19209531, 271, 1323, 804
02-19, 21, 19209402, 300, 1381, 846
02-19, 21, 19206251, 302, 1378, 845
02-19, 22, 19206112, 307, 1464, 893
02-19, 22, 19202954, 309, 1465, 895
02-19, 23, 19202800, 350, 1541, 932
