Each row contains mmyy, dd, s (susceptible), e (exposed), i (infected), and r (removed) population for a particular metro area
New York-Newark-Jersey City NY-NJ-PA MSA
01-20, 1, 19216182, 0, 0, 0
01-20, 1, 19218079, 0, 0, 0
01-20, 2, 19218067, 12, 0, 0
01-20, 2, 19219963, 12, 1, 0
01-20, 3, 19219948, 20, 8, 0
01-20, 3, 19221847, 20, 6, 0
01-20, 4, 19221827, 30, 14, 2
01-20, 4, 19223723, 30, 14, 3
01-20, 5, 19223702, 44, 20, 4
01-20, 5, 19225599, 45, 20, 3
01-20, 6, 19225587, 37, 40, 3
01-20, 6, 19227483, 38, 40, 3
01-20, 7, 19227471, 39, 49, 5
01-20, 7, 19229369, 38, 49, 5
01-20, 8, 19229350, 42, 61, 8
01-20, 8, 19231249, 39, 62, 8
01-20, 9, 19231232, 45, 71, 10
01-20, 9, 19233129, 45, 71, 10
01-20, 10, 19233111, 46, 86, 12
01-20, 10, 19235008, 46, 86, 12
01-20, 11, 19234988, 51, 96, 17
01-20, 11, 19236885, 50, 97, 17
01-20, 12, 19236855, 60, 113, 21
01-20, 12, 19238752, 60, 113, 21
01-20, 13, 19238730, 58, 132, 26
01-20, 13, 19240628, 57, 132, 26
01-20, 14, 19240608, 64, 138, 33
01-20, 14, 19242505, 64, 139, 32
01-20, 15, 19242484, 56, 163, 37
01-20, 15, 19244380, 55, 165, 37
01-20, 16, 19244357, 58, 179, 43
01-20, 16, 19246257, 56, 180, 41
01-20, 17, 19246239, 51, 199, 45
01-20, 17, 19248140, 47, 199, 45
01-20, 18, 19248129, 44, 208, 50
01-20, 18, 19250024, 42, 210, 52
01-20, 19, 19250003, 48, 221, 56
01-20, 19, 19251902, 45, 222, 56
01-20, 20, 19251891, 39, 233, 62
01-20, 20, 19253790, 38, 233, 61
01-20, 21, 19253764, 51, 241, 66
01-20, 21, 19255657, 51, 243, 68
01-20, 22, 19255640, 49, 255, 75
01-20, 22, 19257534, 50, 256, 76
01-20, 23, 19257501, 64, 268, 83
01-20, 23, 19259398, 64, 268, 83
01-20, 24, 19259366, 72, 277, 98
01-20, 24, 19261267, 70, 276, 97
01-20, 25, 19261235, 72, 294, 109
01-20, 25, 19263130, 71, 296, 110
01-20, 26, 19263100, 75, 312, 120
01-20, 26, 19264997, 74, 312, 121
01-20, 27, 19264954, 86, 330, 134
01-20, 27, 19266851, 87, 329, 134
01-20, 28, 19266825, 83, 349, 144
01-20, 28, 19268718, 83, 350, 147
01-20, 29, 19268687, 83, 371, 157
01-20, 29, 19270586, 82, 370, 157
01-20, 30, 19270546, 92, 394, 163
01-20, 30, 19272444, 90, 393, 165
01-20, 31, 19272396, 99, 418, 179
01-20, 31, 19274293, 97, 417, 182
02-19, 1, 19274252, 93, 442, 202
02-19, 1, 19271106, 89, 441, 200
02-19, 2, 19271062, 95, 460, 219
02-19, 2, 19267906, 95, 463, 219
02-19, 3, 19267877, 86, 481, 239
02-19, 3, 19264722, 88, 479, 241
02-19, 4, 19264674, 101, 492, 263
02-19, 4, 19261521, 98, 494, 264
02-19, 5, 19261467, 120, 516, 274
02-19, 5, 19258314, 116, 520, 274
02-19, 6, 19258246, 131, 561, 286
02-19, 6, 19255095, 127, 563, 286
02-19, 7, 19255046, 128, 588, 309
02-19, 7, 19251894, 124, 590, 310
02-19, 8, 19251831, 126, 629, 332
02-19, 8, 19248683, 120, 632, 330
02-19, 9, 19248624, 130, 651, 360
02-19, 9, 19245463, 128, 659, 362
02-19, 10, 19245400, 143, 676, 393
02-19, 10, 19242243, 142, 681, 393
02-19, 11, 19242177, 147, 719, 416
02-19, 11, 19239014, 149, 722, 421
02-19, 12, 19238941, 162, 764, 439
02-19, 12, 19235782, 163, 766, 442
02-19, 13, 19235720, 160, 806, 467
02-19, 13, 19232562, 157, 811, 470
02-19, 14, 19232488, 171, 828, 513
02-19, 14, 19229331, 170, 834, 512
02-19, 15, 19229251, 184, 866, 546
02-19, 15, 19226094, 180, 876, 544
02-19, 16, 19226016, 171, 921, 586
02-19, 16, 19222861, 175, 921, 584
02-19, 17, 19222764, 205, 967, 605
02-19, 17, 19219602, 202, 978, 606
02-19, 18, 19219517, 209, 1023, 639
02-19, 18, 19216353, 211, 1032, 639
02-19, 19, 19216265, 212, 1085, 673
02-19, 19, 19213107, 210, 1096, 669
02-19, 20, 19213012, 214, 1135, 721
02-19, 20, 19209857, 218, 1132, 722
02-19, 21, 19209762, 211, 1196, 760
02-19, 21, 19206601, 214, 1199, 762
02-19, 22, 19206492, 229, 1255, 800
02-19, 22, 19203325, 234, 1263, 801
02-19, 23, 19203208, 254, 1320, 841
