Each row contains mmyy, dd, s (susceptible), e (exposed), i (infected), and r (removed) population for a particular metro area
New York-Newark-Jersey City NY-NJ-PA MSA
01-20, 1, 19216182, 0, 0, 0
01-20, 1, 19218079, 0, 0, 0
01-20, 2, 19218052, 27, 0, 0
01-20, 2, 19219949, 27, 0, 0
01-20, 3, 19219925, 42, 9, 0
01-20, 3, 19221822, 42, 9, 0
01-20, 4, 19221805, 44, 24, 0
01-20, 4, 19223702, 44, 24, 0
01-20, 5, 19223676, 56, 37, 1
01-20, 5, 19225572, 57, 37, 1
01-20, 6, 19225555, 58, 53, 1
01-20, 6, 19227451, 59, 53, 1
01-20, 7, 19227424, 62, 74, 4
01-20, 7, 19229321, 62, 74, 4
01-20, 8, 19229300, 50, 105, 6
01-20, 8, 19231198, 50, 104, 6
01-20, 9, 19231175, 55, 121, 7
01-20, 9, 19233072, 56, 120, 7
01-20, 10, 19233039, 68, 136, 12
01-20, 10, 19234936, 68, 136, 12
01-20, 11, 19234910, 68, 155, 19
01-20, 11, 19236807, 68, 155, 19
01-20, 12, 19236786, 61, 179, 23
01-20, 12, 19238684, 61, 178, 23
01-20, 13, 19238667, 52, 198, 29
01-20, 13, 19240563, 52, 199, 29
01-20, 14, 19240542, 54, 211, 36
01-20, 14, 19242436, 55, 212, 37
01-20, 15, 19242408, 62, 224, 46
01-20, 15, 19244306, 62, 223, 46
01-20, 16, 19244283, 63, 237, 54
01-20, 16, 19246179, 63, 238, 54
01-20, 17, 19246149, 67, 259, 59
01-20, 17, 19248047, 67, 259, 58
01-20, 18, 19248014, 77, 276, 64
01-20, 18, 19249913, 76, 275, 64
01-20, 19, 19249882, 73, 301, 72
01-20, 19, 19251778, 73, 303, 71
01-20, 20, 19251751, 68, 322, 84
01-20, 20, 19253649, 68, 322, 83
01-20, 21, 19253620, 76, 329, 97
01-20, 21, 19255517, 77, 329, 96
01-20, 22, 19255491, 73, 345, 110
01-20, 22, 19257389, 73, 345, 109
01-20, 23, 19257355, 79, 364, 118
01-20, 23, 19259251, 80, 362, 120
01-20, 24, 19259210, 91, 379, 133
01-20, 24, 19261108, 92, 379, 131
01-20, 25, 19261074, 92, 398, 146
01-20, 25, 19262973, 92, 398, 144
01-20, 26, 19262926, 100, 417, 164
01-20, 26, 19264825, 101, 416, 162
01-20, 27, 19264787, 97, 443, 177
01-20, 27, 19266681, 97, 445, 178
01-20, 28, 19266631, 106, 469, 195
01-20, 28, 19268528, 106, 468, 196
01-20, 29, 19268476, 119, 486, 217
01-20, 29, 19270372, 120, 484, 219
01-20, 30, 19270328, 114, 519, 234
01-20, 30, 19272229, 114, 516, 233
01-20, 31, 19272181, 114, 541, 256
01-20, 31, 19274086, 112, 537, 254
02-19, 1, 19274027, 130, 552, 280
02-19, 1, 19270869, 134, 553, 280
02-19, 2, 19270817, 129, 591, 299
02-19, 2, 19267659, 129, 594, 301
02-19, 3, 19267612, 118, 632, 321
02-19, 3, 19264454, 120, 635, 321
02-19, 4, 19264391, 136, 658, 345
02-19, 4, 19261238, 136, 658, 345
02-19, 5, 19261176, 148, 687, 366
02-19, 5, 19258019, 150, 693, 362
02-19, 6, 19257963, 145, 721, 395
02-19, 6, 19254806, 146, 721, 398
02-19, 7, 19254733, 169, 750, 419
02-19, 7, 19251576, 169, 755, 418
02-19, 8, 19251507, 180, 784, 447
02-19, 8, 19248344, 181, 793, 447
02-19, 9, 19248271, 187, 835, 472
02-19, 9, 19245116, 189, 833, 474
02-19, 10, 19245040, 182, 887, 503
02-19, 10, 19241888, 181, 892, 498
02-19, 11, 19241785, 206, 934, 534
02-19, 11, 19238634, 206, 933, 533
02-19, 12, 19238535, 234, 959, 578
02-19, 12, 19235379, 237, 960, 577
02-19, 13, 19235284, 246, 1013, 610
02-19, 13, 19232132, 248, 1014, 606
02-19, 14, 19232048, 233, 1082, 637
02-19, 14, 19228892, 236, 1083, 636
02-19, 15, 19228778, 257, 1137, 675
02-19, 15, 19225628, 258, 1138, 670
02-19, 16, 19225515, 268, 1207, 704
02-19, 16, 19222362, 268, 1204, 707
02-19, 17, 19222270, 242, 1292, 737
02-19, 17, 19219120, 243, 1291, 734
02-19, 18, 19219001, 268, 1323, 796
02-19, 18, 19215845, 271, 1323, 796
02-19, 19, 19215704, 300, 1396, 835
02-19, 19, 19212551, 303, 1394, 834
02-19, 20, 19212401, 329, 1473, 879
02-19, 20, 19209253, 330, 1469, 877
02-19, 21, 19209101, 364, 1525, 939
02-19, 21, 19205948, 363, 1528, 937
02-19, 22, 19205795, 372, 1615, 994
02-19, 22, 19202645, 373, 1613, 992
