Each row contains mmyy, dd, s (susceptible), e (exposed), i (infected), and r (removed) population for a particular metro area
New York-Newark-Jersey City NY-NJ-PA MSA
01-20, 1, 19216182, 0, 0, 0
01-20, 1, 19218078, 1, 0, 0
01-20, 2, 19218058, 21, 0, 0
01-20, 2, 19219954, 20, 2, 0
01-20, 3, 19219929, 38, 9, 0
01-20, 3, 19221826, 38, 9, 0
01-20, 4, 19221801, 44, 28, 0
01-20, 4, 19223698, 44, 28, 0
01-20, 5, 19223685, 41, 44, 0
01-20, 5, 19225582, 41, 44, 0
01-20, 6, 19225565, 42, 58, 2
01-20, 6, 19227463, 42, 57, 2
01-20, 7, 19227446, 47, 67, 4
01-20, 7, 19229345, 47, 65, 4
01-20, 8, 19229326, 47, 84, 4
01-20, 8, 19231222, 48, 84, 4
01-20, 9, 19231200, 51, 101, 6
01-20, 9, 19233096, 52, 101, 6
01-20, 10, 19233072, 58, 113, 12
01-20, 10, 19234964, 61, 115, 12
01-20, 11, 19234943, 55, 139, 15
01-20, 11, 19236838, 56, 140, 15
01-20, 12, 19236819, 56, 156, 18
01-20, 12, 19238716, 57, 155, 18
01-20, 13, 19238701, 50, 173, 22
01-20, 13, 19240599, 49, 173, 22
01-20, 14, 19240579, 50, 188, 26
01-20, 14, 19242474, 50, 190, 26
01-20, 15, 19242449, 53, 207, 31
01-20, 15, 19244344, 52, 210, 31
01-20, 16, 19244326, 45, 228, 38
01-20, 16, 19246223, 47, 226, 38
01-20, 17, 19246211, 34, 244, 45
01-20, 17, 19248107, 35, 244, 45
01-20, 18, 19248084, 44, 247, 56
01-20, 18, 19249982, 44, 246, 56
01-20, 19, 19249958, 49, 260, 61
01-20, 19, 19251855, 49, 260, 61
01-20, 20, 19251828, 57, 273, 67
01-20, 20, 19253724, 55, 276, 67
01-20, 21, 19253698, 54, 291, 79
01-20, 21, 19255599, 52, 289, 79
01-20, 22, 19255574, 62, 292, 91
01-20, 22, 19257469, 63, 293, 91
01-20, 23, 19257437, 73, 308, 98
01-20, 23, 19259331, 73, 311, 98
01-20, 24, 19259299, 76, 331, 107
01-20, 24, 19261192, 78, 333, 107
01-20, 25, 19261158, 83, 352, 117
01-20, 25, 19263053, 83, 353, 118
01-20, 26, 19263017, 89, 370, 131
01-20, 26, 19264914, 88, 372, 130
01-20, 27, 19264882, 87, 393, 142
01-20, 27, 19266777, 88, 394, 142
01-20, 28, 19266733, 97, 414, 157
01-20, 28, 19268629, 98, 414, 157
01-20, 29, 19268589, 100, 426, 183
01-20, 29, 19270484, 103, 425, 183
01-20, 30, 19270446, 99, 458, 192
01-20, 30, 19272342, 100, 458, 192
01-20, 31, 19272289, 114, 473, 216
01-20, 31, 19274185, 113, 475, 216
02-19, 1, 19274133, 126, 498, 232
02-19, 1, 19270981, 125, 497, 233
02-19, 2, 19270949, 102, 531, 254
02-19, 2, 19267796, 103, 530, 254
02-19, 3, 19267742, 115, 550, 276
02-19, 3, 19264577, 119, 557, 277
02-19, 4, 19264524, 125, 588, 293
02-19, 4, 19261373, 124, 587, 293
02-19, 5, 19261320, 124, 615, 318
02-19, 5, 19258170, 121, 614, 319
02-19, 6, 19258103, 141, 643, 337
02-19, 6, 19254951, 141, 641, 338
02-19, 7, 19254887, 157, 666, 361
02-19, 7, 19251738, 157, 661, 362
02-19, 8, 19251676, 157, 701, 384
02-19, 8, 19248520, 157, 703, 385
02-19, 9, 19248473, 139, 747, 406
02-19, 9, 19245319, 138, 749, 406
02-19, 10, 19245248, 153, 790, 421
02-19, 10, 19242092, 155, 792, 420
02-19, 11, 19242011, 182, 815, 451
02-19, 11, 19238852, 183, 819, 452
02-19, 12, 19238771, 196, 852, 487
02-19, 12, 19235619, 196, 850, 488
02-19, 13, 19235522, 211, 910, 510
02-19, 13, 19232369, 210, 915, 506
02-19, 14, 19232279, 223, 967, 531
02-19, 14, 19229122, 226, 967, 532
02-19, 15, 19229041, 213, 1031, 562
02-19, 15, 19225883, 212, 1037, 562
02-19, 16, 19225780, 234, 1065, 615
02-19, 16, 19222619, 234, 1069, 619
02-19, 17, 19222501, 258, 1125, 657
02-19, 17, 19219339, 260, 1131, 658
02-19, 18, 19219242, 265, 1182, 699
02-19, 18, 19216081, 265, 1193, 696
02-19, 19, 19215951, 296, 1245, 743
02-19, 19, 19212793, 294, 1252, 743
02-19, 20, 19212655, 323, 1312, 792
02-19, 20, 19209505, 325, 1307, 792
02-19, 21, 19209385, 311, 1400, 833
02-19, 21, 19206234, 311, 1401, 830
02-19, 22, 19206114, 293, 1494, 875
02-19, 22, 19202960, 295, 1492, 876
02-19, 23, 19202811, 335, 1546, 931
